centroid_edge_spearman,model_a,model_b,period_start,stage
0.8548127173894046,specter2,scibert,2010,sep
0.7220086344012725,specter2,bert,2010,sep
0.8446506912764582,specter2,mpnet,2010,sep
0.8302819289322357,specter2,minilm,2010,sep
0.8755800255186759,specter2,pubmedbert,2010,sep
0.8355363291559612,specter2,biobert,2010,sep
0.8505486515302467,specter2,simcse,2010,sep
0.8220145771066019,scincl,scibert,2010,sep
0.6727771660286999,scincl,bert,2010,sep
0.797952563228637,scincl,mpnet,2010,sep
0.7808029643612466,scincl,minilm,2010,sep
0.8564462622131336,scincl,pubmedbert,2010,sep
0.8044059916452555,scincl,biobert,2010,sep
0.8149340184923007,scincl,simcse,2010,sep
0.8926397846643246,scibert,bert,2010,sep
0.8343547795081537,scibert,mpnet,2010,sep
0.857151346721899,scibert,minilm,2010,sep
0.9426916959432298,scibert,pubmedbert,2010,sep
0.9396448359638543,scibert,biobert,2010,sep
0.9250621362277804,scibert,simcse,2010,sep
0.7572341950256062,bert,mpnet,2010,sep
0.8026392603079721,bert,minilm,2010,sep
0.8413863981962142,bert,pubmedbert,2010,sep
0.8897523290161329,bert,biobert,2010,sep
0.8773873070805587,bert,simcse,2010,sep
0.9605935713911176,mpnet,minilm,2010,sep
0.8113128135214026,mpnet,pubmedbert,2010,sep
0.8099176760526454,mpnet,biobert,2010,sep
0.8295583171656793,mpnet,simcse,2010,sep
0.8134784052575464,minilm,pubmedbert,2010,sep
0.8676409207697552,minilm,biobert,2010,sep
0.8767619247373849,minilm,simcse,2010,sep
0.9221474140492547,pubmedbert,biobert,2010,sep
0.8631363501302152,pubmedbert,simcse,2010,sep
0.93724922657438,biobert,simcse,2010,sep
0.8941293062765455,specter,specter2,2015,sep
0.9241385699054412,specter,scincl,2015,sep
0.7503441525527417,specter,scibert,2015,sep
0.5964410186496077,specter,bert,2015,sep
0.7200307622393514,specter,mpnet,2015,sep
0.7110642686102809,specter,minilm,2015,sep
0.8088430951007639,specter,pubmedbert,2015,sep
0.7048828063551991,specter,biobert,2015,sep
0.7662622131333789,specter,simcse,2015,sep
