cosine_distance,field_a,field_b,model,period_start,stage
0.039600265415403846,16,28,specter2,2000,mean
0.02899868277794515,16,29,specter2,2000,mean
0.01790935508882796,16,30,specter2,2000,mean
0.03273571240729789,16,31,specter2,2000,mean
0.05826362958196962,16,32,specter2,2000,mean
0.05705840247648741,16,33,specter2,2000,mean
0.0451996557362756,16,34,specter2,2000,mean
0.053126415173368025,16,35,specter2,2000,mean
0.047558903146703746,16,36,specter2,2000,mean
0.01545013355915148,17,18,specter2,2000,mean
0.03504390741924157,17,19,specter2,2000,mean
0.03474572191318892,17,20,specter2,2000,mean
0.03304959457838763,17,21,specter2,2000,mean
0.015068396068998124,17,22,specter2,2000,mean
0.03418098156392335,17,23,specter2,2000,mean
0.05278837161078864,17,24,specter2,2000,mean
0.0382782018611898,17,25,specter2,2000,mean
0.02477274680952679,17,26,specter2,2000,mean
0.0393971535253449,17,27,specter2,2000,mean
0.03888496106129158,17,28,specter2,2000,mean
0.04536226047172176,17,29,specter2,2000,mean
0.05143971651584933,17,30,specter2,2000,mean
0.030448821918079294,17,31,specter2,2000,mean
0.04017665779384849,17,32,specter2,2000,mean
0.03958185450784757,17,33,specter2,2000,mean
0.054734141592217234,17,34,specter2,2000,mean
0.06827901848211715,17,35,specter2,2000,mean
0.040143760639333115,17,36,specter2,2000,mean
0.035019845577170194,18,19,specter2,2000,mean
0.011447512143176408,18,20,specter2,2000,mean
0.02499021266021728,18,21,specter2,2000,mean
0.022242418868527625,18,22,specter2,2000,mean
0.022355300720069193,18,23,specter2,2000,mean
0.04782824056487123,18,24,specter2,2000,mean
0.04044022297126815,18,25,specter2,2000,mean
0.029171181197155338,18,26,specter2,2000,mean
0.03350420215667971,18,27,specter2,2000,mean
0.040019780587943754,18,28,specter2,2000,mean
0.03265113026183675,18,29,specter2,2000,mean
0.041239046723757,18,30,specter2,2000,mean
0.04208416256338732,18,31,specter2,2000,mean
0.02330793834247835,18,32,specter2,2000,mean
0.01934804940842194,18,33,specter2,2000,mean
0.04350480395550127,18,34,specter2,2000,mean
0.05577294913693909,18,35,specter2,2000,mean
0.019369607373963205,18,36,specter2,2000,mean
0.03761474283597854,19,20,specter2,2000,mean
0.028244492636557483,19,21,specter2,2000,mean
0.0254708193714116,19,22,specter2,2000,mean
0.011895061845087818,19,23,specter2,2000,mean
0.05398404020706138,19,24,specter2,2000,mean
0.03236611176616011,19,25,specter2,2000,mean
0.03914056215023798,19,26,specter2,2000,mean
0.04265521247074222,19,27,specter2,2000,mean
0.04216417053359767,19,28,specter2,2000,mean
0.041031546183024625,19,29,specter2,2000,mean
0.05243705559797929,19,30,specter2,2000,mean
0.02789615210063834,19,31,specter2,2000,mean
0.05095584177932888,19,32,specter2,2000,mean
0.042359154368611485,19,33,specter2,2000,mean
0.047433153724850685,19,34,specter2,2000,mean
0.059454582389751875,19,35,specter2,2000,mean
0.04854739398795027,19,36,specter2,2000,mean
0.03253049204298086,20,21,specter2,2000,mean
0.03847400938619405,20,22,specter2,2000,mean
0.027586565607445213,20,23,specter2,2000,mean
0.054475834515123056,20,24,specter2,2000,mean
0.05320267033710424,20,25,specter2,2000,mean
0.03328833440744028,20,26,specter2,2000,mean
0.040783386239140795,20,27,specter2,2000,mean
0.04835109306616414,20,28,specter2,2000,mean
0.0383545866217605,20,29,specter2,2000,mean
0.04768153565952171,20,30,specter2,2000,mean
0.051156390516049366,20,31,specter2,2000,mean
0.028087136056521578,20,32,specter2,2000,mean
0.013264070191014499,20,33,specter2,2000,mean
0.05149993819330978,20,34,specter2,2000,mean
0.0619651241561846,20,35,specter2,2000,mean
0.024700264558058294,20,36,specter2,2000,mean
0.01573030101191686,21,22,specter2,2000,mean
0.01794557949972886,21,23,specter2,2000,mean
0.05516465344273869,21,24,specter2,2000,mean
0.017517323708289734,21,25,specter2,2000,mean
0.040613159133772836,21,26,specter2,2000,mean
0.04241486524463134,21,27,specter2,2000,mean
0.050451120514331205,21,28,specter2,2000,mean
0.0330965024102402,21,29,specter2,2000,mean
0.0382288486924528,21,30,specter2,2000,mean
0.029241326995564698,21,31,specter2,2000,mean
0.053743510134465544,21,32,specter2,2000,mean
0.04267888198229575,21,33,specter2,2000,mean
0.05374680155356781,21,34,specter2,2000,mean
0.06257777084437144,21,35,specter2,2000,mean
0.04421663997973024,21,36,specter2,2000,mean
0.026329580809295372,22,23,specter2,2000,mean
0.05509213779461131,22,24,specter2,2000,mean
0.015594390441658668,22,25,specter2,2000,mean
0.028868889207581794,22,26,specter2,2000,mean
0.039324812961249234,22,27,specter2,2000,mean
0.04277726400742987,22,28,specter2,2000,mean
0.043104289374069515,22,29,specter2,2000,mean
0.047137159349153634,22,30,specter2,2000,mean
0.0188372678185168,22,31,specter2,2000,mean
0.05111653931381288,22,32,specter2,2000,mean
0.04669191325050681,22,33,specter2,2000,mean
0.05111857062455816,22,34,specter2,2000,mean
0.059632120947428646,22,35,specter2,2000,mean
0.045250169780662874,22,36,specter2,2000,mean
0.03866119538360102,23,24,specter2,2000,mean
0.029979515758155384,23,25,specter2,2000,mean
0.03853117467412748,23,26,specter2,2000,mean
0.029294652451433367,23,27,specter2,2000,mean
0.035497561473001094,23,28,specter2,2000,mean
0.021392780424209334,23,29,specter2,2000,mean
0.031192137283124644,23,30,specter2,2000,mean
0.03919116470337436,23,31,specter2,2000,mean
0.038106942357354345,23,32,specter2,2000,mean
0.03198155911337497,23,33,specter2,2000,mean
0.03022794159205433,23,34,specter2,2000,mean
0.046394457359283714,23,35,specter2,2000,mean
0.03015318149834878,23,36,specter2,2000,mean
0.04878936944182111,24,25,specter2,2000,mean
0.054222485375325924,24,26,specter2,2000,mean
0.01269240302875485,24,27,specter2,2000,mean
0.03383065297414534,24,28,specter2,2000,mean
0.0223880355547158,24,29,specter2,2000,mean
0.023644099104324967,24,30,specter2,2000,mean
0.055853200721820095,24,31,specter2,2000,mean
0.04885580294870051,24,32,specter2,2000,mean
0.05496466594655813,24,33,specter2,2000,mean
0.02139050746418425,24,34,specter2,2000,mean
0.04933531293076887,24,35,specter2,2000,mean
0.03544962232723359,24,36,specter2,2000,mean
0.04261580906170248,25,26,specter2,2000,mean
0.03977404507860294,25,27,specter2,2000,mean
0.0453921184098659,25,28,specter2,2000,mean
0.03805806146250457,25,29,specter2,2000,mean
0.037533489419355304,25,30,specter2,2000,mean
0.018042318147018732,25,31,specter2,2000,mean
0.06096433037481219,25,32,specter2,2000,mean
0.05803554413027012,25,33,specter2,2000,mean
0.05390688494413187,25,34,specter2,2000,mean
0.052572477566044995,25,35,specter2,2000,mean
0.05247140133824446,25,36,specter2,2000,mean
0.04178789969815011,26,27,specter2,2000,mean
0.043037010987121316,26,28,specter2,2000,mean
0.049274087850398995,26,29,specter2,2000,mean
0.05191698914812448,26,30,specter2,2000,mean
0.027097835812263327,26,31,specter2,2000,mean
0.0458462638723387,26,32,specter2,2000,mean
0.041599482722585845,26,33,specter2,2000,mean
0.05486126704829575,26,34,specter2,2000,mean
0.07350517008888724,26,35,specter2,2000,mean
0.04791667431862445,26,36,specter2,2000,mean
0.01656869563296104,27,28,specter2,2000,mean
0.012059642036154616,27,29,specter2,2000,mean
0.012775529914876738,27,30,specter2,2000,mean
0.04606848922817208,27,31,specter2,2000,mean
0.0309051691921024,27,32,specter2,2000,mean
0.040742707282829804,27,33,specter2,2000,mean
0.01564220625920254,27,34,specter2,2000,mean
0.03636671252478896,27,35,specter2,2000,mean
0.018320071805299598,27,36,specter2,2000,mean
0.025667478807173794,28,29,specter2,2000,mean
0.027784522632268382,28,30,specter2,2000,mean
