field_id,period_start,k,mean_chance_adjusted_overlap,mean_overlap,model_a,model_b,recipe
11,2000,10,0.19587638454221895,0.19980468750000002,bert,simcse,cls
11,2000,25,0.2400349572669387,0.24931640625000004,bert,simcse,cls
11,2000,50,0.2760371954415999,0.293720703125,bert,simcse,cls
11,2000,10,0.5051999915623465,0.5076171875,mpnet,minilm,cls
11,2000,25,0.5381089268051434,0.54375,mpnet,minilm,cls
11,2000,50,0.5578924930364296,0.56869140625,mpnet,minilm,cls
11,2000,10,0.1090753913920594,0.113427734375,mpnet,pubmedbert,cls
11,2000,25,0.13727605712166172,0.1478125,mpnet,pubmedbert,cls
11,2000,50,0.1607104602215824,0.18121093750000003,mpnet,pubmedbert,cls
11,2000,10,0.1455818577028105,0.14975585937500002,mpnet,biobert,cls
11,2000,25,0.1814285728084817,0.19142578125000004,mpnet,biobert,cls
11,2000,50,0.21243281426045318,0.23166992187500002,mpnet,biobert,cls
11,2000,10,0.19283417901632305,0.19677734375,mpnet,simcse,cls
11,2000,25,0.22585790677546982,0.23531250000000004,mpnet,simcse,cls
11,2000,50,0.2538347218092764,0.27206054687500003,mpnet,simcse,cls
11,2000,10,0.10245123419857634,0.1068359375,minilm,pubmedbert,cls
11,2000,25,0.12703378075544017,0.1376953125,minilm,pubmedbert,cls
11,2000,50,0.15186150319228844,0.17257812500000003,minilm,pubmedbert,cls
11,2000,10,0.1327260859643471,0.13696289062500003,minilm,biobert,cls
11,2000,25,0.16646061294510386,0.17664062500000002,minilm,biobert,cls
11,2000,50,0.19730750422508764,0.2169140625,minilm,biobert,cls
11,2000,10,0.2013229137901939,0.20522460937500003,minilm,simcse,cls
11,2000,25,0.2375040472768299,0.24681640625000004,minilm,simcse,cls
11,2000,50,0.26583687054018523,0.28376953125000004,minilm,simcse,cls
11,2000,10,0.3346402107879234,0.337890625,pubmedbert,biobert,cls
11,2000,25,0.37245295885880314,0.38011718750000006,pubmedbert,biobert,cls
11,2000,50,0.40228498509482974,0.416884765625,pubmedbert,biobert,cls
11,2000,10,0.143619144460297,0.14780273437500002,pubmedbert,simcse,cls
11,2000,25,0.1729856152633531,0.18308593750000002,pubmedbert,simcse,cls
11,2000,50,0.20073096950112668,0.22025390625000002,pubmedbert,simcse,cls
11,2000,10,0.1761511164549583,0.18017578125000003,biobert,simcse,cls
11,2000,25,0.21118653792655787,0.22082031250000003,biobert,simcse,cls
11,2000,50,0.24001072898410114,0.25857421875,biobert,simcse,cls
11,2000,10,0.3289483423846343,0.3322265625,specter,specter2,sep
11,2000,25,0.36478113795128586,0.3725390625000001,specter,specter2,sep
11,2000,50,0.39445706156891586,0.40924804687500005,specter,specter2,sep
11,2000,10,0.45897809470115364,0.46162109375000004,specter,scincl,sep
11,2000,25,0.5017864139002225,0.5078710937500001,specter,scincl,sep
11,2000,50,0.537201549394404,0.5485058593750001,specter,scincl,sep
11,2000,10,0.1433738053049828,0.14755859375000002,specter,scibert,sep
11,2000,25,0.1795897085187933,0.18960937500000002,specter,scibert,sep
11,2000,50,0.210130483811655,0.229423828125,specter,scibert,sep
11,2000,10,0.11977217856375798,0.12407226562500001,specter,bert,sep
11,2000,25,0.1424960589762611,0.15296875000000001,specter,bert,sep
11,2000,50,0.15904877824549324,0.17958984375,specter,bert,sep
11,2000,10,0.4013233932023196,0.404248046875,specter,mpnet,sep
11,2000,25,0.4399570737512365,0.4467968750000001,specter,mpnet,sep
11,2000,50,0.4758794783972834,0.48868164062499997,specter,mpnet,sep
11,2000,10,0.3540220040577442,0.357177734375,specter,minilm,sep
11,2000,25,0.39493455775531655,0.4023242187500001,specter,minilm,sep
11,2000,50,0.42760060989922377,0.44158203125000006,specter,minilm,sep
11,2000,10,0.3257589333655498,0.329052734375,specter,pubmedbert,sep
11,2000,25,0.3676679571587538,0.3753906250000001,specter,pubmedbert,sep
11,2000,50,0.4029156234351527,0.4175,specter,pubmedbert,sep
11,2000,10,0.2805674609566765,0.28408203125,specter,biobert,sep
11,2000,25,0.33134544425383283,0.33951171875,specter,biobert,sep
11,2000,50,0.3694017002065598,0.38480468749999996,specter,biobert,sep
11,2000,10,0.19337392515801421,0.197314453125,specter,simcse,sep
11,2000,25,0.22730131637920375,0.23673828125000004,specter,simcse,sep
11,2000,50,0.25318406320418124,0.27142578125000005,specter,simcse,sep
11,2000,10,0.3768385455019636,0.3798828125,specter2,scincl,sep
11,2000,25,0.410792290662092,0.41798828125000004,specter2,scincl,sep
11,2000,50,0.43913228240798696,0.45283203125000004,specter2,scincl,sep
11,2000,10,0.12016472121226068,0.12446289062500002,specter2,scibert,sep
11,2000,25,0.1491792431688922,0.15957031250000003,specter2,scibert,sep
