field_id,period_start,common_adjusted,common_overlap,delta_overlap,k,model_a,model_b,native_adjusted,native_overlap
11,2000,0.3548547277936963,0.4357,-0.0019500000000000003,50,pubmedbert/mean,simcse/cls,0.3570840974212034,0.43765
11,2000,0.28815938303341904,0.306,-0.014500000000000002,10,biobert/mean,simcse/cls,0.30303213367609255,0.32049999999999995
11,2000,0.3386628342245989,0.38010000000000005,-9.999999999999786e-05,25,biobert/mean,simcse/cls,0.3387695187165775,0.38020000000000004
11,2000,0.3598279369627507,0.44005000000000005,-0.00685,50,biobert/mean,simcse/cls,0.36765931232091686,0.4469000000000001
11,2005,0.374831619537275,0.39049999999999996,-0.004500000000000001,10,specter/cls,specter2/cls,0.37944730077120814,0.395
11,2005,0.4252906417112299,0.4613000000000001,-9.020562075079397e-19,25,specter/cls,specter2/cls,0.42529064171123,0.4613000000000001
11,2005,0.44145716332378226,0.5114500000000001,-0.004949999999999997,50,specter/cls,specter2/cls,0.44711633237822357,0.5164
11,2005,0.5386883033419023,0.55025,0.0007500000000000007,10,specter/cls,scincl/cls,0.5379190231362467,0.5495
11,2005,0.5931053475935828,0.6186,-5.551115123125783e-19,25,specter/cls,scincl/cls,0.5931053475935829,0.6186
11,2005,0.6118610315186247,0.6605000000000001,-0.003249999999999999,50,specter/cls,scincl/cls,0.61557664756447,0.66375
11,2005,0.32021272493573266,0.33725,0.01125,10,specter/cls,scibert/mean,0.3086735218508997,0.326
11,2005,0.34474385026737964,0.3858,0.017700000000000004,25,specter/cls,scibert/mean,0.3258606951871657,0.36810000000000004
11,2005,0.35782722063037253,0.4383000000000001,0.019799999999999998,50,specter/cls,scibert/mean,0.3351905444126074,0.4184999999999999
11,2005,0.26764524421593827,0.286,-0.011000000000000001,10,specter/cls,bert/mean,0.27892802056555266,0.29700000000000004
11,2005,0.3038836898395722,0.3475,-0.0063,25,specter/cls,bert/mean,0.31060481283422453,0.3538
11,2005,0.3261587392550143,0.41059999999999997,-0.0003999999999999984,50,specter/cls,bert/mean,0.32661604584527226,0.4109999999999999
11,2005,0.46458097686375327,0.478,-0.009249999999999998,10,specter/cls,mpnet/mean,0.474068766066838,0.48724999999999996
11,2005,0.5226935828877005,0.5526,-0.007900000000000003,25,specter/cls,mpnet/mean,0.5311216577540107,0.5605
11,2005,0.5446941260744985,0.60175,-0.0033999999999999985,50,specter/cls,mpnet/mean,0.5485812320916905,0.60515
