field_id,recipe,model_a,input_a,model_b,input_b,kind,cka_debiased
29,cls,specter2,title,specter2,title_abstract,input,0.8563450459270482
29,cls,scincl,title,scibert,title,model,0.5652693130648578
29,cls,scincl,title,bert,title,model,0.3927406206242066
29,cls,scincl,title,mpnet,title,model,0.7524516383470373
29,cls,scincl,title,minilm,title,model,0.714815885347041
29,cls,scincl,title,pubmedbert,title,model,0.4210249996180704
29,cls,scincl,title,biobert,title,model,0.3431598913373781
29,cls,scincl,title,simcse,title,model,0.5367663041971328
29,cls,scincl,title,scincl,abstract,input,0.8022666335891011
29,cls,scincl,title,scincl,title_abstract,input,0.8582448007130067
29,cls,scibert,title,bert,title,model,0.5576599374417435
29,cls,scibert,title,mpnet,title,model,0.5410674742869436
29,cls,scibert,title,minilm,title,model,0.519388138885314
29,cls,scibert,title,pubmedbert,title,model,0.6110280460788725
29,cls,scibert,title,biobert,title,model,0.4156661328170072
29,cls,scibert,title,simcse,title,model,0.5238505397010553
29,cls,scibert,title,scibert,abstract,input,0.3670039179681843
29,cls,scibert,title,scibert,title_abstract,input,0.3726343854965508
29,cls,bert,title,mpnet,title,model,0.41149179564139676
29,cls,bert,title,minilm,title,model,0.411503054799273
29,cls,bert,title,pubmedbert,title,model,0.4390324610122059
29,cls,bert,title,biobert,title,model,0.3311553016394151
29,cls,bert,title,simcse,title,model,0.5905872266724841
29,cls,bert,title,bert,abstract,input,0.3547707936086837
29,cls,bert,title,bert,title_abstract,input,0.37839172438637797
29,cls,mpnet,title,minilm,title,model,0.8334572468905218
29,cls,mpnet,title,pubmedbert,title,model,0.4116727420505183
29,cls,mpnet,title,biobert,title,model,0.3420108173951254
29,cls,mpnet,title,simcse,title,model,0.5717038201758331
29,cls,mpnet,title,mpnet,abstract,input,0.836522628202723
29,cls,mpnet,title,mpnet,title_abstract,input,0.8827058471893188
29,cls,minilm,title,pubmedbert,title,model,0.3939668376355932
29,cls,minilm,title,biobert,title,model,0.32568714394361603
29,cls,minilm,title,simcse,title,model,0.5798910819763472
29,cls,minilm,title,minilm,abstract,input,0.7698562457752962
29,cls,minilm,title,minilm,title_abstract,input,0.8276496753685602
29,cls,pubmedbert,title,biobert,title,model,0.3280285383484136
29,cls,pubmedbert,title,simcse,title,model,0.40558344061850876
29,cls,pubmedbert,title,pubmedbert,abstract,input,0.28165254067514733
29,cls,pubmedbert,title,pubmedbert,title_abstract,input,0.2887173146598062
29,cls,biobert,title,simcse,title,model,0.32967744775930835
29,cls,biobert,title,biobert,abstract,input,0.30534533283254917
29,cls,biobert,title,biobert,title_abstract,input,0.3268023580089538
29,cls,simcse,title,simcse,abstract,input,0.5118753841416437
29,cls,simcse,title,simcse,title_abstract,input,0.5644517242025905
29,cls,specter,abstract,specter2,abstract,model,0.7886655152444928
29,cls,specter,abstract,scincl,abstract,model,0.8509437156529561
29,cls,specter,abstract,scibert,abstract,model,0.40355716477341774
29,cls,specter,abstract,bert,abstract,model,0.4299472054719928
29,cls,specter,abstract,mpnet,abstract,model,0.8207566776423877
29,cls,specter,abstract,minilm,abstract,model,0.7732758430125257
29,cls,specter,abstract,pubmedbert,abstract,model,0.38859580181350656
29,cls,specter,abstract,biobert,abstract,model,0.5446993171384055
29,cls,specter,abstract,simcse,abstract,model,0.5990459405622458
29,cls,specter,abstract,specter,title_abstract,input,0.9692507843840621
29,cls,specter2,abstract,scincl,abstract,model,0.8482155782522655
29,cls,specter2,abstract,scibert,abstract,model,0.3659163457100718
29,cls,specter2,abstract,bert,abstract,model,0.3823699984713379
29,cls,specter2,abstract,mpnet,abstract,model,0.8014411404723714
29,cls,specter2,abstract,minilm,abstract,model,0.7513172477227036
29,cls,specter2,abstract,pubmedbert,abstract,model,0.35643045937184265
29,cls,specter2,abstract,biobert,abstract,model,0.5014780564017635
29,cls,specter2,abstract,simcse,abstract,model,0.5302145357674666
29,cls,specter2,abstract,specter2,title_abstract,input,0.9620792630407957
29,cls,scincl,abstract,scibert,abstract,model,0.3817814574139586
29,cls,scincl,abstract,bert,abstract,model,0.4093159406382779
29,cls,scincl,abstract,mpnet,abstract,model,0.834329852000997
29,cls,scincl,abstract,minilm,abstract,model,0.7792327198957032
29,cls,scincl,abstract,pubmedbert,abstract,model,0.35862928413376016
29,cls,scincl,abstract,biobert,abstract,model,0.5237841894594695
29,cls,scincl,abstract,simcse,abstract,model,0.5680418583933531
29,cls,scincl,abstract,scincl,title_abstract,input,0.9792251181372411
29,cls,scibert,abstract,bert,abstract,model,0.5555398944075681
29,cls,scibert,abstract,mpnet,abstract,model,0.3700838145679111
29,cls,scibert,abstract,minilm,abstract,model,0.3696232011888596
29,cls,scibert,abstract,pubmedbert,abstract,model,0.7401028124667937
29,cls,scibert,abstract,biobert,abstract,model,0.7237573064463625
29,cls,scibert,abstract,simcse,abstract,model,0.49332203606073544
29,cls,scibert,abstract,scibert,title_abstract,input,0.9619468363550239
29,cls,bert,abstract,mpnet,abstract,model,0.4306659978872388
29,cls,bert,abstract,minilm,abstract,model,0.43884332770361906
29,cls,bert,abstract,pubmedbert,abstract,model,0.5631290417217671
29,cls,bert,abstract,biobert,abstract,model,0.6076239313968306
29,cls,bert,abstract,simcse,abstract,model,0.661441954235735
29,cls,bert,abstract,bert,title_abstract,input,0.9307131711027545
29,cls,mpnet,abstract,minilm,abstract,model,0.8600878569902654
29,cls,mpnet,abstract,pubmedbert,abstract,model,0.36066385205373047
29,cls,mpnet,abstract,biobert,abstract,model,0.527467721762817
29,cls,mpnet,abstract,simcse,abstract,model,0.5880969800744217
29,cls,mpnet,abstract,mpnet,title_abstract,input,0.9804883398577552
29,cls,minilm,abstract,pubmedbert,abstract,model,0.36044778938037886
29,cls,minilm,abstract,biobert,abstract,model,0.5115478191986224
29,cls,minilm,abstract,simcse,abstract,model,0.6075223250612674
29,cls,minilm,abstract,minilm,title_abstract,input,0.9736630320481425
29,cls,pubmedbert,abstract,biobert,abstract,model,0.7137924661667028
29,cls,pubmedbert,abstract,simcse,abstract,model,0.48792589419643995
29,cls,pubmedbert,abstract,pubmedbert,title_abstract,input,0.9680845180525782
29,cls,biobert,abstract,simcse,abstract,model,0.593175419550428
29,cls,biobert,abstract,biobert,title_abstract,input,0.96805052843165
29,cls,simcse,abstract,simcse,title_abstract,input,0.9760553389023889
29,cls,specter,title_abstract,specter2,title_abstract,model,0.7924205226801118
29,cls,specter,title_abstract,scincl,title_abstract,model,0.8580378534628643
29,cls,specter,title_abstract,scibert,title_abstract,model,0.38801296086574144
29,cls,specter,title_abstract,bert,title_abstract,model,0.4454686852843083
29,cls,specter,title_abstract,mpnet,title_abstract,model,0.8354152062732259
29,cls,specter,title_abstract,minilm,title_abstract,model,0.7889595806137335
29,cls,specter,title_abstract,pubmedbert,title_abstract,model,0.3816290083267043
29,cls,specter,title_abstract,biobert,title_abstract,model,0.5532920445379865
29,cls,specter,title_abstract,simcse,title_abstract,model,0.6145082105994215
29,cls,specter2,title_abstract,scincl,title_abstract,model,0.84882592820663
29,cls,specter2,title_abstract,scibert,title_abstract,model,0.349721113752059
29,cls,specter2,title_abstract,bert,title_abstract,model,0.397639738954419
29,cls,specter2,title_abstract,mpnet,title_abstract,model,0.8085395266407154
29,cls,specter2,title_abstract,minilm,title_abstract,model,0.7585667132910413
29,cls,specter2,title_abstract,pubmedbert,title_abstract,model,0.3494522255802922
29,cls,specter2,title_abstract,biobert,title_abstract,model,0.5055096821670012
29,cls,specter2,title_abstract,simcse,title_abstract,model,0.5440131185436526
29,cls,scincl,title_abstract,scibert,title_abstract,model,0.36304192554275566
29,cls,scincl,title_abstract,bert,title_abstract,model,0.42409503822179145
29,cls,scincl,title_abstract,mpnet,title_abstract,model,0.8446573648728287
29,cls,scincl,title_abstract,minilm,title_abstract,model,0.7901067899113791
29,cls,scincl,title_abstract,pubmedbert,title_abstract,model,0.3496625678938142
29,cls,scincl,title_abstract,biobert,title_abstract,model,0.5274252734090769
29,cls,scincl,title_abstract,simcse,title_abstract,model,0.5831948774329269
29,cls,scibert,title_abstract,bert,title_abstract,model,0.5290579274073747
29,cls,scibert,title_abstract,mpnet,title_abstract,model,0.35229624673795085
29,cls,scibert,title_abstract,minilm,title_abstract,model,0.3549854869461199
29,cls,scibert,title_abstract,pubmedbert,title_abstract,model,0.7057130098247174
29,cls,scibert,title_abstract,biobert,title_abstract,model,0.6870164480219011
29,cls,scibert,title_abstract,simcse,title_abstract,model,0.4703526433564445
29,cls,bert,title_abstract,mpnet,title_abstract,model,0.44071501233139576
29,cls,bert,title_abstract,minilm,title_abstract,model,0.4506405333314314
29,cls,bert,title_abstract,pubmedbert,title_abstract,model,0.5505977760618839
29,cls,bert,title_abstract,biobert,title_abstract,model,0.6016987886736078
29,cls,bert,title_abstract,simcse,title_abstract,model,0.6686658200908443
29,cls,mpnet,title_abstract,minilm,title_abstract,model,0.8641671544625823
29,cls,mpnet,title_abstract,pubmedbert,title_abstract,model,0.3523138046231558
29,cls,mpnet,title_abstract,biobert,title_abstract,model,0.5285467166700213
29,cls,mpnet,title_abstract,simcse,title_abstract,model,0.601238107234189
29,cls,minilm,title_abstract,pubmedbert,title_abstract,model,0.35461035413991054
29,cls,minilm,title_abstract,biobert,title_abstract,model,0.5119484470664911
29,cls,minilm,title_abstract,simcse,title_abstract,model,0.6184396436569942
29,cls,pubmedbert,title_abstract,biobert,title_abstract,model,0.6868833094176843
29,cls,pubmedbert,title_abstract,simcse,title_abstract,model,0.4852213852163387
29,cls,biobert,title_abstract,simcse,title_abstract,model,0.594434138153981
29,sep,specter,title,specter2,title,model,0.7726172752314457
29,sep,specter,title,scincl,title,model,0.7938872600626854
29,sep,specter,title,scibert,title,model,0.49004085480949255
29,sep,specter,title,bert,title,model,0.48042601535257257
29,sep,specter,title,mpnet,title,model,0.7585317797141863
29,sep,specter,title,minilm,title,model,0.7252862627884283
29,sep,specter,title,pubmedbert,title,model,0.6394448444788552
29,sep,specter,title,biobert,title,model,0.5711500194420301
29,sep,specter,title,simcse,title,model,0.5621235494257011
29,sep,specter,title,specter,abstract,input,0.8027576515886179
29,sep,specter,title,specter,title_abstract,input,0.867121717602251
29,sep,specter2,title,scincl,title,model,0.8361513743182128
29,sep,specter2,title,scibert,title,model,0.4698593430194581
29,sep,specter2,title,bert,title,model,0.47673485548992256
29,sep,specter2,title,mpnet,title,model,0.771762522278788
29,sep,specter2,title,minilm,title,model,0.7283875176390848
29,sep,specter2,title,pubmedbert,title,model,0.6239707987635779
29,sep,specter2,title,biobert,title,model,0.5579702580243745
29,sep,specter2,title,simcse,title,model,0.5445196765926256
29,sep,specter2,title,specter2,abstract,input,0.7803765783229695
29,sep,specter2,title,specter2,title_abstract,input,0.8563450459270482
29,sep,scincl,title,scibert,title,model,0.46316076625443975
29,sep,scincl,title,bert,title,model,0.4763641403611206
29,sep,scincl,title,mpnet,title,model,0.7524516383470373
29,sep,scincl,title,minilm,title,model,0.714815885347041
29,sep,scincl,title,pubmedbert,title,model,0.6210496680392638
29,sep,scincl,title,biobert,title,model,0.553970711770779
29,sep,scincl,title,simcse,title,model,0.5367663041971328
29,sep,scincl,title,scincl,abstract,input,0.8022666335891011
29,sep,scincl,title,scincl,title_abstract,input,0.8582448007130067
29,sep,scibert,title,bert,title,model,0.44699101799015034
29,sep,scibert,title,mpnet,title,model,0.4412172127590812
29,sep,scibert,title,minilm,title,model,0.42633250666011013
29,sep,scibert,title,pubmedbert,title,model,0.590903163260433
29,sep,scibert,title,biobert,title,model,0.45093632528498456
29,sep,scibert,title,simcse,title,model,0.44542495585181235
29,sep,scibert,title,scibert,abstract,input,0.3657077753547444
29,sep,scibert,title,scibert,title_abstract,input,0.38152273562131916
29,sep,bert,title,mpnet,title,model,0.504473657539279
29,sep,bert,title,minilm,title,model,0.5017549323066027
29,sep,bert,title,pubmedbert,title,model,0.4806017748176999
29,sep,bert,title,biobert,title,model,0.4565441675516398
29,sep,bert,title,simcse,title,model,0.6093411955529694
29,sep,bert,title,bert,abstract,input,0.23200203363443525
29,sep,bert,title,bert,title_abstract,input,0.18013316345592995
29,sep,mpnet,title,minilm,title,model,0.8334572468905218
29,sep,mpnet,title,pubmedbert,title,model,0.618129294028646
29,sep,mpnet,title,biobert,title,model,0.5634080516107711
29,sep,mpnet,title,simcse,title,model,0.5717038201758331
29,sep,mpnet,title,mpnet,abstract,input,0.836522628202723
29,sep,mpnet,title,mpnet,title_abstract,input,0.8827058471893188
29,sep,minilm,title,pubmedbert,title,model,0.5844829146682833
29,sep,minilm,title,biobert,title,model,0.5339373622093255
29,sep,minilm,title,simcse,title,model,0.5798910819763472
29,sep,minilm,title,minilm,abstract,input,0.7698562457752962
29,sep,minilm,title,minilm,title_abstract,input,0.8276496753685602
29,sep,pubmedbert,title,biobert,title,model,0.5484344511034389
29,sep,pubmedbert,title,simcse,title,model,0.5298719324207598
29,sep,pubmedbert,title,pubmedbert,abstract,input,0.5985942944550648
29,sep,pubmedbert,title,pubmedbert,title_abstract,input,0.6337703405625135
29,sep,biobert,title,simcse,title,model,0.4782997544886641
29,sep,biobert,title,biobert,abstract,input,0.5595065769634399
29,sep,biobert,title,biobert,title_abstract,input,0.6126908699823919
29,sep,simcse,title,simcse,abstract,input,0.5118753841416437
29,sep,simcse,title,simcse,title_abstract,input,0.5644517242025905
29,sep,specter,abstract,specter2,abstract,model,0.7886655152444928
29,sep,specter,abstract,scincl,abstract,model,0.8509437156529561
29,sep,specter,abstract,scibert,abstract,model,0.485707951247311
29,sep,specter,abstract,bert,abstract,model,0.2597018562149217
29,sep,specter,abstract,mpnet,abstract,model,0.8207566776423877
29,sep,specter,abstract,minilm,abstract,model,0.7732758430125257
29,sep,specter,abstract,pubmedbert,abstract,model,0.7554684978875722
29,sep,specter,abstract,biobert,abstract,model,0.7092605105435625
29,sep,specter,abstract,simcse,abstract,model,0.5990459405622458
29,sep,specter,abstract,specter,title_abstract,input,0.9692507843840621
29,sep,specter2,abstract,scincl,abstract,model,0.8482155782522655
29,sep,specter2,abstract,scibert,abstract,model,0.44689601794091277
29,sep,specter2,abstract,bert,abstract,model,0.24055523968341438
29,sep,specter2,abstract,mpnet,abstract,model,0.8014411404723714
29,sep,specter2,abstract,minilm,abstract,model,0.7513172477227036
29,sep,specter2,abstract,pubmedbert,abstract,model,0.7018315225584304
29,sep,specter2,abstract,biobert,abstract,model,0.6457014007721993
29,sep,specter2,abstract,simcse,abstract,model,0.5302145357674666
29,sep,specter2,abstract,specter2,title_abstract,input,0.9620792630407957
29,sep,scincl,abstract,scibert,abstract,model,0.46725624965787954
29,sep,scincl,abstract,bert,abstract,model,0.2535068755650893
29,sep,scincl,abstract,mpnet,abstract,model,0.834329852000997
29,sep,scincl,abstract,minilm,abstract,model,0.7792327198957032
29,sep,scincl,abstract,pubmedbert,abstract,model,0.7304814759756874
29,sep,scincl,abstract,biobert,abstract,model,0.6734130173348345
29,sep,scincl,abstract,simcse,abstract,model,0.5680418583933531
29,sep,scincl,abstract,scincl,title_abstract,input,0.9792251181372411
29,sep,scibert,abstract,bert,abstract,model,0.3098547406748765
29,sep,scibert,abstract,mpnet,abstract,model,0.45513689285179987
29,sep,scibert,abstract,minilm,abstract,model,0.44228872841618366
29,sep,scibert,abstract,pubmedbert,abstract,model,0.6465292756171658
29,sep,scibert,abstract,biobert,abstract,model,0.6480290265643834
29,sep,scibert,abstract,simcse,abstract,model,0.5261959346914034
29,sep,scibert,abstract,scibert,title_abstract,input,0.9403868803376018
29,sep,bert,abstract,mpnet,abstract,model,0.26287018374339927
29,sep,bert,abstract,minilm,abstract,model,0.26650416864737636
29,sep,bert,abstract,pubmedbert,abstract,model,0.34702595862632907
29,sep,bert,abstract,biobert,abstract,model,0.3801516858461393
29,sep,bert,abstract,simcse,abstract,model,0.36317387530330286
29,sep,bert,abstract,bert,title_abstract,input,0.8161912752116116
29,sep,mpnet,abstract,minilm,abstract,model,0.8600878569902654
29,sep,mpnet,abstract,pubmedbert,abstract,model,0.7336865658461781
29,sep,mpnet,abstract,biobert,abstract,model,0.6849402981455742
29,sep,mpnet,abstract,simcse,abstract,model,0.5880969800744217
29,sep,mpnet,abstract,mpnet,title_abstract,input,0.9804883398577552
29,sep,minilm,abstract,pubmedbert,abstract,model,0.7046914138461549
29,sep,minilm,abstract,biobert,abstract,model,0.6648098072204005
29,sep,minilm,abstract,simcse,abstract,model,0.6075223250612674
29,sep,minilm,abstract,minilm,title_abstract,input,0.9736630320481425
29,sep,pubmedbert,abstract,biobert,abstract,model,0.8451040851081866
29,sep,pubmedbert,abstract,simcse,abstract,model,0.6947213378635169
29,sep,pubmedbert,abstract,pubmedbert,title_abstract,input,0.985504337215882
29,sep,biobert,abstract,simcse,abstract,model,0.7014431525650505
29,sep,biobert,abstract,biobert,title_abstract,input,0.9896717040451596
29,sep,simcse,abstract,simcse,title_abstract,input,0.9760553389023889
29,sep,specter,title_abstract,specter2,title_abstract,model,0.7924205226801118
29,sep,specter,title_abstract,scincl,title_abstract,model,0.8580378534628643
29,sep,specter,title_abstract,scibert,title_abstract,model,0.4877656136873588
29,sep,specter,title_abstract,bert,title_abstract,model,0.192566978731686
29,sep,specter,title_abstract,mpnet,title_abstract,model,0.8354152062732259
29,sep,specter,title_abstract,minilm,title_abstract,model,0.7889595806137335
29,sep,specter,title_abstract,pubmedbert,title_abstract,model,0.7664269584357047
29,sep,specter,title_abstract,biobert,title_abstract,model,0.7263724485012278
29,sep,specter,title_abstract,simcse,title_abstract,model,0.6145082105994215
29,sep,specter2,title_abstract,scincl,title_abstract,model,0.84882592820663
29,sep,specter2,title_abstract,scibert,title_abstract,model,0.44335932685015095
29,sep,specter2,title_abstract,bert,title_abstract,model,0.18268002642855755
29,sep,specter2,title_abstract,mpnet,title_abstract,model,0.8085395266407154
29,sep,specter2,title_abstract,minilm,title_abstract,model,0.7585667132910413
29,sep,specter2,title_abstract,pubmedbert,title_abstract,model,0.7064329465868864
29,sep,specter2,title_abstract,biobert,title_abstract,model,0.6560778981508432
29,sep,specter2,title_abstract,simcse,title_abstract,model,0.5440131185436526
29,sep,scincl,title_abstract,scibert,title_abstract,model,0.46272470884260963
29,sep,scincl,title_abstract,bert,title_abstract,model,0.18942708971271724
29,sep,scincl,title_abstract,mpnet,title_abstract,model,0.8446573648728287
29,sep,scincl,title_abstract,minilm,title_abstract,model,0.7901067899113791
29,sep,scincl,title_abstract,pubmedbert,title_abstract,model,0.7391717861671165
29,sep,scincl,title_abstract,biobert,title_abstract,model,0.6881998680618235
29,sep,scincl,title_abstract,simcse,title_abstract,model,0.5831948774329269
29,sep,scibert,title_abstract,bert,title_abstract,model,0.24243280872524003
29,sep,scibert,title_abstract,mpnet,title_abstract,model,0.4519120210911718
29,sep,scibert,title_abstract,minilm,title_abstract,model,0.44329420943663167
29,sep,scibert,title_abstract,pubmedbert,title_abstract,model,0.6333736545433103
29,sep,scibert,title_abstract,biobert,title_abstract,model,0.632407406769101
29,sep,scibert,title_abstract,simcse,title_abstract,model,0.5216125185250848
29,sep,bert,title_abstract,mpnet,title_abstract,model,0.19346393212261231
29,sep,bert,title_abstract,minilm,title_abstract,model,0.19903730334304587
29,sep,bert,title_abstract,pubmedbert,title_abstract,model,0.26766822752021824
29,sep,bert,title_abstract,biobert,title_abstract,model,0.29556287102995427
29,sep,bert,title_abstract,simcse,title_abstract,model,0.2734324011778407
29,sep,mpnet,title_abstract,minilm,title_abstract,model,0.8641671544625823
29,sep,mpnet,title_abstract,pubmedbert,title_abstract,model,0.7420570662691492
29,sep,mpnet,title_abstract,biobert,title_abstract,model,0.6986860777495264
29,sep,mpnet,title_abstract,simcse,title_abstract,model,0.601238107234189
29,sep,minilm,title_abstract,pubmedbert,title_abstract,model,0.716042677454447
29,sep,minilm,title_abstract,biobert,title_abstract,model,0.6800365087477281
29,sep,minilm,title_abstract,simcse,title_abstract,model,0.6184396436569942
29,sep,pubmedbert,title_abstract,biobert,title_abstract,model,0.845834734945516
29,sep,pubmedbert,title_abstract,simcse,title_abstract,model,0.704114032670249
29,sep,biobert,title_abstract,simcse,title_abstract,model,0.7114428564680281
30,mean,specter,title,specter2,title,model,0.7220921599853345
30,mean,specter,title,scincl,title,model,0.7487688447857672
30,mean,specter,title,scibert,title,model,0.5958083754192117
30,mean,specter,title,bert,title,model,0.53921890848551
30,mean,specter,title,mpnet,title,model,0.7195270062204403
30,mean,specter,title,minilm,title,model,0.6447252921632985
30,mean,specter,title,pubmedbert,title,model,0.6209426462371727
30,mean,specter,title,biobert,title,model,0.41318227075985675
30,mean,specter,title,simcse,title,model,0.5068141901601567
30,mean,specter,title,specter,abstract,input,0.7475872721696148
30,mean,specter,title,specter,title_abstract,input,0.8300409516731039
30,mean,specter2,title,scincl,title,model,0.7934928482848189
30,mean,specter2,title,scibert,title,model,0.5899702504707941
30,mean,specter2,title,bert,title,model,0.4765160642393299
30,mean,specter2,title,mpnet,title,model,0.7224823472825094
30,mean,specter2,title,minilm,title,model,0.6381645530414773
30,mean,specter2,title,pubmedbert,title,model,0.5851831675309142
30,mean,specter2,title,biobert,title,model,0.39039881900623485
30,mean,specter2,title,simcse,title,model,0.4436701470756802
30,mean,specter2,title,specter2,abstract,input,0.7278581224746001
30,mean,specter2,title,specter2,title_abstract,input,0.8194457426563223
30,mean,scincl,title,scibert,title,model,0.5980456453067958
30,mean,scincl,title,bert,title,model,0.47945114246821063
30,mean,scincl,title,mpnet,title,model,0.7108423037692411
30,mean,scincl,title,minilm,title,model,0.6235934431473223
30,mean,scincl,title,pubmedbert,title,model,0.5971020693887917
30,mean,scincl,title,biobert,title,model,0.3919870358172404
30,mean,scincl,title,simcse,title,model,0.43984793268042827
30,mean,scincl,title,scincl,abstract,input,0.7829448125135999
30,mean,scincl,title,scincl,title_abstract,input,0.8450720750493325
30,mean,scibert,title,bert,title,model,0.5164909475429529
30,mean,scibert,title,mpnet,title,model,0.5397810667045359
30,mean,scibert,title,minilm,title,model,0.4826352146045492
30,mean,scibert,title,pubmedbert,title,model,0.6879722021162865
30,mean,scibert,title,biobert,title,model,0.42973236696439976
30,mean,scibert,title,simcse,title,model,0.44672919312694387
30,mean,scibert,title,scibert,abstract,input,0.47405230706247703
30,mean,scibert,title,scibert,title_abstract,input,0.5182517096353798
30,mean,bert,title,mpnet,title,model,0.5311618102419086
30,mean,bert,title,minilm,title,model,0.5354490987233189
30,mean,bert,title,pubmedbert,title,model,0.5940835791483234
30,mean,bert,title,biobert,title,model,0.41408376582476764
30,mean,bert,title,simcse,title,model,0.667053471856792
30,mean,bert,title,bert,abstract,input,0.6041488277670498
30,mean,bert,title,bert,title_abstract,input,0.6495910822840043
30,mean,mpnet,title,minilm,title,model,0.7727937185862996
30,mean,mpnet,title,pubmedbert,title,model,0.5699756363828745
30,mean,mpnet,title,biobert,title,model,0.395802818763183
30,mean,mpnet,title,simcse,title,model,0.4973374379196348
30,mean,mpnet,title,mpnet,abstract,input,0.800929873462897
30,mean,mpnet,title,mpnet,title_abstract,input,0.8523163668917492
30,mean,minilm,title,pubmedbert,title,model,0.5106172772870223
30,mean,minilm,title,biobert,title,model,0.35729293957223746
30,mean,minilm,title,simcse,title,model,0.5072306063011753
30,mean,minilm,title,minilm,abstract,input,0.7036885767559127
30,mean,minilm,title,minilm,title_abstract,input,0.7783317164907392
30,mean,pubmedbert,title,biobert,title,model,0.48913003294136137
30,mean,pubmedbert,title,simcse,title,model,0.4769842664628675
30,mean,pubmedbert,title,pubmedbert,abstract,input,0.5221460323534017
30,mean,pubmedbert,title,pubmedbert,title_abstract,input,0.5673527861006353
30,mean,biobert,title,simcse,title,model,0.3344347040278291
30,mean,biobert,title,biobert,abstract,input,0.37898838648029887
30,mean,biobert,title,biobert,title_abstract,input,0.4465790909818077
30,mean,simcse,title,simcse,abstract,input,0.4910210885670261
30,mean,simcse,title,simcse,title_abstract,input,0.5439804303434911
30,mean,specter,abstract,specter2,abstract,model,0.7518264915379343
30,mean,specter,abstract,scincl,abstract,model,0.8093770668728385
30,mean,specter,abstract,scibert,abstract,model,0.589884499068841
30,mean,specter,abstract,bert,abstract,model,0.5660604686278059
30,mean,specter,abstract,mpnet,abstract,model,0.7831705408527908
30,mean,specter,abstract,minilm,abstract,model,0.7226726556569435
30,mean,specter,abstract,pubmedbert,abstract,model,0.5645842404551268
30,mean,specter,abstract,biobert,abstract,model,0.6150353671794405
30,mean,specter,abstract,simcse,abstract,model,0.5392473709107186
30,mean,specter,abstract,specter,title_abstract,input,0.9589704457479008
30,mean,specter2,abstract,scincl,abstract,model,0.8062716519254597
30,mean,specter2,abstract,scibert,abstract,model,0.5584502250475762
30,mean,specter2,abstract,bert,abstract,model,0.46908075750304323
30,mean,specter2,abstract,mpnet,abstract,model,0.7609321361214688
30,mean,specter2,abstract,minilm,abstract,model,0.6831682491439948
30,mean,specter2,abstract,pubmedbert,abstract,model,0.5224380637127051
30,mean,specter2,abstract,biobert,abstract,model,0.5624213823745337
30,mean,specter2,abstract,simcse,abstract,model,0.4518782166604565
30,mean,specter2,abstract,specter2,title_abstract,input,0.9566288380291698
30,mean,scincl,abstract,scibert,abstract,model,0.5521615213974995
30,mean,scincl,abstract,bert,abstract,model,0.49538196619035313
30,mean,scincl,abstract,mpnet,abstract,model,0.8028068280230992
30,mean,scincl,abstract,minilm,abstract,model,0.719235181861486
30,mean,scincl,abstract,pubmedbert,abstract,model,0.5141138612736716
30,mean,scincl,abstract,biobert,abstract,model,0.5634258325565431
30,mean,scincl,abstract,simcse,abstract,model,0.47707975116175294
30,mean,scincl,abstract,scincl,title_abstract,input,0.9754414817870724
30,mean,scibert,abstract,bert,abstract,model,0.7019296771334054
30,mean,scibert,abstract,mpnet,abstract,model,0.5431959052033797
30,mean,scibert,abstract,minilm,abstract,model,0.5298467953242522
30,mean,scibert,abstract,pubmedbert,abstract,model,0.8763137380831347
30,mean,scibert,abstract,biobert,abstract,model,0.8723611033161853
30,mean,scibert,abstract,simcse,abstract,model,0.6303987777714768
30,mean,scibert,abstract,scibert,title_abstract,input,0.9866721500864765
30,mean,bert,abstract,mpnet,abstract,model,0.5589170534308343
30,mean,bert,abstract,minilm,abstract,model,0.5723192119056005
30,mean,bert,abstract,pubmedbert,abstract,model,0.7141280254368196
30,mean,bert,abstract,biobert,abstract,model,0.7492488528873752
30,mean,bert,abstract,simcse,abstract,model,0.7805667556076392
30,mean,bert,abstract,bert,title_abstract,input,0.9879425101012216
30,mean,mpnet,abstract,minilm,abstract,model,0.8192956824062763
30,mean,mpnet,abstract,pubmedbert,abstract,model,0.5235142347026215
30,mean,mpnet,abstract,biobert,abstract,model,0.5717587861181157
30,mean,mpnet,abstract,simcse,abstract,model,0.5324095318680809
30,mean,mpnet,abstract,mpnet,title_abstract,input,0.9802778858485445
30,mean,minilm,abstract,pubmedbert,abstract,model,0.5064032515811374
30,mean,minilm,abstract,biobert,abstract,model,0.5525938509067547
30,mean,minilm,abstract,simcse,abstract,model,0.5595258036451123
30,mean,minilm,abstract,minilm,title_abstract,input,0.9662526209096524
30,mean,pubmedbert,abstract,biobert,abstract,model,0.881170572805336
30,mean,pubmedbert,abstract,simcse,abstract,model,0.630530725703569
30,mean,pubmedbert,abstract,pubmedbert,title_abstract,input,0.9862284783735431
30,mean,biobert,abstract,simcse,abstract,model,0.6493194634368934
30,mean,biobert,abstract,biobert,title_abstract,input,0.9811674702570495
30,mean,simcse,abstract,simcse,title_abstract,input,0.9737510559241691
30,mean,specter,title_abstract,specter2,title_abstract,model,0.7650065739913527
30,mean,specter,title_abstract,scincl,title_abstract,model,0.825703139592945
30,mean,specter,title_abstract,scibert,title_abstract,model,0.6184792368500563
30,mean,specter,title_abstract,bert,title_abstract,model,0.5804202155843987
