field_id,period_start,rows,distinct_subfields,effective_subfields,largest_subfield_share,mean_abstract_words,mean_title_words,duplicate_doi_rate,duplicate_text_rate,ambiguous_language_rate,short_abstract_rate,type_counts_json
34,2010,2165,2,1.5190336593273002,0.8526558891454965,226.1921478060046,13.692378752886835,0.0,0.0009237875288683603,0.013856812933025405,0.052655889145496536,"{""article"": 2112, ""conference-paper"": 45, ""review"": 8}"
34,2015,2165,2,1.5337014865418264,0.8471131639722864,235.7214780600462,14.237875288683602,0.0,0.0018475750577367205,0.007390300230946882,0.03741339491916859,"{""article"": 2087, ""conference-paper"": 65, ""review"": 13}"
34,2020,2165,2,1.5053882165702237,0.8577367205542725,250.92378752886836,15.083602771362587,0.0,0.0,0.003695150115473441,0.016628175519630486,"{""article"": 2093, ""conference-paper"": 43, ""review"": 29}"
35,2000,2165,4,3.2196106151677006,0.41431870669745957,203.78845265588916,12.938568129330253,0.0,0.0,0.007852193995381063,0.0697459584295612,"{""article"": 2130, ""conference-paper"": 25, ""review"": 10}"
35,2005,2165,4,3.2380683655794646,0.38983833718244804,202.80323325635104,13.433256351039262,0.0,0.0,0.008314087759815243,0.052655889145496536,"{""article"": 2124, ""conference-paper"": 29, ""review"": 12}"
35,2010,2165,4,3.1859562181956202,0.4124711316397229,210.7311778290993,13.652193995381062,0.0,0.0,0.014780600461893764,0.04341801385681293,"{""article"": 2114, ""conference-paper"": 23, ""review"": 28}"
35,2015,2165,4,3.330457679842415,0.4023094688221709,223.3621247113164,14.648498845265589,0.0,0.0018475750577367205,0.015704387990762125,0.033718244803695153,"{""article"": 2069, ""conference-paper"": 39, ""review"": 57}"
35,2020,2165,4,3.674053408949032,0.37090069284064664,238.5163972286374,15.695612009237875,0.0,0.0,0.006928406466512702,0.028637413394919167,"{""article"": 2030, ""conference-paper"": 34, ""review"": 101}"
36,2000,2165,11,5.183275662962898,0.538568129330254,198.28036951501156,10.940415704387991,0.0,0.0009237875288683603,0.023556581986143188,0.14272517321016168,"{""article"": 2083, ""conference-paper"": 76, ""review"": 6}"
36,2005,2165,11,5.789371682333313,0.48775981524249423,204.42494226327943,11.744572748267899,0.0,0.0018475750577367205,0.019861431870669747,0.12378752886836028,"{""article"": 2091, ""conference-paper"": 59, ""review"": 15}"
36,2010,2165,11,5.774521046395861,0.479445727482679,212.0055427251732,12.686836027713627,0.0,0.0,0.022170900692840646,0.08545034642032333,"{""article"": 2062, ""conference-paper"": 85, ""review"": 18}"
