field_id,metric,model,input_condition,model_change_at_full,input_change_from_full,model_minus_input
15,cka,scibert,abstract,0.2892262445248823,0.015484529247896117,0.2737417152769862
15,cka,bert,title,0.3033648316194917,0.2983807389744655,0.004984092645026195
15,cka,bert,abstract,0.3033648316194917,0.01317341050472931,0.29019142111476237
15,cka,mpnet,title,0.27134015521657084,0.13495818493203748,0.13638197028453336
15,cka,mpnet,abstract,0.27134015521657084,0.017413020209065988,0.25392713500750486
15,cka,minilm,title,0.29189706754096506,0.17629833813285056,0.1155987294081145
15,cka,minilm,abstract,0.29189706754096506,0.02643107904099684,0.2654659884999682
15,cka,pubmedbert,title,0.31493117917675106,0.42697756269516507,-0.112046383518414
15,cka,pubmedbert,abstract,0.31493117917675106,0.018012894894864795,0.29691828428188627
15,cka,biobert,title,0.2767529197157371,0.5591575162483248,-0.28240459653258765
15,cka,biobert,abstract,0.2767529197157371,0.026402676103532308,0.2503502436122048
15,cka,simcse,title,0.3273355977372631,0.39454737240161264,-0.06721177466434952
15,cka,simcse,abstract,0.3273355977372631,0.026353137781765512,0.3009824599554976
15,rsa,specter,title,0.36065659813714185,0.20913033244732548,0.15152626568981636
15,rsa,specter,abstract,0.36065659813714185,0.060208551737016336,0.3004480464001255
15,rsa,specter2,title,0.4408156950108723,0.2682843299732146,0.1725313650376577
15,rsa,specter2,abstract,0.4408156950108723,0.05568294758220693,0.3851327474286654
15,rsa,scincl,title,0.41045281282329893,0.17486536976766542,0.2355874430556335
15,rsa,scincl,abstract,0.41045281282329893,0.031593939062483645,0.3788588737608153
15,rsa,scibert,title,0.3740701240983424,0.5321606617529024,-0.15809053765456005
15,rsa,scibert,abstract,0.3740701240983424,0.01617038838293028,0.3578997357154121
15,rsa,bert,title,0.3518676498511698,0.3958196390320501,-0.04395198918088028
15,rsa,bert,abstract,0.3518676498511698,0.012826110303560845,0.33904153954760896
15,rsa,mpnet,title,0.3549154886934551,0.17210560225026716,0.1828098864431879
15,rsa,mpnet,abstract,0.3549154886934551,0.02328766583972175,0.3316278228537333
15,rsa,minilm,title,0.36351945463279883,0.21415350016788715,0.1493659544649117
15,rsa,minilm,abstract,0.36351945463279883,0.032080054899702226,0.3314393997330966
15,rsa,pubmedbert,title,0.38288228852687284,0.4968598882381505,-0.11397759971127769
15,rsa,pubmedbert,abstract,0.38288228852687284,0.015982948323959856,0.366899340202913
15,rsa,biobert,title,0.3700790326178641,0.564177016561943,-0.19409798394407884
15,rsa,biobert,abstract,0.3700790326178641,0.02421249310703233,0.3458665395108318
15,rsa,simcse,title,0.41222863709723834,0.4454070742070182,-0.03317843710977986
15,rsa,simcse,abstract,0.41222863709723834,0.025629307804070578,0.38659932929316776
15,neighbors25,specter,title,0.6118,0.54352,0.06828000000000001
15,neighbors25,specter,abstract,0.6118,0.3244,0.2874
15,neighbors25,specter2,title,0.6421866666666668,0.5726,0.0695866666666668
15,neighbors25,specter2,abstract,0.6421866666666668,0.27608,0.3661066666666668
15,neighbors25,scincl,title,0.6172888888888889,0.5276,0.08968888888888893
15,neighbors25,scincl,abstract,0.6172888888888889,0.2555200000000001,0.3617688888888888
15,neighbors25,scibert,title,0.6110177777777778,0.7954,-0.18438222222222223
15,neighbors25,scibert,abstract,0.6110177777777778,0.15127999999999997,0.4597377777777778
15,neighbors25,bert,title,0.6391466666666666,0.78376,-0.14461333333333337
15,neighbors25,bert,abstract,0.6391466666666666,0.17559999999999998,0.46354666666666666
15,neighbors25,mpnet,title,0.5965644444444445,0.4741599999999999,0.12240444444444454
15,neighbors25,mpnet,abstract,0.5965644444444445,0.17343999999999993,0.4231244444444445
15,neighbors25,minilm,title,0.6095333333333333,0.52172,0.0878133333333333
15,neighbors25,minilm,abstract,0.6095333333333333,0.21184000000000003,0.39769333333333323
15,neighbors25,pubmedbert,title,0.6159333333333333,0.766,-0.15006666666666668
