field_id,model,input_condition,effect_full1000,median_effect500,absolute_median_change,central95_width500,passes_operational_screen
22,mpnet,title,0.1704992522478837,0.17241985730499468,0.0019206050571109745,0.021282408232730893,True
22,mpnet,abstract,0.34486595707584283,0.3468889441832733,0.002022987107430485,0.01711516212470865,True
22,minilm,title,0.14345486141063207,0.1441559014541552,0.0007010400435231157,0.020353502873416418,True
22,minilm,abstract,0.36711475727959925,0.36942551738409934,0.002310760104500098,0.012006077947178118,True
22,pubmedbert,title,-0.12277603410859733,-0.12213258991558526,0.0006434441930120716,0.028899407084057777,True
22,pubmedbert,abstract,0.3537675650940308,0.35642225243642744,0.0026546873423966555,0.018131116213947973,True
22,biobert,title,-0.2672978898409805,-0.2655319145630206,0.001765975277959908,0.026272778362091687,True
22,biobert,abstract,0.33546569625003814,0.33717417008301315,0.0017084738329750104,0.016244252278902915,True
22,simcse,title,-0.019947241649786063,-0.02066878482437498,0.0007215431745889178,0.026442623301627343,True
22,simcse,abstract,0.37951757880368314,0.38077755194849694,0.0012599731448137974,0.01624687531537411,True
22,mean_of_ten_fixed_models,title,0.02804039130904924,0.02821083742852356,0.0001704461194743205,0.012142010684201045,True
22,mean_of_ten_fixed_models,abstract,0.34914097444619413,0.3509029989669111,0.0017620245207169427,0.014095090817963174,True
23,specter,title,0.14615737476072588,0.14437989810945367,0.0017774766512722029,0.015350604751230706,True
23,specter,abstract,0.3027608264022851,0.3014669055604059,0.0012939208418791814,0.020201878048596855,True
23,specter2,title,0.1504803218887385,0.14884836181457053,0.0016319600741679652,0.013073886496965031,True
23,specter2,abstract,0.30552753855423864,0.3037858985549374,0.00174163999930127,0.016661637312367528,True
23,scincl,title,0.15237063208236512,0.14879085358684577,0.0035797784955193535,0.019154721427415144,True
23,scincl,abstract,0.31530884850345986,0.31302373990292337,0.0022851086005364896,0.018680230811414955,True
23,scibert,title,-0.1463305924686964,-0.14279174925867869,0.0035388432100177114,0.024408256272302614,True
23,scibert,abstract,0.33340562649228955,0.3310356327699798,0.0023699937223097267,0.020463272994106885,True
23,bert,title,-0.06718212525876771,-0.06617678207371938,0.0010053431850483296,0.029357812289862457,True
23,bert,abstract,0.30647981902053206,0.3061650170630371,0.0003148019574949479,0.016197103641039268,True
23,mpnet,title,0.1609206314877104,0.15797678376461982,0.002943847723090587,0.0136656731308748,True
23,mpnet,abstract,0.31888005842505207,0.3175531993521423,0.0013268590729097474,0.014853708111750408,True
23,minilm,title,0.11611058817865522,0.11443878777551886,0.0016718004031363587,0.014903406903365196,True
23,minilm,abstract,0.3237037344831954,0.3227034427375419,0.00100029174565347,0.012168260082689397,True
23,pubmedbert,title,-0.11974477923473714,-0.11876562552657774,0.0009791537081594026,0.04062816272784146,False
23,pubmedbert,abstract,0.34454522867158854,0.34193584427014545,0.0026093844014430934,0.025927054965102225,True
23,biobert,title,-0.30454937371892804,-0.3005433407503407,0.004006032968587314,0.04740753687144139,False
23,biobert,abstract,0.31902802749417475,0.31596457924032656,0.003063448253848189,0.02752667553758892,True
23,simcse,title,-0.08584390821343285,-0.087843383188526,0.001999474975093146,0.03298145778977998,True
23,simcse,abstract,0.3668650154336704,0.3664089829604039,0.00045603247326647667,0.01655497479118684,True
23,mean_of_ten_fixed_models,title,0.00023887695036329816,0.0001571559314948373,8.172101886846087e-05,0.015854994928911154,True
23,mean_of_ten_fixed_models,abstract,0.3236504723480486,0.3214807201205544,0.002169752227494215,0.017015434995126144,True
24,specter,title,0.19305174776442624,0.19299731248148647,5.443528293977429e-05,0.03333978302197066,True
24,specter,abstract,0.3354103948034026,0.33469699706420886,0.0007133977391937663,0.030803967186508407,True
24,specter2,title,0.23448379271342257,0.2323555387382387,0.0021282539751838747,0.026940658149530422,True
24,specter2,abstract,0.36922060851154437,0.3677139771801092,0.0015066313314351931,0.02831864906999798,True
24,scincl,title,0.20809881846930584,0.20641800204526198,0.0016808164240438572,0.02790256708724645,True
24,scincl,abstract,0.3478966806912253,0.345386016531987,0.0025106641592383405,0.029900517783403247,True
24,scibert,title,-0.1734158698416568,-0.17485200139726612,0.0014361315556093157,0.025476799287828616,True
24,scibert,abstract,0.3496391974866052,0.34919357211467383,0.00044562537193137963,0.02642807021848309,True
24,bert,title,0.01902130358222187,0.01623117677297589,0.0027901268092459797,0.04089029058089385,False
24,bert,abstract,0.3780625925146268,0.378964387534073,0.0009017950194462054,0.02477442905923588,True
24,mpnet,title,0.20022674902253218,0.19727562530259984,0.002951123719932336,0.028225783161625134,True
