metric,field_a,field_b,field_a_name,field_b_name,class,positive_count,negative_count,unresolved_count,positive_models,negative_models,unresolved_models,opposing_model_pairs,total_model_pairs,primary_point_class,minimum5pct_class,all_alternatives_class,median_absolute_primary_relative_difference,minimum_primary_relative_difference,maximum_primary_relative_difference
pr,15,21,Chemical Engineering,Energy,unresolved,0,9,1,,specter|specter2|scincl|scibert|bert|minilm|pubmedbert|biobert|simcse,mpnet,0,45,contradiction,unresolved,unresolved,0.14095145923702584,-0.42203960753862324,0.011437414093580326
pr,15,22,Chemical Engineering,Engineering,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unanimous,0.4224985225526776,0.17879180262204372,0.8311192736726973
pr,15,23,Chemical Engineering,Environmental Science,unresolved,9,0,1,specter|specter2|scincl|scibert|bert|mpnet|minilm|biobert|simcse,,pubmedbert,0,45,unanimous,unresolved,unresolved,0.335734322795601,0.048796092186275876,0.5457542687023199
pr,15,24,Chemical Engineering,Immunology and Microbiology,contradiction,8,1,1,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,simcse,bert,8,45,contradiction,unresolved,unresolved,0.18783122683800224,-0.05335074388115205,0.5347979634911162
pr,15,25,Chemical Engineering,Materials Science,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unanimous,0.3483433270230031,0.14173991576764802,0.5161981255459429
pr,15,26,Chemical Engineering,Mathematics,contradiction,5,5,0,specter|scincl|mpnet|minilm|simcse,specter2|scibert|bert|pubmedbert|biobert,,25,45,contradiction,contradiction,contradiction,0.3460535240423861,-0.5594461692681265,0.5703256646761806
pr,15,27,Chemical Engineering,Medicine,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.431977221505388,0.11295969055399685,0.7496206777500349
pr,15,28,Chemical Engineering,Neuroscience,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unresolved,unresolved,0.21168396981926108,0.06656089287869675,0.6529961012318107
pr,15,29,Chemical Engineering,Nursing,contradiction,8,1,1,specter|specter2|scincl|bert|mpnet|minilm|biobert|simcse,pubmedbert,scibert,8,45,contradiction,unresolved,unresolved,0.1518765013245122,-0.030969206654174703,0.3083473970351171
pr,15,30,Chemical Engineering,"Pharmacology, Toxicology and Pharmaceutics",contradiction,5,2,3,specter|specter2|scincl|mpnet|minilm,scibert|pubmedbert,bert|biobert|simcse,10,45,contradiction,contradiction,unresolved,0.1989348989749764,-0.11709550437791341,0.4877788503396477
pr,15,31,Chemical Engineering,Physics and Astronomy,contradiction,7,1,2,specter|scincl|scibert|bert|mpnet|minilm|simcse,biobert,specter2|pubmedbert,7,45,contradiction,contradiction,contradiction,0.2889106038399145,-0.10733339758037834,0.4706371443225792
pr,15,32,Chemical Engineering,Psychology,contradiction,9,1,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|biobert|simcse,pubmedbert,,9,45,contradiction,contradiction,unresolved,0.39931489391000763,-0.1604803472003255,0.675554847595448
pr,15,33,Chemical Engineering,Social Sciences,contradiction,8,1,1,specter|specter2|scincl|scibert|bert|mpnet|minilm|simcse,pubmedbert,biobert,8,45,contradiction,contradiction,contradiction,0.4212233407681991,-0.14436522636139135,0.7585404473867307
pr,15,34,Chemical Engineering,Veterinary,unresolved,8,0,2,specter|specter2|scincl|bert|mpnet|minilm|biobert|simcse,,scibert|pubmedbert,0,45,unanimous,unresolved,unresolved,0.1576782542999033,0.0039931675176348,0.3952758165436404
pr,15,35,Chemical Engineering,Dentistry,contradiction,7,1,2,specter|specter2|scincl|bert|mpnet|minilm|biobert,scibert,pubmedbert|simcse,7,45,contradiction,unresolved,unresolved,0.11636099677693436,-0.05217746153362387,0.34194287908364046
pr,15,36,Chemical Engineering,Health Professions,contradiction,8,1,1,specter|specter2|scincl|bert|mpnet|minilm|biobert|simcse,pubmedbert,scibert,8,45,contradiction,unresolved,unresolved,0.4507461599571471,-0.0991559084703281,0.6710718737584473
pr,16,17,Chemistry,Computer Science,contradiction,9,1,0,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter2,,9,45,contradiction,contradiction,contradiction,0.3446030178021088,-0.10945478267716682,0.7458769250370744
pr,16,18,Chemistry,Decision Sciences,unresolved,9,0,1,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,specter2,0,45,unanimous,unresolved,unresolved,0.34853506168326887,0.002181222340885586,0.7779424238408983
pr,16,19,Chemistry,Earth and Planetary Sciences,contradiction,5,4,1,scibert|bert|pubmedbert|biobert|simcse,specter|scincl|mpnet|minilm,specter2,20,45,contradiction,contradiction,contradiction,0.16586299637488156,-0.31234027252077967,0.7257308537425454
pr,16,20,Chemistry,"Economics, Econometrics and Finance",unresolved,9,0,1,specter|specter2|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,scincl,0,45,contradiction,unresolved,unresolved,0.1975766355185588,-0.012979727806574309,0.9655794607859336
pr,16,21,Chemistry,Energy,contradiction,1,8,1,bert,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|simcse,biobert,8,45,contradiction,contradiction,contradiction,0.2594914416676507,-0.6032372210923111,0.20556487371548776
pr,16,22,Chemistry,Engineering,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unresolved,unresolved,0.38077434324438175,0.06645471613583118,0.8528270013314163
pr,16,23,Chemistry,Environmental Science,contradiction,8,1,1,specter|specter2|scibert|bert|minilm|pubmedbert|biobert|simcse,scincl,mpnet,8,45,contradiction,contradiction,contradiction,0.18702254446257954,-0.08885667486271577,0.8520727287283214
pr,16,24,Chemistry,Immunology and Microbiology,contradiction,7,2,1,specter|specter2|scincl|scibert|bert|pubmedbert|biobert,mpnet|minilm,simcse,14,45,contradiction,contradiction,contradiction,0.19317914707224187,-0.16133399396396564,0.4703703922827013
pr,16,25,Chemistry,Materials Science,contradiction,9,1,0,specter|specter2|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,scincl,,9,45,contradiction,unresolved,contradiction,0.3141996298408354,-0.09481628483232278,0.7349413495441555
pr,16,26,Chemistry,Mathematics,contradiction,4,4,2,specter|scibert|mpnet|simcse,specter2|scincl|pubmedbert|biobert,bert|minilm,16,45,contradiction,contradiction,contradiction,0.16966470004091272,-0.34228421706115725,0.20109490713855288
pr,16,27,Chemistry,Medicine,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.3384094862727333,0.18884511886650965,0.6683669914996918
pr,16,28,Chemistry,Neuroscience,unresolved,6,0,4,specter|scibert|bert|pubmedbert|biobert|simcse,,specter2|scincl|mpnet|minilm,0,45,contradiction,unresolved,unresolved,0.24719099532682165,-0.03231893215048303,0.4898601034657836
pr,16,29,Chemistry,Nursing,contradiction,6,4,0,specter|scibert|bert|pubmedbert|biobert|simcse,specter2|scincl|mpnet|minilm,,24,45,contradiction,contradiction,contradiction,0.20204338379140385,-0.25596504833706396,0.4999999833246479
pr,16,30,Chemistry,"Pharmacology, Toxicology and Pharmaceutics",contradiction,7,3,0,specter|specter2|scibert|bert|pubmedbert|biobert|simcse,scincl|mpnet|minilm,,21,45,contradiction,contradiction,contradiction,0.14694682634367812,-0.1619254317226864,0.39409568543281426
pr,16,31,Chemistry,Physics and Astronomy,contradiction,7,1,2,specter|scibert|bert|minilm|pubmedbert|biobert|simcse,specter2,scincl|mpnet,7,45,contradiction,contradiction,contradiction,0.20499070849832562,-0.2361029530669006,0.6726268187152279
pr,16,32,Chemistry,Psychology,unresolved,9,0,1,specter|specter2|scincl|scibert|bert|mpnet|minilm|biobert|simcse,,pubmedbert,0,45,unanimous,unresolved,unresolved,0.27401848186813604,0.01780342551941964,0.8550692342472379
pr,16,33,Chemistry,Social Sciences,unresolved,8,0,2,specter|specter2|scibert|bert|mpnet|minilm|biobert|simcse,,scincl|pubmedbert,0,45,contradiction,unresolved,unresolved,0.2570085001158609,-0.002887722254418603,0.9942007412282954
pr,16,34,Chemistry,Veterinary,contradiction,6,4,0,specter|scibert|bert|pubmedbert|biobert|simcse,specter2|scincl|mpnet|minilm,,24,45,contradiction,contradiction,contradiction,0.22928421357131504,-0.3116910677249022,0.7125310489210702
pr,16,35,Chemistry,Dentistry,contradiction,5,3,2,scibert|bert|pubmedbert|biobert|simcse,scincl|mpnet|minilm,specter|specter2,15,45,contradiction,contradiction,contradiction,0.21981467898240953,-0.3457910146342924,0.6687419788858983
pr,16,36,Chemistry,Health Professions,unresolved,9,0,1,specter|specter2|scincl|scibert|bert|mpnet|minilm|biobert|simcse,,pubmedbert,0,45,unanimous,unresolved,unresolved,0.23700633685154077,0.07935105097173131,0.8789273489483344
pr,17,18,Computer Science,Decision Sciences,contradiction,3,4,3,specter2|biobert|simcse,specter|scincl|mpnet|minilm,scibert|bert|pubmedbert,12,45,contradiction,contradiction,contradiction,0.0801106547202769,-0.22721342979579223,0.11162934227515799
pr,17,19,Computer Science,Earth and Planetary Sciences,contradiction,1,8,1,specter2,specter|scincl|scibert|mpnet|minilm|pubmedbert|biobert|simcse,bert,8,45,contradiction,contradiction,contradiction,0.22176397822394078,-0.6422592656729345,0.12187663877352889
pr,17,20,Computer Science,"Economics, Econometrics and Finance",contradiction,3,6,1,specter2|bert|simcse,specter|scincl|scibert|mpnet|minilm|pubmedbert,biobert,18,45,contradiction,contradiction,contradiction,0.1552561357827889,-0.4671375477448952,0.2679465407914193
pr,17,21,Computer Science,Energy,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.5667847626937745,-0.8399818678658846,-0.3812887894386397
pr,17,22,Computer Science,Engineering,contradiction,4,3,3,specter2|bert|minilm|biobert,specter|scincl|mpnet,scibert|pubmedbert|simcse,12,45,contradiction,contradiction,contradiction,0.08077624759494811,-0.08651971100265704,0.17559019741058404
pr,17,23,Computer Science,Environmental Science,contradiction,4,5,1,specter2|bert|biobert|simcse,specter|scincl|scibert|mpnet|minilm,pubmedbert,20,45,contradiction,contradiction,contradiction,0.14319980992721326,-0.42078538066190474,0.14238006762704958
pr,17,24,Computer Science,Immunology and Microbiology,contradiction,2,7,1,specter2|biobert,specter|scincl|scibert|bert|mpnet|minilm|simcse,pubmedbert,14,45,contradiction,contradiction,contradiction,0.24200831311670734,-0.5004874880574552,0.16049730472476922
pr,17,25,Computer Science,Materials Science,contradiction,2,5,3,specter2|biobert,specter|scincl|scibert|mpnet|minilm,bert|pubmedbert|simcse,10,45,contradiction,contradiction,contradiction,0.14750287173658772,-0.38827997792934643,0.18692641847626332
pr,17,26,Computer Science,Mathematics,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.3825486593309769,-0.8017482330953277,-0.19254005519815112
pr,17,27,Computer Science,Medicine,contradiction,3,5,2,specter2|scincl|biobert,specter|scibert|bert|mpnet|minilm,pubmedbert|simcse,15,45,contradiction,contradiction,contradiction,0.0921526656658366,-0.1441582793214685,0.3379920001540397
pr,17,28,Computer Science,Neuroscience,contradiction,2,7,1,specter2|biobert,specter|scincl|scibert|bert|mpnet|minilm|simcse,pubmedbert,14,45,contradiction,contradiction,contradiction,0.13168007717709285,-0.458339763865856,0.14921326986866726
pr,17,29,Computer Science,Nursing,contradiction,1,8,1,biobert,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,specter2,8,45,contradiction,unresolved,contradiction,0.23282913020467658,-0.6663146895413214,0.07210901526684131
pr,17,30,Computer Science,"Pharmacology, Toxicology and Pharmaceutics",contradiction,1,9,0,specter2,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,9,45,contradiction,contradiction,contradiction,0.28040399709721964,-0.58047885617727,0.15772241515034569
pr,17,31,Computer Science,Physics and Astronomy,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.15297958531697955,-0.43228635813002475,-0.02648274777162042
pr,17,32,Computer Science,Psychology,contradiction,3,6,1,specter2|bert|simcse,specter|scincl|scibert|mpnet|minilm|pubmedbert,biobert,18,45,contradiction,contradiction,contradiction,0.14710394691662787,-0.2634879805866811,0.14153765538896892
pr,17,33,Computer Science,Social Sciences,contradiction,3,6,1,specter2|bert|simcse,specter|scincl|scibert|mpnet|pubmedbert|biobert,minilm,18,45,contradiction,contradiction,contradiction,0.21837804280616283,-0.462094102361344,0.3048368669206563
pr,17,34,Computer Science,Veterinary,contradiction,1,7,2,biobert,specter|scincl|scibert|mpnet|minilm|pubmedbert|simcse,specter2|bert,7,45,contradiction,contradiction,contradiction,0.17635229133820052,-0.7163893988961066,0.1701398835684753
pr,17,35,Computer Science,Dentistry,contradiction,1,8,1,specter2,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,biobert,8,45,contradiction,contradiction,contradiction,0.25499964827240706,-0.7467467858479737,0.11565538783320817
pr,17,36,Computer Science,Health Professions,contradiction,4,5,1,specter2|bert|biobert|simcse,specter|scincl|scibert|mpnet|pubmedbert,minilm,20,45,contradiction,contradiction,contradiction,0.16937736014484744,-0.22344006621603532,0.22953483948051367
pr,18,19,Decision Sciences,Earth and Planetary Sciences,unresolved,0,9,1,,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter2,0,45,contradiction,unresolved,unresolved,0.22342702016545812,-0.5281389095452692,0.010282269089310278
pr,18,20,Decision Sciences,"Economics, Econometrics and Finance",contradiction,3,4,3,specter2|bert|simcse,specter|scincl|scibert|pubmedbert,mpnet|minilm|biobert,12,45,contradiction,contradiction,contradiction,0.09568485334589696,-0.3475035064432212,0.23102071974168092
pr,18,21,Decision Sciences,Energy,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unanimous,0.5715006982062127,-0.6924138525655702,-0.4306650800691088
pr,18,22,Decision Sciences,Engineering,contradiction,6,1,3,specter|specter2|bert|mpnet|minilm|biobert,simcse,scincl|scibert|pubmedbert,6,45,contradiction,unresolved,contradiction,0.05982634507449615,-0.03691646413865103,0.20529883390547285
pr,18,23,Decision Sciences,Environmental Science,contradiction,2,6,2,specter2|bert,specter|scincl|scibert|mpnet|minilm|pubmedbert,biobert|simcse,12,45,contradiction,unresolved,contradiction,0.10422758687356778,-0.3000264327424581,0.08885498740347036
pr,18,24,Decision Sciences,Immunology and Microbiology,contradiction,1,6,3,specter2,specter|scibert|bert|mpnet|minilm|simcse,scincl|pubmedbert|biobert,6,45,contradiction,unresolved,contradiction,0.19563011463657995,-0.4777578564970894,0.04908782939696089
pr,18,25,Decision Sciences,Materials Science,contradiction,1,6,3,specter2,specter|scincl|scibert|mpnet|minilm|simcse,bert|pubmedbert|biobert,6,45,contradiction,contradiction,contradiction,0.07233533592859337,-0.18744622491799504,0.07569193211837918
pr,18,26,Decision Sciences,Mathematics,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.3359339269755622,-0.8329923374132314,-0.0919501957829136
pr,18,27,Decision Sciences,Medicine,contradiction,6,2,2,specter|specter2|scincl|mpnet|minilm|biobert,scibert|bert,pubmedbert|simcse,12,45,contradiction,contradiction,contradiction,0.09324082736291289,-0.12594700076724274,0.2550182356997019
pr,18,28,Decision Sciences,Neuroscience,contradiction,1,5,4,biobert,scincl|bert|mpnet|minilm|simcse,specter|specter2|scibert|pubmedbert,5,45,contradiction,unresolved,contradiction,0.07978279294506224,-0.3990163808328288,0.0646165718524055
pr,18,29,Decision Sciences,Nursing,unresolved,0,9,1,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,biobert,0,45,unanimous,unresolved,unresolved,0.23507147814497317,-0.4563745392862997,-0.012711520885414258
pr,18,30,Decision Sciences,"Pharmacology, Toxicology and Pharmaceutics",contradiction,1,9,0,specter2,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,9,45,contradiction,unresolved,contradiction,0.23585257963854658,-0.41570915673961395,0.046296853678862306
pr,18,31,Decision Sciences,Physics and Astronomy,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.12149904486457123,-0.2622960300429789,-0.06629737835047228
pr,18,32,Decision Sciences,Psychology,contradiction,1,4,5,bert,specter|scincl|scibert|pubmedbert,specter2|mpnet|minilm|biobert|simcse,4,45,contradiction,unresolved,contradiction,0.043811986367017344,-0.2989344281830739,0.09251131854504019
pr,18,33,Decision Sciences,Social Sciences,contradiction,5,5,0,specter2|bert|mpnet|minilm|simcse,specter|scincl|scibert|pubmedbert|biobert,,25,45,contradiction,contradiction,contradiction,0.14696191064876524,-0.3423309137156623,0.26809693267573076
pr,18,34,Decision Sciences,Veterinary,contradiction,1,9,0,biobert,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,,9,45,contradiction,unresolved,contradiction,0.1582491663603144,-0.5099265760143925,0.08564771227920279
pr,18,35,Decision Sciences,Dentistry,unresolved,0,8,2,,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,specter2|biobert,0,45,contradiction,unresolved,unresolved,0.2716072376338613,-0.542546963743002,0.0040390822360675096
pr,18,36,Decision Sciences,Health Professions,contradiction,4,3,3,specter2|scincl|bert|minilm,specter|scibert|pubmedbert,mpnet|biobert|simcse,12,45,contradiction,contradiction,contradiction,0.06826574252093129,-0.23846229448061054,0.12180634569081626
pr,19,20,Earth and Planetary Sciences,"Economics, Econometrics and Finance",unresolved,9,0,1,specter|specter2|scincl|scibert|bert|mpnet|minilm|biobert|simcse,,pubmedbert,0,45,unanimous,unresolved,unresolved,0.21021145152831244,0.003583522499937654,0.36452672553486004
pr,19,21,Earth and Planetary Sciences,Energy,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.3159375291128207,-0.5403177759871887,-0.1808045813677643
pr,19,22,Earth and Planetary Sciences,Engineering,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unresolved,unresolved,0.2967981796195056,0.05400247651797546,0.5792802707452667
pr,19,23,Earth and Planetary Sciences,Environmental Science,unresolved,8,0,2,specter|scincl|scibert|bert|mpnet|minilm|biobert|simcse,,specter2|pubmedbert,0,45,unanimous,unresolved,unresolved,0.1645791047179178,0.02059276440501947,0.23752163714546848
pr,19,24,Earth and Planetary Sciences,Immunology and Microbiology,contradiction,7,3,0,specter|specter2|scincl|scibert|mpnet|pubmedbert|biobert,bert|minilm|simcse,,21,45,contradiction,contradiction,contradiction,0.19574432402829547,-0.4200155648412982,0.3634831383636641
pr,19,25,Earth and Planetary Sciences,Materials Science,unresolved,9,0,1,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert|simcse,,bert,0,45,unanimous,unresolved,unresolved,0.17357396949844695,0.010627606376840055,0.39655304324346463
pr,19,26,Earth and Planetary Sciences,Mathematics,contradiction,4,5,1,specter|scibert|mpnet|minilm,specter2|bert|pubmedbert|biobert|simcse,scincl,20,45,contradiction,contradiction,contradiction,0.23870775660101134,-0.7821015924927752,0.2676747438891591
pr,19,27,Earth and Planetary Sciences,Medicine,contradiction,9,1,0,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert|simcse,bert,,9,45,contradiction,unresolved,unresolved,0.2497299596166752,-0.06527994589466823,0.6096582432185689
pr,19,28,Earth and Planetary Sciences,Neuroscience,contradiction,7,2,1,specter|scincl|scibert|mpnet|minilm|pubmedbert|biobert,specter2|bert,simcse,14,45,contradiction,contradiction,contradiction,0.19233030159989264,-0.34028796276304873,0.5379723237081165
pr,19,29,Earth and Planetary Sciences,Nursing,contradiction,4,5,1,specter|scincl|scibert|biobert,specter2|bert|mpnet|minilm|simcse,pubmedbert,20,45,contradiction,contradiction,contradiction,0.1257764534403082,-0.24825132546321685,0.185737411064983
pr,19,30,Earth and Planetary Sciences,"Pharmacology, Toxicology and Pharmaceutics",contradiction,4,3,3,specter|specter2|scincl|minilm,bert|pubmedbert|simcse,scibert|mpnet|biobert,12,45,contradiction,contradiction,contradiction,0.07019524798466381,-0.357173752207323,0.367329117980736
pr,19,31,Earth and Planetary Sciences,Physics and Astronomy,contradiction,5,2,3,specter|scincl|scibert|mpnet|minilm,specter2|bert,pubmedbert|biobert|simcse,10,45,contradiction,contradiction,contradiction,0.14585007953861068,-0.24838364804018503,0.3028691176185309
pr,19,32,Earth and Planetary Sciences,Psychology,contradiction,8,1,1,specter|scincl|scibert|bert|mpnet|minilm|biobert|simcse,pubmedbert,specter2,8,45,contradiction,contradiction,unresolved,0.1652497363306434,-0.16022457009117325,0.4283021897600123
pr,19,33,Earth and Planetary Sciences,Social Sciences,contradiction,8,1,1,specter|specter2|scincl|scibert|bert|mpnet|minilm|simcse,pubmedbert,biobert,8,45,contradiction,contradiction,unresolved,0.25148406446054256,-0.14410913334804704,0.47204775659554055
pr,19,34,Earth and Planetary Sciences,Veterinary,contradiction,4,3,3,specter|scincl|scibert|biobert,specter2|mpnet|minilm,bert|pubmedbert|simcse,12,45,contradiction,contradiction,contradiction,0.13202894096962953,-0.15978141619919148,0.2827787113912324
pr,19,35,Earth and Planetary Sciences,Dentistry,contradiction,4,4,2,specter|scincl|scibert|biobert,bert|mpnet|minilm|simcse,specter2|pubmedbert,16,45,contradiction,contradiction,contradiction,0.06552454056690578,-0.19455328307596398,0.15316828050877737
pr,19,36,Earth and Planetary Sciences,Health Professions,contradiction,9,1,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|biobert|simcse,pubmedbert,,9,45,contradiction,unresolved,unresolved,0.17232777875233476,-0.09889910765322205,0.4763746373498917
pr,20,21,"Economics, Econometrics and Finance",Energy,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.5341250239003157,-0.7996974161459016,-0.36698604696441256
pr,20,22,"Economics, Econometrics and Finance",Engineering,contradiction,7,2,1,specter|scincl|scibert|mpnet|minilm|pubmedbert|biobert,bert|simcse,specter2,14,45,contradiction,contradiction,contradiction,0.13613835466252974,-0.1419820229314839,0.40095143076037393
pr,20,23,"Economics, Econometrics and Finance",Environmental Science,contradiction,1,5,4,specter,scincl|bert|mpnet|minilm|simcse,specter2|scibert|pubmedbert|biobert,5,45,contradiction,unresolved,contradiction,0.06232325813149302,-0.18247488064934392,0.04874768500360162
pr,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,contradiction,3,5,2,specter|scincl|pubmedbert,scibert|bert|mpnet|minilm|simcse,specter2|biobert,15,45,contradiction,contradiction,contradiction,0.11972263833233515,-0.6897464097837084,0.12671507328001805
pr,20,25,"Economics, Econometrics and Finance",Materials Science,contradiction,2,5,3,specter|pubmedbert,scincl|bert|mpnet|minilm|simcse,specter2|scibert|biobert,10,45,contradiction,contradiction,contradiction,0.12369466214425759,-0.28038076160490744,0.21119499858871985
pr,20,26,"Economics, Econometrics and Finance",Mathematics,unresolved,0,9,1,,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter,0,45,contradiction,unresolved,unresolved,0.3011806216597324,-1.015173446063207,0.020623527423435494
pr,20,27,"Economics, Econometrics and Finance",Medicine,contradiction,7,2,1,specter|specter2|scincl|mpnet|minilm|pubmedbert|biobert,bert|simcse,scibert,14,45,contradiction,contradiction,contradiction,0.15026515767381102,-0.3543898562003358,0.4328256367568471
pr,20,28,"Economics, Econometrics and Finance",Neuroscience,contradiction,4,5,1,specter|scibert|pubmedbert|biobert,specter2|bert|mpnet|minilm|simcse,scincl,20,45,contradiction,contradiction,contradiction,0.1417828348314096,-0.6158447953765922,0.35775980681158726
pr,20,29,"Economics, Econometrics and Finance",Nursing,unresolved,0,8,2,,specter|specter2|scincl|scibert|bert|mpnet|minilm|simcse,pubmedbert|biobert,0,45,contradiction,unresolved,unresolved,0.15244096019200998,-0.5294872238411096,0.018153196149677583
pr,20,30,"Economics, Econometrics and Finance","Pharmacology, Toxicology and Pharmaceutics",contradiction,1,7,2,specter,scincl|scibert|bert|mpnet|minilm|biobert|simcse,specter2|pubmedbert,7,45,contradiction,contradiction,contradiction,0.1856458390569582,-0.6315663738487057,0.1811567103057529
pr,20,31,"Economics, Econometrics and Finance",Physics and Astronomy,contradiction,1,6,3,specter,specter2|bert|mpnet|minilm|biobert|simcse,scincl|scibert|pubmedbert,6,45,contradiction,contradiction,contradiction,0.1373696575804576,-0.34973935210160706,0.115198507455259
pr,20,32,"Economics, Econometrics and Finance",Psychology,contradiction,2,4,4,specter|scincl,specter2|scibert|bert|simcse,mpnet|minilm|pubmedbert|biobert,8,45,contradiction,contradiction,contradiction,0.05331165179597225,-0.1637845826101423,0.2439250030158354
pr,20,33,"Economics, Econometrics and Finance",Social Sciences,contradiction,4,2,4,specter2|mpnet|minilm|simcse,pubmedbert|biobert,specter|scincl|scibert|bert,8,45,contradiction,unresolved,contradiction,0.07632086793774556,-0.14767359051103823,0.11235434719160038
pr,20,34,"Economics, Econometrics and Finance",Veterinary,contradiction,1,7,2,biobert,specter2|scincl|scibert|bert|mpnet|minilm|simcse,specter|pubmedbert,7,45,contradiction,unresolved,contradiction,0.14434693586442368,-0.5167831847226769,0.11643370540693725
pr,20,35,"Economics, Econometrics and Finance",Dentistry,unresolved,0,8,2,,specter|specter2|scincl|scibert|bert|mpnet|minilm|simcse,pubmedbert|biobert,0,45,unanimous,unresolved,unresolved,0.2044068141425298,-0.549340224122895,-0.014651415262178367
pr,20,36,"Economics, Econometrics and Finance",Health Professions,contradiction,4,3,3,specter|specter2|scincl|minilm,scibert|bert|simcse,mpnet|pubmedbert|biobert,12,45,contradiction,contradiction,unresolved,0.09193521799199666,-0.12023109987076881,0.29367414766688804
pr,21,22,Energy,Engineering,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.6333187563537535,0.39531987724152745,0.8216344441117209
pr,21,23,Energy,Environmental Science,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unanimous,0.46809403940466854,0.4138826706726468,0.6761142600173903
pr,21,24,Energy,Immunology and Microbiology,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unresolved,unresolved,0.44793963853759083,0.0851016428467839,0.6507086510685678
pr,21,25,Energy,Materials Science,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.50894330977664,0.37030714959457756,0.5671909248119371
pr,21,26,Energy,Mathematics,contradiction,7,2,1,specter|specter2|scincl|scibert|mpnet|minilm|simcse,bert|biobert,pubmedbert,14,45,contradiction,contradiction,contradiction,0.29183222344283916,-0.27034460122534243,0.5598011534223324
