metric,field_a,field_b,field_a_name,field_b_name,class,positive_count,negative_count,unresolved_count,positive_models,negative_models,unresolved_models,opposing_model_pairs,total_model_pairs,primary_point_class,minimum5pct_class,all_alternatives_class,median_absolute_primary_relative_difference,minimum_primary_relative_difference,maximum_primary_relative_difference
angle_p50,15,21,Chemical Engineering,Energy,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unresolved,unresolved,0.06061240745609976,0.018510152952709323,0.10818976429376997
angle_p50,15,22,Chemical Engineering,Engineering,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unresolved,unanimous,0.060431817160459714,0.044270827376891066,0.1626989447478882
angle_p50,15,23,Chemical Engineering,Environmental Science,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unresolved,unanimous,0.05795823320173869,0.020791915064430892,0.10366799678734846
angle_p50,15,24,Chemical Engineering,Immunology and Microbiology,contradiction,4,5,1,specter|scincl|scibert|pubmedbert,specter2|bert|minilm|biobert|simcse,mpnet,20,45,contradiction,unresolved,contradiction,0.02578543590597899,-0.06581357242482831,0.05462258239790833
angle_p50,15,25,Chemical Engineering,Materials Science,contradiction,4,3,3,specter2|scibert|mpnet|pubmedbert,specter|bert|simcse,scincl|minilm|biobert,12,45,contradiction,unresolved,contradiction,0.009742509288013963,-0.03423712467153064,0.013704169984236387
angle_p50,15,26,Chemical Engineering,Mathematics,contradiction,8,1,1,scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter,specter2,8,45,contradiction,contradiction,contradiction,0.07488345962719806,-0.07493348524796513,0.10629540566130892
angle_p50,15,27,Chemical Engineering,Medicine,unresolved,8,0,2,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,,bert|simcse,0,45,contradiction,unresolved,unresolved,0.04095815815825016,-0.009021048469411114,0.11795764657589194
angle_p50,15,28,Chemical Engineering,Neuroscience,unresolved,8,0,2,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,,bert|simcse,0,45,unanimous,unresolved,unresolved,0.027179780206506986,0.0022354566480530555,0.1265207488972726
angle_p50,15,29,Chemical Engineering,Nursing,unresolved,8,0,2,specter|scincl|scibert|bert|mpnet|pubmedbert|biobert|simcse,,specter2|minilm,0,45,unanimous,unresolved,unresolved,0.047702464293383914,0.001633516266345031,0.07718013663272809
angle_p50,15,30,Chemical Engineering,"Pharmacology, Toxicology and Pharmaceutics",contradiction,6,3,1,specter|scincl|scibert|bert|pubmedbert|biobert,specter2|mpnet|minilm,simcse,18,45,contradiction,unresolved,contradiction,0.031994075253612905,-0.029524022084444955,0.08772449688888037
angle_p50,15,31,Chemical Engineering,Physics and Astronomy,unresolved,8,0,2,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert,,specter|simcse,0,45,contradiction,unresolved,unresolved,0.043104721265403025,-0.00037156105203463725,0.06041975086421182
angle_p50,15,32,Chemical Engineering,Psychology,contradiction,9,1,0,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter,,9,45,contradiction,unresolved,unresolved,0.048766427186803754,-0.010725765653545648,0.11460305308524373
angle_p50,15,33,Chemical Engineering,Social Sciences,contradiction,8,2,0,scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter|specter2,,16,45,contradiction,unresolved,unresolved,0.06479263124373967,-0.015079098028815416,0.1761365309670913
angle_p50,15,34,Chemical Engineering,Veterinary,contradiction,5,5,0,specter|scincl|scibert|pubmedbert|biobert,specter2|bert|mpnet|minilm|simcse,,25,45,contradiction,unresolved,contradiction,0.027764315989166094,-0.04886340661291423,0.04594668708798657
angle_p50,15,35,Chemical Engineering,Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.07100124682618006,-0.14588599466972796,-0.009209450298774478
angle_p50,15,36,Chemical Engineering,Health Professions,contradiction,8,1,1,specter|scincl|scibert|bert|mpnet|pubmedbert|biobert|simcse,specter2,minilm,8,45,contradiction,unresolved,unresolved,0.0748057352790876,-0.010368649353453463,0.10633270682316978
angle_p50,16,17,Chemistry,Computer Science,contradiction,7,3,0,specter|specter2|scincl|bert|mpnet|minilm|simcse,scibert|pubmedbert|biobert,,21,45,contradiction,unresolved,contradiction,0.06362429067295727,-0.058250706083794686,0.26759668215275323
angle_p50,16,18,Chemistry,Decision Sciences,contradiction,5,3,2,scincl|bert|mpnet|minilm|simcse,scibert|pubmedbert|biobert,specter|specter2,15,45,contradiction,unresolved,contradiction,0.03727466819695759,-0.04996401217884998,0.18659898337923603
angle_p50,16,19,Chemistry,Earth and Planetary Sciences,contradiction,6,4,0,specter2|scincl|bert|mpnet|minilm|simcse,specter|scibert|pubmedbert|biobert,,24,45,contradiction,unresolved,contradiction,0.044951563748611395,-0.057189252471650874,0.08535820318281034
angle_p50,16,20,Chemistry,"Economics, Econometrics and Finance",contradiction,5,2,3,scincl|bert|mpnet|minilm|simcse,specter2|pubmedbert,specter|scibert|biobert,10,45,contradiction,unresolved,contradiction,0.04083651347636158,-0.046787173699910985,0.1320677681029084
angle_p50,16,21,Chemistry,Energy,contradiction,7,2,1,specter|specter2|scincl|bert|mpnet|minilm|simcse,pubmedbert|biobert,scibert,14,45,contradiction,unresolved,contradiction,0.0380021243322639,-0.024143548980400973,0.11621596195454696
angle_p50,16,22,Chemistry,Engineering,contradiction,7,3,0,specter|specter2|scincl|bert|mpnet|minilm|simcse,scibert|pubmedbert|biobert,,21,45,contradiction,unresolved,contradiction,0.06802668053378325,-0.04248864420747822,0.21988024687542548
angle_p50,16,23,Chemistry,Environmental Science,contradiction,7,2,1,specter|specter2|scincl|bert|mpnet|minilm|simcse,pubmedbert|biobert,scibert,14,45,contradiction,unresolved,contradiction,0.038253767517639856,-0.029011729533903147,0.12325168514855168
angle_p50,16,24,Chemistry,Immunology and Microbiology,contradiction,3,5,2,specter|scincl|mpnet,specter2|scibert|bert|pubmedbert|biobert,minilm|simcse,15,45,contradiction,contradiction,contradiction,0.04460033211640039,-0.11028329240339557,0.08351167036922935
angle_p50,16,25,Chemistry,Materials Science,contradiction,4,5,1,specter2|scincl|mpnet|minilm,specter|scibert|bert|pubmedbert|biobert,simcse,20,45,contradiction,unresolved,contradiction,0.045539238583038474,-0.09393190669332849,0.054904070283481016
angle_p50,16,26,Chemistry,Mathematics,contradiction,8,1,1,scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter,specter2,8,45,contradiction,contradiction,contradiction,0.06182977972757568,-0.06860620187070515,0.13238785384683102
angle_p50,16,27,Chemistry,Medicine,contradiction,6,3,1,specter|specter2|scincl|scibert|mpnet|minilm,bert|pubmedbert|biobert,simcse,18,45,contradiction,unresolved,contradiction,0.04628663411666958,-0.06105939764832179,0.17535660653643975
angle_p50,16,28,Chemistry,Neuroscience,contradiction,6,3,1,specter|specter2|scincl|mpnet|minilm|simcse,bert|pubmedbert|biobert,scibert,18,45,contradiction,contradiction,contradiction,0.03587898671874711,-0.06433446040197187,0.18388248979087693
angle_p50,16,29,Chemistry,Nursing,contradiction,7,2,1,specter|scincl|scibert|bert|mpnet|minilm|simcse,pubmedbert|biobert,specter2,14,45,contradiction,unresolved,contradiction,0.03904928924421244,-0.04135689827323349,0.11042451734714465
angle_p50,16,30,Chemistry,"Pharmacology, Toxicology and Pharmaceutics",contradiction,4,3,3,specter|scincl|scibert|simcse,specter2|pubmedbert|biobert,bert|mpnet|minilm,12,45,contradiction,unresolved,contradiction,0.024242959593396736,-0.026510845545248997,0.07783142548188275
angle_p50,16,31,Chemistry,Physics and Astronomy,contradiction,5,2,3,specter2|scincl|mpnet|minilm|simcse,pubmedbert|biobert,specter|scibert|bert,10,45,contradiction,unresolved,contradiction,0.04089181535562282,-0.04103785884108548,0.10032413219772558
angle_p50,16,32,Chemistry,Psychology,contradiction,6,1,3,specter2|scincl|bert|mpnet|minilm|simcse,pubmedbert,specter|scibert|biobert,6,45,contradiction,unresolved,contradiction,0.021293977722544124,-0.034532629777359276,0.17201602039062067
angle_p50,16,33,Chemistry,Social Sciences,contradiction,6,2,2,scincl|bert|mpnet|minilm|biobert|simcse,specter2|pubmedbert,specter|scibert,12,45,contradiction,unresolved,unresolved,0.04618045431258838,-0.01412572672252567,0.1956137480130183
angle_p50,16,34,Chemistry,Veterinary,contradiction,2,6,2,specter|scincl,specter2|scibert|bert|minilm|pubmedbert|biobert,mpnet|simcse,12,45,contradiction,contradiction,contradiction,0.03890042674825503,-0.07956923501489413,0.07041813350476003
angle_p50,16,35,Chemistry,Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unanimous,0.09861167473209527,-0.12292890295076109,-0.05022967291430391
angle_p50,16,36,Chemistry,Health Professions,contradiction,7,1,2,specter|scincl|scibert|bert|mpnet|minilm|simcse,specter2,pubmedbert|biobert,7,45,contradiction,unresolved,unresolved,0.02895593566796304,-0.01538800934186939,0.14703174587460532
angle_p50,17,18,Computer Science,Decision Sciences,contradiction,1,5,4,biobert,specter|specter2|scincl|mpnet|minilm,scibert|bert|pubmedbert|simcse,5,45,contradiction,unresolved,unresolved,0.02291159100164284,-0.08202160042986499,0.03044865575129855
angle_p50,17,19,Computer Science,Earth and Planetary Sciences,contradiction,3,5,2,scibert|bert|simcse,specter|specter2|scincl|mpnet|minilm,pubmedbert|biobert,15,45,contradiction,unresolved,unresolved,0.03308476823747708,-0.2047142963625539,0.029557062941243644
angle_p50,17,20,Computer Science,"Economics, Econometrics and Finance",contradiction,5,5,0,scibert|bert|pubmedbert|biobert|simcse,specter|specter2|scincl|mpnet|minilm,,25,45,contradiction,unresolved,contradiction,0.045742886494391136,-0.18251743702184606,0.05657722539945793
angle_p50,17,21,Computer Science,Energy,contradiction,5,5,0,scibert|bert|pubmedbert|biobert|simcse,specter|specter2|scincl|mpnet|minilm,,25,45,contradiction,unresolved,contradiction,0.03316993457888733,-0.15256688984749928,0.05162487429858337
angle_p50,17,22,Computer Science,Engineering,contradiction,6,1,3,specter|scibert|mpnet|minilm|pubmedbert|biobert,scincl,specter2|bert|simcse,6,45,contradiction,unresolved,contradiction,0.011458666881410628,-0.048428813738709116,0.01788699284435371
angle_p50,17,23,Computer Science,Environmental Science,contradiction,5,5,0,scibert|bert|pubmedbert|biobert|simcse,specter|specter2|scincl|mpnet|minilm,,25,45,contradiction,unresolved,contradiction,0.03395755139063153,-0.15670077324689358,0.04773109600401466
angle_p50,17,24,Computer Science,Immunology and Microbiology,contradiction,1,8,1,scibert,specter|specter2|scincl|bert|mpnet|minilm|biobert|simcse,pubmedbert,8,45,contradiction,unresolved,unresolved,0.07002063882799543,-0.18511924737551508,0.010262645934127899
angle_p50,17,25,Computer Science,Materials Science,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.05309527003309343,-0.21347671970840779,-0.01851600350347164
angle_p50,17,26,Computer Science,Mathematics,contradiction,5,5,0,scibert|bert|mpnet|pubmedbert|biobert,specter|specter2|scincl|minilm|simcse,,25,45,contradiction,contradiction,contradiction,0.050164780258953365,-0.1364170244555896,0.07462547113864862
angle_p50,17,27,Computer Science,Medicine,contradiction,3,6,1,specter|scibert|pubmedbert,specter2|scincl|bert|mpnet|minilm|simcse,biobert,18,45,contradiction,unresolved,contradiction,0.03771838987610845,-0.09333500834192364,0.05277412312486995
angle_p50,17,28,Computer Science,Neuroscience,contradiction,2,7,1,scibert|pubmedbert,specter|specter2|scincl|bert|mpnet|minilm|simcse,biobert,14,45,contradiction,unresolved,unresolved,0.03470037273307097,-0.08475683587112025,0.02257961996283216
angle_p50,17,29,Computer Science,Nursing,contradiction,4,5,1,specter|scibert|pubmedbert|biobert,specter2|scincl|mpnet|minilm|simcse,bert,20,45,contradiction,unresolved,contradiction,0.02951686347847407,-0.15834188517851547,0.03810242846931778
angle_p50,17,30,Computer Science,"Pharmacology, Toxicology and Pharmaceutics",contradiction,3,6,1,scibert|pubmedbert|biobert,specter2|scincl|bert|mpnet|minilm|simcse,specter,18,45,contradiction,unresolved,contradiction,0.04904397080767438,-0.1907585091031587,0.04865977112442816
angle_p50,17,31,Computer Science,Physics and Astronomy,contradiction,3,6,1,scibert|pubmedbert|biobert,specter|scincl|bert|mpnet|minilm|simcse,specter2,18,45,contradiction,unresolved,unresolved,0.023556806645267603,-0.16840280241065256,0.017223140154043404
angle_p50,17,32,Computer Science,Psychology,contradiction,4,5,1,scibert|pubmedbert|biobert|simcse,specter|specter2|scincl|mpnet|minilm,bert,20,45,contradiction,unresolved,contradiction,0.04305700222587267,-0.09669338301806307,0.042896564154401906
angle_p50,17,33,Computer Science,Social Sciences,contradiction,5,5,0,scibert|bert|pubmedbert|biobert|simcse,specter|specter2|scincl|mpnet|minilm,,25,45,contradiction,contradiction,contradiction,0.07252699468503462,-0.1524131805961224,0.12042734386787574
angle_p50,17,34,Computer Science,Veterinary,contradiction,1,8,1,scibert,specter|specter2|scincl|bert|mpnet|minilm|biobert|simcse,pubmedbert,8,45,contradiction,unresolved,unresolved,0.07312066009852877,-0.19811183661577145,0.006843302371060407
angle_p50,17,35,Computer Science,Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unanimous,0.12827439303946342,-0.31676193251577234,-0.048311559208245654
angle_p50,17,36,Computer Science,Health Professions,contradiction,5,5,0,scibert|bert|pubmedbert|biobert|simcse,specter|specter2|scincl|mpnet|minilm,,25,45,contradiction,contradiction,contradiction,0.04888302247530026,-0.12176263026246008,0.06469324630611195
angle_p50,18,19,Decision Sciences,Earth and Planetary Sciences,contradiction,2,5,3,specter2|bert,specter|scincl|mpnet|minilm|biobert,scibert|pubmedbert|simcse,10,45,contradiction,unresolved,contradiction,0.02364981208933674,-0.12320990011280385,0.03177399050183815
angle_p50,18,20,Decision Sciences,"Economics, Econometrics and Finance",contradiction,4,4,2,scibert|bert|biobert|simcse,specter2|scincl|mpnet|minilm,specter|pubmedbert,16,45,contradiction,unresolved,contradiction,0.01886940102904173,-0.1008733645473582,0.04716669320725518
angle_p50,18,21,Decision Sciences,Energy,contradiction,5,2,3,specter|specter2|scibert|bert|pubmedbert,scincl|minilm,mpnet|biobert|simcse,10,45,contradiction,unresolved,unresolved,0.02223100405025727,-0.07076667908945312,0.05384078162360345
angle_p50,18,22,Decision Sciences,Engineering,contradiction,7,1,2,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert,biobert,bert|simcse,7,45,contradiction,unresolved,contradiction,0.024148797471947727,-0.017907996652725574,0.0732748799454465
angle_p50,18,23,Decision Sciences,Environmental Science,contradiction,6,2,2,specter|specter2|scibert|bert|pubmedbert|simcse,scincl|minilm,mpnet|biobert,12,45,contradiction,unresolved,contradiction,0.025946272986613766,-0.07491990636313252,0.0447860637269109
angle_p50,18,24,Decision Sciences,Immunology and Microbiology,contradiction,1,8,1,specter,specter2|scincl|bert|mpnet|minilm|pubmedbert|biobert|simcse,scibert,8,45,contradiction,unresolved,contradiction,0.05363911205155662,-0.12013423279270768,0.055203435713462694
angle_p50,18,25,Decision Sciences,Materials Science,contradiction,1,9,0,specter2,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,9,45,contradiction,unresolved,contradiction,0.03379373294740189,-0.1320330842752597,0.014910425633971887
angle_p50,18,26,Decision Sciences,Mathematics,contradiction,7,3,0,specter2|scibert|bert|mpnet|minilm|pubmedbert|biobert,specter|scincl|simcse,,21,45,contradiction,contradiction,contradiction,0.04258350623529054,-0.07435300340318865,0.05784419753574898
angle_p50,18,27,Decision Sciences,Medicine,contradiction,5,4,1,specter|specter2|scibert|mpnet|pubmedbert,scincl|bert|biobert|simcse,minilm,20,45,contradiction,contradiction,contradiction,0.033535394521303406,-0.07335487191470054,0.11389383023772631
angle_p50,18,28,Decision Sciences,Neuroscience,contradiction,3,5,2,specter|specter2|scibert,bert|mpnet|minilm|biobert|simcse,scincl|pubmedbert,15,45,contradiction,unresolved,contradiction,0.025184673690843054,-0.06318122581181669,0.039568086581237685
angle_p50,18,29,Decision Sciences,Nursing,contradiction,3,5,2,specter|scibert|pubmedbert,scincl|mpnet|minilm|biobert|simcse,specter2|bert,15,45,contradiction,contradiction,contradiction,0.02670692034561184,-0.07656889351025445,0.07541511808649652
angle_p50,18,30,Decision Sciences,"Pharmacology, Toxicology and Pharmaceutics",contradiction,3,6,1,specter|scibert|pubmedbert,specter2|scincl|bert|mpnet|minilm|simcse,biobert,18,45,contradiction,contradiction,contradiction,0.05220140681036814,-0.10916391199940306,0.06679903467946012
angle_p50,18,31,Decision Sciences,Physics and Astronomy,contradiction,2,5,3,specter2|scibert,scincl|bert|minilm|biobert|simcse,specter|mpnet|pubmedbert,10,45,contradiction,contradiction,contradiction,0.014671435125557422,-0.08668052429318023,0.064305335068345
angle_p50,18,32,Decision Sciences,Psychology,contradiction,5,5,0,specter2|scibert|pubmedbert|biobert|simcse,specter|scincl|bert|mpnet|minilm,,25,45,contradiction,unresolved,contradiction,0.01377051786066955,-0.02325316168117272,0.02409589291109172
angle_p50,18,33,Decision Sciences,Social Sciences,contradiction,5,4,1,scibert|bert|pubmedbert|biobert|simcse,specter|specter2|scincl|mpnet,minilm,20,45,contradiction,contradiction,contradiction,0.032443513454834656,-0.0706122641989096,0.11104201091549838
angle_p50,18,34,Decision Sciences,Veterinary,contradiction,1,8,1,specter,specter2|scincl|bert|mpnet|minilm|pubmedbert|biobert|simcse,scibert,8,45,contradiction,unresolved,contradiction,0.06466130724179103,-0.11656376043232854,0.04241490051962246
angle_p50,18,35,Decision Sciences,Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unanimous,0.11584824386761354,-0.23627501632670192,-0.05099750041107549
angle_p50,18,36,Decision Sciences,Health Professions,contradiction,6,4,0,specter|scibert|bert|pubmedbert|biobert|simcse,specter2|scincl|mpnet|minilm,,24,45,contradiction,unresolved,contradiction,0.03244223874893209,-0.03984050326056627,0.04098961185746856
angle_p50,19,20,Earth and Planetary Sciences,"Economics, Econometrics and Finance",contradiction,7,1,2,specter|scincl|bert|mpnet|minilm|biobert|simcse,specter2,scibert|pubmedbert,7,45,contradiction,unresolved,contradiction,0.01648568822197697,-0.04870101323687848,0.04684157698352072
angle_p50,19,21,Earth and Planetary Sciences,Energy,unresolved,8,0,2,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert,,specter2|simcse,0,45,contradiction,unresolved,unresolved,0.021863942989971744,-0.0036911884602343326,0.052557785899849586
angle_p50,19,22,Earth and Planetary Sciences,Engineering,contradiction,6,1,3,specter|specter2|scincl|mpnet|minilm|pubmedbert,bert,scibert|biobert|simcse,6,45,contradiction,unresolved,unresolved,0.02853246649199014,-0.023710245178389544,0.1566738014031024
angle_p50,19,23,Earth and Planetary Sciences,Environmental Science,unresolved,8,0,2,specter|scincl|scibert|mpnet|minilm|pubmedbert|biobert|simcse,,specter2|bert,0,45,unanimous,unresolved,unresolved,0.02881229881537286,0.0006237906509474726,0.04840169123012597
angle_p50,19,24,Earth and Planetary Sciences,Immunology and Microbiology,contradiction,2,7,1,specter|scincl,specter2|bert|mpnet|minilm|pubmedbert|biobert|simcse,scibert,14,45,contradiction,contradiction,contradiction,0.03385099060995176,-0.1517633976099679,0.07459795096895987
angle_p50,19,25,Earth and Planetary Sciences,Materials Science,contradiction,1,9,0,minilm,specter|specter2|scincl|scibert|bert|mpnet|pubmedbert|biobert|simcse,,9,45,contradiction,unresolved,contradiction,0.016736020541204013,-0.12031337343036222,0.013893795498340968
angle_p50,19,26,Earth and Planetary Sciences,Mathematics,contradiction,6,3,1,scincl|scibert|mpnet|minilm|pubmedbert|biobert,specter|specter2|simcse,bert,18,45,contradiction,unresolved,contradiction,0.054957578992933145,-0.05495833406453404,0.06877745053595764
angle_p50,19,27,Earth and Planetary Sciences,Medicine,contradiction,6,3,1,specter|scincl|scibert|mpnet|minilm|pubmedbert,bert|biobert|simcse,specter2,18,45,contradiction,contradiction,contradiction,0.03887297822436713,-0.09516753618530323,0.13323468116243625
angle_p50,19,28,Earth and Planetary Sciences,Neuroscience,contradiction,6,3,1,specter|scincl|scibert|mpnet|minilm|pubmedbert,bert|biobert|simcse,specter2,18,45,contradiction,contradiction,contradiction,0.01786902355506583,-0.07706172794310727,0.12048007099221929
angle_p50,19,29,Earth and Planetary Sciences,Nursing,contradiction,5,3,2,specter|scincl|scibert|minilm|pubmedbert,specter2|bert|simcse,mpnet|biobert,15,45,contradiction,unresolved,contradiction,0.022190164881534025,-0.03620154748857461,0.09479492245350055
angle_p50,19,30,Earth and Planetary Sciences,"Pharmacology, Toxicology and Pharmaceutics",contradiction,5,5,0,specter|scincl|scibert|pubmedbert|biobert,specter2|bert|mpnet|minilm|simcse,,25,45,contradiction,unresolved,contradiction,0.04180120523047518,-0.05916315118345085,0.08618559459329435
angle_p50,19,31,Earth and Planetary Sciences,Physics and Astronomy,contradiction,6,2,2,specter|specter2|scincl|mpnet|minilm|pubmedbert,bert|simcse,scibert|biobert,12,45,contradiction,unresolved,contradiction,0.03212002109906203,-0.06639596886857609,0.03823160941508148
angle_p50,19,32,Earth and Planetary Sciences,Psychology,contradiction,7,2,1,specter|scincl|scibert|mpnet|minilm|pubmedbert|biobert,specter2|bert,simcse,14,45,contradiction,unresolved,contradiction,0.0147506867877001,-0.04460954559712769,0.108558127292076
angle_p50,19,33,Earth and Planetary Sciences,Social Sciences,contradiction,9,1,0,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter2,,9,45,contradiction,unresolved,contradiction,0.04017458251631595,-0.037276940419695634,0.11071771484042006
angle_p50,19,34,Earth and Planetary Sciences,Veterinary,contradiction,1,6,3,specter,specter2|bert|mpnet|minilm|biobert|simcse,scincl|scibert|pubmedbert,6,45,contradiction,contradiction,contradiction,0.04329419353621751,-0.10855319219883797,0.06181667735718603
angle_p50,19,35,Earth and Planetary Sciences,Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unanimous,0.1056930410124837,-0.16027717878860476,-0.05758361508558957
angle_p50,19,36,Earth and Planetary Sciences,Health Professions,contradiction,7,2,1,specter|scincl|scibert|minilm|pubmedbert|biobert|simcse,specter2|bert,mpnet,14,45,contradiction,unresolved,contradiction,0.03661609441843443,-0.03256773732482334,0.08347183232517574
angle_p50,20,21,"Economics, Econometrics and Finance",Energy,contradiction,6,2,2,specter|specter2|scincl|mpnet|minilm|pubmedbert,biobert|simcse,scibert|bert,12,45,contradiction,unresolved,unresolved,0.022196085190141858,-0.04067722436137169,0.04501184766104491
angle_p50,20,22,"Economics, Econometrics and Finance",Engineering,contradiction,5,3,2,specter|specter2|scincl|mpnet|minilm,bert|biobert|simcse,scibert|pubmedbert,15,45,contradiction,unresolved,contradiction,0.05010800209237233,-0.05101314824485404,0.13438558528936875
angle_p50,20,23,"Economics, Econometrics and Finance",Environmental Science,contradiction,7,1,2,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert,biobert,bert|simcse,7,45,contradiction,unresolved,unresolved,0.018213418802381403,-0.018645359397128695,0.04932442927819732
angle_p50,20,24,"Economics, Econometrics and Finance",Immunology and Microbiology,contradiction,1,7,2,specter,scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter2|scincl,7,45,contradiction,contradiction,contradiction,0.02906080142177376,-0.16425761156720725,0.06501500170946165
angle_p50,20,25,"Economics, Econometrics and Finance",Materials Science,contradiction,1,9,0,specter2,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,9,45,contradiction,unresolved,contradiction,0.03439475806516283,-0.14350404398514863,0.03752569866500786
angle_p50,20,26,"Economics, Econometrics and Finance",Mathematics,contradiction,7,2,1,specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,specter|simcse,bert,14,45,contradiction,unresolved,contradiction,0.040445783572725796,-0.07715465403280272,0.05466801430727963
angle_p50,20,27,"Economics, Econometrics and Finance",Medicine,contradiction,7,3,0,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert,bert|biobert|simcse,,21,45,contradiction,contradiction,contradiction,0.054294488138042926,-0.12041740687257717,0.12367962438472827
angle_p50,20,28,"Economics, Econometrics and Finance",Neuroscience,contradiction,4,4,2,specter|specter2|scincl|mpnet,bert|minilm|biobert|simcse,scibert|pubmedbert,16,45,contradiction,contradiction,contradiction,0.04929503334786696,-0.11026576965629548,0.09814014837165956
angle_p50,20,29,"Economics, Econometrics and Finance",Nursing,contradiction,4,5,1,specter|specter2|scincl|scibert,bert|mpnet|minilm|biobert|simcse,pubmedbert,20,45,contradiction,contradiction,contradiction,0.026245959984673498,-0.07393168400746566,0.08521971700698364
angle_p50,20,30,"Economics, Econometrics and Finance","Pharmacology, Toxicology and Pharmaceutics",contradiction,3,6,1,specter|scibert|pubmedbert,scincl|bert|mpnet|minilm|biobert|simcse,specter2,18,45,contradiction,contradiction,contradiction,0.0365413466898597,-0.10593133641327057,0.07660684877059339
angle_p50,20,31,"Economics, Econometrics and Finance",Physics and Astronomy,contradiction,5,3,2,specter|specter2|scincl|mpnet|minilm,bert|biobert|simcse,scibert|pubmedbert,15,45,contradiction,contradiction,contradiction,0.017428138886256876,-0.11286467566098808,0.08689217612274042
angle_p50,20,32,"Economics, Econometrics and Finance",Psychology,contradiction,2,3,5,specter2|scincl,bert|minilm|simcse,specter|scibert|mpnet|pubmedbert|biobert,6,45,contradiction,unresolved,contradiction,0.010115302925705894,-0.05717409609831242,0.08620439270765903
angle_p50,20,33,"Economics, Econometrics and Finance",Social Sciences,unresolved,9,0,1,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,specter,0,45,contradiction,unresolved,unresolved,0.02354733914489984,-0.00016859911046685343,0.06395906385903412
angle_p50,20,34,"Economics, Econometrics and Finance",Veterinary,contradiction,1,9,0,specter,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,9,45,contradiction,unresolved,contradiction,0.054616704253474035,-0.12364151137255183,0.05222983914757949
angle_p50,20,35,"Economics, Econometrics and Finance",Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unanimous,0.12674756498645287,-0.18373469484432597,-0.043905326638509164
angle_p50,20,36,"Economics, Econometrics and Finance",Health Professions,contradiction,6,3,1,specter|specter2|scincl|scibert|pubmedbert|biobert,bert|mpnet|minilm,simcse,18,45,contradiction,unresolved,contradiction,0.017179259724198374,-0.024208391552346536,0.06109424336971965
angle_p50,21,22,Energy,Engineering,contradiction,5,4,1,specter|specter2|scincl|mpnet|minilm,scibert|bert|pubmedbert|biobert,simcse,20,45,contradiction,unresolved,unresolved,0.038648446644454854,-0.04578048720116402,0.1043307916040403
angle_p50,21,23,Energy,Environmental Science,unresolved,3,0,7,scibert|mpnet|simcse,,specter|specter2|scincl|bert|minilm|pubmedbert|biobert,0,45,contradiction,unresolved,unresolved,0.005746241484487093,-0.009060179637256315,0.031827983851486726
