outcome,omitted_model,feature,rank,columns,identified,coefficient,r_squared
cka_sep,biobert,same_final_corpus_group,7,7,True,0.5002062557224153,0.4647362626171804
cka_sep,biobert,same_objective,7,7,True,-0.15417824224980461,0.4647362626171804
cka_sep,biobert,same_domain,7,7,True,-0.288828982136259,0.4647362626171804
cka_sep,biobert,same_pooling,7,7,True,0.06606145987326155,0.4647362626171804
cka_sep,simcse,intercept,6,7,False,,0.24979954446958486
cka_sep,simcse,same_architecture,6,7,False,,0.24979954446958486
cka_sep,simcse,same_lineage,6,7,False,,0.24979954446958486
cka_sep,simcse,same_final_corpus_group,6,7,False,,0.24979954446958486
cka_sep,simcse,same_objective,6,7,False,,0.24979954446958486
cka_sep,simcse,same_domain,6,7,False,,0.24979954446958486
cka_sep,simcse,same_pooling,6,7,False,,0.24979954446958486
neighbors_2048_mean_k25,specter,intercept,7,7,True,0.368980296145683,0.750320433934035
neighbors_2048_mean_k25,specter,same_architecture,7,7,True,-0.11442090545816205,0.750320433934035
neighbors_2048_mean_k25,specter,same_lineage,7,7,True,0.03250209779466512,0.750320433934035
neighbors_2048_mean_k25,specter,same_final_corpus_group,7,7,True,-0.008900414525200538,0.750320433934035
neighbors_2048_mean_k25,specter,same_objective,7,7,True,0.3227503905478344,0.750320433934035
neighbors_2048_mean_k25,specter,same_domain,7,7,True,-0.025219850106755922,0.750320433934035
neighbors_2048_mean_k25,specter,same_pooling,7,7,True,-0.10904074178750646,0.750320433934035
neighbors_2048_mean_k25,specter2,intercept,7,7,True,0.3726031212159491,0.7512035360550994
neighbors_2048_mean_k25,specter2,same_architecture,7,7,True,-0.10902029726255327,0.7512035360550994
neighbors_2048_mean_k25,specter2,same_lineage,7,7,True,0.032912375420178795,0.7512035360550994
neighbors_2048_mean_k25,specter2,same_final_corpus_group,7,7,True,0.01901739807543198,0.7512035360550994
neighbors_2048_mean_k25,specter2,same_objective,7,7,True,0.3159677533180649,0.7512035360550994
neighbors_2048_mean_k25,specter2,same_domain,7,7,True,-0.02930672015843187,0.7512035360550994
neighbors_2048_mean_k25,specter2,same_pooling,7,7,True,-0.11066877241925145,0.7512035360550994
neighbors_2048_mean_k25,scincl,intercept,7,7,True,0.35853739279477015,0.7558872695065131
neighbors_2048_mean_k25,scincl,same_architecture,7,7,True,-0.10190877713142922,0.7558872695065131
neighbors_2048_mean_k25,scincl,same_lineage,7,7,True,0.022343046577334217,0.7558872695065131
neighbors_2048_mean_k25,scincl,same_final_corpus_group,7,7,True,-0.030569579247011435,0.7558872695065131
neighbors_2048_mean_k25,scincl,same_objective,7,7,True,0.31394623912155156,0.7558872695065131
neighbors_2048_mean_k25,scincl,same_domain,7,7,True,-0.018100822746071728,0.7558872695065131
neighbors_2048_mean_k25,scincl,same_pooling,7,7,True,-0.10179914469426939,0.7558872695065131
neighbors_2048_mean_k25,scibert,intercept,7,7,True,0.37919461185056164,0.7272465652642894
neighbors_2048_mean_k25,scibert,same_architecture,7,7,True,-0.1275462131087868,0.7272465652642894
neighbors_2048_mean_k25,scibert,same_lineage,7,7,True,0.045050168203743655,0.7272465652642894
neighbors_2048_mean_k25,scibert,same_final_corpus_group,7,7,True,-0.013587492744770288,0.7272465652642894
neighbors_2048_mean_k25,scibert,same_objective,7,7,True,0.3008079085387207,0.7272465652642894
neighbors_2048_mean_k25,scibert,same_domain,7,7,True,-0.028023008576220906,0.7272465652642894
neighbors_2048_mean_k25,scibert,same_pooling,7,7,True,-0.10418671465633575,0.7272465652642894
neighbors_2048_mean_k25,bert,intercept,7,7,True,0.39191731427225884,0.852256810866466
neighbors_2048_mean_k25,bert,same_architecture,7,7,True,-0.12922675506364067,0.852256810866466
neighbors_2048_mean_k25,bert,same_lineage,7,7,True,0.050137445030904136,0.852256810866466
neighbors_2048_mean_k25,bert,same_final_corpus_group,7,7,True,-0.07176189179023568,0.852256810866466
neighbors_2048_mean_k25,bert,same_objective,7,7,True,0.41689615700806476,0.852256810866466
neighbors_2048_mean_k25,bert,same_domain,7,7,True,-0.08515798773986397,0.852256810866466
neighbors_2048_mean_k25,bert,same_pooling,7,7,True,-0.1202433384924981,0.852256810866466
neighbors_2048_mean_k25,mpnet,intercept,7,7,True,0.3467818872580374,0.7796819279914996
neighbors_2048_mean_k25,mpnet,same_architecture,7,7,True,-0.09875085758183674,0.7796819279914996
neighbors_2048_mean_k25,mpnet,same_lineage,7,7,True,0.02496376586197517,0.7796819279914996
neighbors_2048_mean_k25,mpnet,same_final_corpus_group,7,7,True,-0.05232285399752942,0.7796819279914996
neighbors_2048_mean_k25,mpnet,same_objective,7,7,True,0.2967874504229625,0.7796819279914996
neighbors_2048_mean_k25,mpnet,same_domain,7,7,True,0.000284085617752565,0.7796819279914996
neighbors_2048_mean_k25,mpnet,same_pooling,7,7,True,-0.0795437079499512,0.7796819279914996
neighbors_2048_mean_k25,minilm,intercept,7,7,True,0.3708056992230823,0.7462125641261772
neighbors_2048_mean_k25,minilm,same_architecture,7,7,True,-0.11960301328568099,0.7462125641261772
neighbors_2048_mean_k25,minilm,same_lineage,7,7,True,0.030143615903720517,0.7462125641261772
neighbors_2048_mean_k25,minilm,same_final_corpus_group,7,7,True,-0.04662329282590017,0.7462125641261772
neighbors_2048_mean_k25,minilm,same_objective,7,7,True,0.30745018152300024,0.7462125641261772
neighbors_2048_mean_k25,minilm,same_domain,7,7,True,-0.01173523782994779,0.7462125641261772
neighbors_2048_mean_k25,minilm,same_pooling,7,7,True,-0.09223818307686396,0.7462125641261772
neighbors_2048_mean_k25,pubmedbert,intercept,7,7,True,0.393434146258725,0.7605348195887535
neighbors_2048_mean_k25,pubmedbert,same_architecture,7,7,True,-0.1333404078268101,0.7605348195887535
neighbors_2048_mean_k25,pubmedbert,same_lineage,7,7,True,0.05854703489814372,0.7605348195887535
neighbors_2048_mean_k25,pubmedbert,same_final_corpus_group,7,7,True,0.03430436260468583,0.7605348195887535
neighbors_2048_mean_k25,pubmedbert,same_objective,7,7,True,0.27108844253554204,0.7605348195887535
neighbors_2048_mean_k25,pubmedbert,same_domain,7,7,True,-0.06749701566077514,0.7605348195887535
neighbors_2048_mean_k25,pubmedbert,same_pooling,7,7,True,-0.10290163530850482,0.7605348195887535
neighbors_2048_mean_k25,biobert,intercept,7,7,True,0.4005313952244099,0.7704285298773607
neighbors_2048_mean_k25,biobert,same_architecture,7,7,True,-0.1476936855762108,0.7704285298773607
neighbors_2048_mean_k25,biobert,same_lineage,7,7,True,0.10908238932762161,0.7704285298773607
neighbors_2048_mean_k25,biobert,same_final_corpus_group,7,7,True,0.0011250708497373176,0.7704285298773607
neighbors_2048_mean_k25,biobert,same_objective,7,7,True,0.29500086955865906,0.7704285298773607
neighbors_2048_mean_k25,biobert,same_domain,7,7,True,-0.0927590848204358,0.7704285298773607
neighbors_2048_mean_k25,biobert,same_pooling,7,7,True,-0.10260650789275555,0.7704285298773607
neighbors_2048_mean_k25,simcse,intercept,7,7,True,0.4315132932170336,0.9243655700160904
neighbors_2048_mean_k25,simcse,same_architecture,7,7,True,-0.20446019792382086,0.9243655700160904
neighbors_2048_mean_k25,simcse,same_lineage,7,7,True,0.0014928757914993336,0.9243655700160904
neighbors_2048_mean_k25,simcse,same_final_corpus_group,7,7,True,-0.07121021306283885,0.9243655700160904
neighbors_2048_mean_k25,simcse,same_objective,7,7,True,0.4361491379921428,0.9243655700160904
neighbors_2048_mean_k25,simcse,same_domain,7,7,True,0.026489811249018808,0.9243655700160904
neighbors_2048_mean_k25,simcse,same_pooling,7,7,True,-0.19838326706294226,0.9243655700160904
neighbors_2048_cls_k25,specter,intercept,7,7,True,0.24674544701697282,0.4497665728212118
neighbors_2048_cls_k25,specter,same_architecture,7,7,True,-0.14514335767652256,0.4497665728212118
neighbors_2048_cls_k25,specter,same_lineage,7,7,True,0.010896362484214234,0.4497665728212118
neighbors_2048_cls_k25,specter,same_final_corpus_group,7,7,True,0.18183959272491806,0.4497665728212118
neighbors_2048_cls_k25,specter,same_objective,7,7,True,0.11217235282187155,0.4497665728212118
neighbors_2048_cls_k25,specter,same_domain,7,7,True,-0.026682269186808515,0.4497665728212118
neighbors_2048_cls_k25,specter,same_pooling,7,7,True,0.06065865066150783,0.4497665728212118
neighbors_2048_cls_k25,specter2,intercept,7,7,True,0.2503893531187723,0.4528005559430619
neighbors_2048_cls_k25,specter2,same_architecture,7,7,True,-0.0995158450112038,0.4528005559430619
neighbors_2048_cls_k25,specter2,same_lineage,7,7,True,0.009165935155434065,0.4528005559430619
neighbors_2048_cls_k25,specter2,same_final_corpus_group,7,7,True,0.22939198415719525,0.4528005559430619
neighbors_2048_cls_k25,specter2,same_objective,7,7,True,0.10814663490679008,0.4528005559430619
neighbors_2048_cls_k25,specter2,same_domain,7,7,True,-0.02933820917291429,0.4528005559430619
neighbors_2048_cls_k25,specter2,same_pooling,7,7,True,0.01614401102861865,0.4528005559430619
neighbors_2048_cls_k25,scincl,intercept,7,7,True,0.23913671280393883,0.4546554943540865
neighbors_2048_cls_k25,scincl,same_architecture,7,7,True,-0.1922212956080246,0.4546554943540865
neighbors_2048_cls_k25,scincl,same_lineage,7,7,True,0.007216187434947278,0.4546554943540865
neighbors_2048_cls_k25,scincl,same_final_corpus_group,7,7,True,0.12994518328244553,0.4546554943540865
neighbors_2048_cls_k25,scincl,same_objective,7,7,True,0.10980102626657627,0.4546554943540865
neighbors_2048_cls_k25,scincl,same_domain,7,7,True,-0.02163853838349718,0.4546554943540865
neighbors_2048_cls_k25,scincl,same_pooling,7,7,True,0.11748939006899842,0.4546554943540865
neighbors_2048_cls_k25,scibert,intercept,7,7,True,0.3002985012605536,0.5382395267777518
neighbors_2048_cls_k25,scibert,same_architecture,7,7,True,-0.17631651092968256,0.5382395267777518
neighbors_2048_cls_k25,scibert,same_lineage,7,7,True,0.039782506522631426,0.5382395267777518
neighbors_2048_cls_k25,scibert,same_final_corpus_group,7,7,True,0.19392768649351141,0.5382395267777518
neighbors_2048_cls_k25,scibert,same_objective,7,7,True,0.09783629258032356,0.5382395267777518
neighbors_2048_cls_k25,scibert,same_domain,7,7,True,-0.05757645513309095,0.5382395267777518
neighbors_2048_cls_k25,scibert,same_pooling,7,7,True,0.040247748837163914,0.5382395267777518
neighbors_2048_cls_k25,bert,intercept,7,7,True,0.2884250748916901,0.5574994781925572
neighbors_2048_cls_k25,bert,same_architecture,7,7,True,-0.14608039607236098,0.5574994781925572
neighbors_2048_cls_k25,bert,same_lineage,7,7,True,0.009546391665309403,0.5574994781925572
neighbors_2048_cls_k25,bert,same_final_corpus_group,7,7,True,0.11742647385488428,0.5574994781925572
neighbors_2048_cls_k25,bert,same_objective,7,7,True,0.18739813011222375,0.5574994781925572
neighbors_2048_cls_k25,bert,same_domain,7,7,True,-0.04375023878509783,0.5574994781925572
neighbors_2048_cls_k25,bert,same_pooling,7,7,True,0.025234333964761827,0.5574994781925572
neighbors_2048_cls_k25,mpnet,intercept,6,7,False,,0.5494662923516858
neighbors_2048_cls_k25,mpnet,same_architecture,6,7,False,,0.5494662923516858
neighbors_2048_cls_k25,mpnet,same_lineage,6,7,False,,0.5494662923516858
neighbors_2048_cls_k25,mpnet,same_final_corpus_group,6,7,False,,0.5494662923516858
neighbors_2048_cls_k25,mpnet,same_objective,6,7,False,,0.5494662923516858
neighbors_2048_cls_k25,mpnet,same_domain,6,7,False,,0.5494662923516858
neighbors_2048_cls_k25,mpnet,same_pooling,6,7,False,,0.5494662923516858
neighbors_2048_cls_k25,minilm,intercept,6,7,False,,0.5161082910164562
neighbors_2048_cls_k25,minilm,same_architecture,6,7,False,,0.5161082910164562
neighbors_2048_cls_k25,minilm,same_lineage,6,7,False,,0.5161082910164562
neighbors_2048_cls_k25,minilm,same_final_corpus_group,6,7,False,,0.5161082910164562
neighbors_2048_cls_k25,minilm,same_objective,6,7,False,,0.5161082910164562
neighbors_2048_cls_k25,minilm,same_domain,6,7,False,,0.5161082910164562
neighbors_2048_cls_k25,minilm,same_pooling,6,7,False,,0.5161082910164562
neighbors_2048_cls_k25,pubmedbert,intercept,7,7,True,0.31168989505043526,0.5802704721579328
neighbors_2048_cls_k25,pubmedbert,same_architecture,7,7,True,-0.1975807712434834,0.5802704721579328
neighbors_2048_cls_k25,pubmedbert,same_lineage,7,7,True,0.06104676683643185,0.5802704721579328
neighbors_2048_cls_k25,pubmedbert,same_final_corpus_group,7,7,True,0.2576384127182603,0.5802704721579328
neighbors_2048_cls_k25,pubmedbert,same_objective,7,7,True,0.053297744587542516,0.5802704721579328
neighbors_2048_cls_k25,pubmedbert,same_domain,7,7,True,-0.10397382738806135,0.5802704721579328
neighbors_2048_cls_k25,pubmedbert,same_pooling,7,7,True,0.05608154907028469,0.5802704721579328
neighbors_2048_cls_k25,biobert,intercept,7,7,True,0.3141314903846153,0.5789549661504381
neighbors_2048_cls_k25,biobert,same_architecture,7,7,True,-0.26295851475997983,0.5789549661504381
neighbors_2048_cls_k25,biobert,same_lineage,7,7,True,0.1264245103529285,0.5789549661504381
neighbors_2048_cls_k25,biobert,same_final_corpus_group,7,7,True,0.19523436134178304,0.5789549661504381
neighbors_2048_cls_k25,biobert,same_objective,7,7,True,0.09181546838578084,0.5789549661504381
neighbors_2048_cls_k25,biobert,same_domain,7,7,True,-0.13030175030048075,0.5789549661504381
neighbors_2048_cls_k25,biobert,same_pooling,7,7,True,0.10385420422676321,0.5789549661504381
neighbors_2048_cls_k25,simcse,intercept,7,7,True,0.2739098840034717,0.5234496325434592
neighbors_2048_cls_k25,simcse,same_architecture,7,7,True,-0.1391706374276294,0.5234496325434592
neighbors_2048_cls_k25,simcse,same_lineage,7,7,True,0.002636633020577789,0.5234496325434592
neighbors_2048_cls_k25,simcse,same_final_corpus_group,7,7,True,0.20439268906560282,0.5234496325434592
neighbors_2048_cls_k25,simcse,same_objective,7,7,True,0.13180719293238208,0.5234496325434592
neighbors_2048_cls_k25,simcse,same_domain,7,7,True,-0.048230666389685845,0.5234496325434592
neighbors_2048_cls_k25,simcse,same_pooling,7,7,True,0.012854674426691241,0.5234496325434592
neighbors_2048_sep_k25,specter,intercept,7,7,True,0.30310904782394765,0.38038366301081705
neighbors_2048_sep_k25,specter,same_architecture,7,7,True,-0.0710040314336011,0.38038366301081705
neighbors_2048_sep_k25,specter,same_lineage,7,7,True,-0.006302299240027471,0.38038366301081705
neighbors_2048_sep_k25,specter,same_final_corpus_group,7,7,True,0.25939086748679924,0.38038366301081705
neighbors_2048_sep_k25,specter,same_objective,7,7,True,0.07049887567529962,0.38038366301081705
neighbors_2048_sep_k25,specter,same_domain,7,7,True,-0.055677433177155095,0.38038366301081705
neighbors_2048_sep_k25,specter,same_pooling,7,7,True,-0.03105791602976959,0.38038366301081705
neighbors_2048_sep_k25,specter2,intercept,7,7,True,0.30580829917674646,0.3883996340935464
neighbors_2048_sep_k25,specter2,same_architecture,7,7,True,-0.06545385602719969,0.3883996340935464
neighbors_2048_sep_k25,specter2,same_lineage,7,7,True,-0.005765780259915338,0.3883996340935464
neighbors_2048_sep_k25,specter2,same_final_corpus_group,7,7,True,0.2873322808926954,0.3883996340935464
neighbors_2048_sep_k25,specter2,same_objective,7,7,True,0.059801070047635276,0.3883996340935464
neighbors_2048_sep_k25,specter2,same_domain,7,7,True,-0.05975338041051157,0.3883996340935464
neighbors_2048_sep_k25,specter2,same_pooling,7,7,True,-0.02801963245243136,0.3883996340935464
neighbors_2048_sep_k25,scincl,intercept,7,7,True,0.29686397473660947,0.35813717020746105
neighbors_2048_sep_k25,scincl,same_architecture,7,7,True,-0.06224599604191996,0.35813717020746105
neighbors_2048_sep_k25,scincl,same_lineage,7,7,True,-0.016275180194832973,0.35813717020746105
neighbors_2048_sep_k25,scincl,same_final_corpus_group,7,7,True,0.23632860126837263,0.35813717020746105
neighbors_2048_sep_k25,scincl,same_objective,7,7,True,0.06745909388696526,0.35813717020746105
neighbors_2048_sep_k25,scincl,same_domain,7,7,True,-0.04921360788657362,0.35813717020746105
neighbors_2048_sep_k25,scincl,same_pooling,7,7,True,-0.029946253935074222,0.35813717020746105
neighbors_2048_sep_k25,scibert,intercept,7,7,True,0.3557117967570179,0.5043571808005121
neighbors_2048_sep_k25,scibert,same_architecture,7,7,True,-0.1074300339630657,0.5043571808005121
neighbors_2048_sep_k25,scibert,same_lineage,7,7,True,-0.004161171041199437,0.5043571808005121
neighbors_2048_sep_k25,scibert,same_final_corpus_group,7,7,True,0.2092809881166252,0.5043571808005121
neighbors_2048_sep_k25,scibert,same_objective,7,7,True,0.12891825210572072,0.5043571808005121
neighbors_2048_sep_k25,scibert,same_domain,7,7,True,-0.09562047830480873,0.5043571808005121
neighbors_2048_sep_k25,scibert,same_pooling,7,7,True,-0.042263884188183144,0.5043571808005121
neighbors_2048_sep_k25,bert,intercept,7,7,True,0.3345370048459373,0.5017893847416663
neighbors_2048_sep_k25,bert,same_architecture,7,7,True,-0.061373956468533226,0.5017893847416663
neighbors_2048_sep_k25,bert,same_lineage,7,7,True,-0.05937800503598085,0.5017893847416663
neighbors_2048_sep_k25,bert,same_final_corpus_group,7,7,True,0.20927510337150773,0.5017893847416663
neighbors_2048_sep_k25,bert,same_objective,7,7,True,0.1322021559844339,0.5017893847416663
neighbors_2048_sep_k25,bert,same_domain,7,7,True,-0.04597185256868575,0.5017893847416663
neighbors_2048_sep_k25,bert,same_pooling,7,7,True,-0.06714516977163452,0.5017893847416663
neighbors_2048_sep_k25,mpnet,intercept,7,7,True,0.30302492920189106,0.3877587605309709
neighbors_2048_sep_k25,mpnet,same_architecture,7,7,True,-0.06939014878122568,0.3877587605309709
neighbors_2048_sep_k25,mpnet,same_lineage,7,7,True,-0.02120567053469265,0.3877587605309709
neighbors_2048_sep_k25,mpnet,same_final_corpus_group,7,7,True,0.22223479544146446,0.3877587605309709
neighbors_2048_sep_k25,mpnet,same_objective,7,7,True,0.06424835131585693,0.3877587605309709
neighbors_2048_sep_k25,mpnet,same_domain,7,7,True,-0.033095585196987715,0.3877587605309709
neighbors_2048_sep_k25,mpnet,same_pooling,7,7,True,-0.02761690181489601,0.3877587605309709
neighbors_2048_sep_k25,minilm,intercept,7,7,True,0.32357299406249224,0.3828214248634685
neighbors_2048_sep_k25,minilm,same_architecture,7,7,True,-0.0892144839165043,0.3828214248634685
neighbors_2048_sep_k25,minilm,same_lineage,7,7,True,-0.014026271659493463,0.3828214248634685
neighbors_2048_sep_k25,minilm,same_final_corpus_group,7,7,True,0.2261429359582058,0.3828214248634685
neighbors_2048_sep_k25,minilm,same_objective,7,7,True,0.06502997941920523,0.3828214248634685
neighbors_2048_sep_k25,minilm,same_domain,7,7,True,-0.04496475269227644,0.3828214248634685
neighbors_2048_sep_k25,minilm,same_pooling,7,7,True,-0.028340631540218375,0.3828214248634685
neighbors_2048_sep_k25,pubmedbert,intercept,7,7,True,0.34318598327620775,0.6240210371145267
neighbors_2048_sep_k25,pubmedbert,same_architecture,7,7,True,-0.14821625506402258,0.6240210371145267
neighbors_2048_sep_k25,pubmedbert,same_lineage,7,7,True,0.08406578505005795,0.6240210371145267
neighbors_2048_sep_k25,pubmedbert,same_final_corpus_group,7,7,True,0.31956156948837194,0.6240210371145267
neighbors_2048_sep_k25,pubmedbert,same_objective,7,7,True,-0.017557735641685987,0.6240210371145267
neighbors_2048_sep_k25,pubmedbert,same_domain,7,7,True,-0.1357918442728312,0.6240210371145267
neighbors_2048_sep_k25,pubmedbert,same_pooling,7,7,True,0.011048150393584352,0.6240210371145267
neighbors_2048_sep_k25,biobert,intercept,7,7,True,0.3566305288461541,0.6059915196275338
neighbors_2048_sep_k25,biobert,same_architecture,7,7,True,-0.1356604830228368,0.6059915196275338
neighbors_2048_sep_k25,biobert,same_lineage,7,7,True,0.08046193352545883,0.6059915196275338
neighbors_2048_sep_k25,biobert,same_final_corpus_group,7,7,True,0.32797370337995335,0.6059915196275338
neighbors_2048_sep_k25,biobert,same_objective,7,7,True,-0.002207532051281654,0.6059915196275338
neighbors_2048_sep_k25,biobert,same_domain,7,7,True,-0.15371235010107093,0.6059915196275338
neighbors_2048_sep_k25,biobert,same_pooling,7,7,True,-0.01495216721754815,0.6059915196275338
neighbors_2048_sep_k25,simcse,intercept,6,7,False,,0.4368481557341667
neighbors_2048_sep_k25,simcse,same_architecture,6,7,False,,0.4368481557341667
neighbors_2048_sep_k25,simcse,same_lineage,6,7,False,,0.4368481557341667
neighbors_2048_sep_k25,simcse,same_final_corpus_group,6,7,False,,0.4368481557341667
neighbors_2048_sep_k25,simcse,same_objective,6,7,False,,0.4368481557341667
neighbors_2048_sep_k25,simcse,same_domain,6,7,False,,0.4368481557341667
neighbors_2048_sep_k25,simcse,same_pooling,6,7,False,,0.4368481557341667
