subfield_id,field_id,k,n,mean,median,min,max,p025,p975
2742,27,10,10,0.010902222222222207,0.00708888888888895,0.0005777777777776216,0.030711111111111133,0.0005777777777776591,0.02965111111111112
2742,27,25,10,0.0554755555555555,0.053724444444444436,0.045262222222222204,0.06940444444444444,0.045606222222222194,0.06917244444444443
2742,27,50,10,0.07787022222222222,0.0768400000000001,0.06330666666666684,0.0971466666666666,0.0646706666666668,0.0943266666666666
2743,27,10,10,0.041440000000000046,0.039733333333333315,0.030266666666666775,0.05640000000000012,0.030386666666666763,0.0560500000000001
2743,27,25,10,0.058904888888888875,0.06005333333333332,0.04780444444444448,0.0706666666666666,0.04836044444444446,0.06987466666666663
2743,27,50,10,0.056743999999999996,0.056991111111111076,0.04839999999999989,0.06638222222222229,0.04879599999999991,0.06489222222222225
2745,27,10,10,0.013991111111111098,0.012133333333333385,-0.004088888888888864,0.0325333333333333,-0.004048888888888877,0.032523333333333314
2745,27,25,10,0.025397333333333365,0.025831111111111194,0.01347555555555563,0.037582222222222184,0.014439555555555626,0.03642222222222219
2745,27,50,10,0.03213866666666667,0.031813333333333305,0.015706666666666758,0.04610666666666674,0.01775066666666671,0.04441066666666672
2746,27,10,10,-0.0002622222222222359,0.00022222222222217924,-0.020444444444444376,0.020355555555555516,-0.018804444444444398,0.018375555555555537
2746,27,25,10,-0.01065066666666668,-0.009333333333333332,-0.026346666666666574,0.003626666666666667,-0.024982666666666604,0.0029706666666666545
2746,27,50,10,-0.011987555555555562,-0.01060444444444436,-0.023440000000000072,-0.0026222222222221925,-0.022980000000000042,-0.0031022222222222137
2748,27,10,10,0.004097777777777795,0.004311111111111154,-0.009200000000000041,0.016666666666666663,-0.008650000000000022,0.015836666666666648
2748,27,25,10,0.03732266666666664,0.039404444444444464,0.02165333333333347,0.052053333333333285,0.022573333333333424,0.05101333333333329
2748,27,50,10,0.04109422222222221,0.03967555555555552,0.030453333333333332,0.05815999999999999,0.031585333333333306,0.055624000000000014
2802,28,10,10,-0.06544444444444442,-0.06439999999999996,-0.08168888888888887,-0.05066666666666658,-0.08057888888888888,-0.05156666666666661
2802,28,25,10,-0.06804977777777779,-0.06711111111111115,-0.08346666666666658,-0.05031111111111114,-0.08225866666666659,-0.05318711111111113
2802,28,50,10,-0.07279111111111114,-0.07280888888888898,-0.08208888888888888,-0.05456888888888889,-0.08208888888888888,-0.0568388888888889
2804,28,10,10,-0.012648888888888871,-0.012888888888888866,-0.032044444444444486,0.005955555555555492,-0.03141444444444447,0.004995555555555524
2804,28,25,10,-0.00408533333333333,-0.004453333333333337,-0.01575111111111105,0.010488888888888881,-0.015531111111111082,0.009544888888888893
2804,28,50,10,-0.006351111111111163,-0.00798222222222228,-0.018817777777777933,0.008417777777777746,-0.018045777777777897,0.007121777777777726
2805,28,10,10,-0.021160000000000023,-0.017044444444444473,-0.03768888888888894,-0.005555555555555425,-0.03747888888888894,-0.006325555555555472
2805,28,25,10,-0.010947555555555594,-0.01248888888888891,-0.02430222222222228,0.005991111111111003,-0.023630222222222275,0.005959111111111005
2805,28,50,10,-0.015223111111111099,-0.01766222222222208,-0.026746666666666696,-0.006240000000000134,-0.02568266666666667,-0.006350000000000131
2806,28,10,10,-0.029702222222222248,-0.030977777777777826,-0.0398222222222222,-0.022000000000000186,-0.03840222222222222,-0.022060000000000142
2806,28,25,10,-0.03477511111111109,-0.03501333333333323,-0.04673777777777771,-0.02008888888888899,-0.04637377777777769,-0.020776888888888963
2806,28,50,10,-0.01911466666666669,-0.020582222222222335,-0.029555555555555557,-4.444444444440254e-05,-0.028467555555555572,-0.003440444444444388
2807,28,10,10,-0.005719999999999964,-0.008222222222222214,-0.02173333333333327,0.014133333333333442,-0.02154333333333326,0.012453333333333417
2807,28,25,10,-0.010088888888888864,-0.009102222222222206,-0.03089777777777769,0.0008533333333334836,-0.027793777777777716,0.000649333333333434
2807,28,50,10,-0.006743999999999972,-0.007613333333333305,-0.021386666666666554,0.01853333333333318,-0.02015266666666659,0.013917333333333247
2808,28,10,10,0.003791111111111095,0.00939999999999988,-0.02382222222222219,0.026577777777777756,-0.022052222222222195,0.026227777777777763
2808,28,25,10,0.03026133333333334,0.02939555555555559,0.01617777777777779,0.042328888888888805,0.017901777777777794,0.04183288888888886
2808,28,50,10,0.020839111111111096,0.022644444444444467,0.00801777777777768,0.029253333333333353,0.008737777777777725,0.02878733333333335
2809,28,10,10,0.006813333333333349,0.0054888888888888765,-0.008933333333333293,0.02564444444444447,-0.008003333333333308,0.02353444444444449
2809,28,25,10,0.01646222222222223,0.016346666666666676,-0.00218666666666667,0.02931555555555554,-1.866666666668071e-05,0.02833555555555555
2809,28,50,10,0.01124355555555554,0.013475555555555463,-0.0010399999999999299,0.019404444444444446,-0.00032999999999997474,0.019302444444444452
2910,29,10,10,-0.09223555555555558,-0.09240000000000001,-0.11297777777777773,-0.07408888888888893,-0.11119777777777776,-0.07537888888888893
2910,29,25,10,-0.1073457777777778,-0.11021333333333333,-0.11992888888888897,-0.08768000000000004,-0.11983688888888896,-0.08785200000000004
2910,29,50,10,-0.11665866666666662,-0.11767999999999992,-0.13110222222222223,-0.09775111111111107,-0.1309682222222222,-0.0987111111111111
2911,29,10,10,-0.1050977777777778,-0.10560000000000003,-0.1216888888888889,-0.09186666666666671,-0.11985888888888888,-0.09193666666666671
2911,29,25,10,-0.13073066666666663,-0.13340444444444446,-0.14062222222222232,-0.10931555555555555,-0.14039422222222228,-0.11222355555555553
2911,29,50,10,-0.15592355555555554,-0.15775999999999996,-0.16746666666666676,-0.13904888888888878,-0.16646266666666676,-0.14044888888888882
2916,29,10,10,-0.005497777777777796,-0.006688888888888939,-0.03760000000000002,0.023777777777777787,-0.03355000000000002,0.02105777777777777
2916,29,25,10,-0.0002986666666667026,-0.0011111111111112293,-0.01692444444444452,0.01889777777777779,-0.01582844444444451,0.017053777777777803
2916,29,50,10,-0.0029191111111111167,-0.0038266666666667004,-0.017226666666666723,0.011084444444444452,-0.016814666666666672,0.010474444444444455
2922,29,10,10,-0.09318666666666667,-0.09204444444444446,-0.10568888888888894,-0.08466666666666667,-0.10425888888888891,-0.08470666666666665
2922,29,25,10,-0.16325155555555554,-0.16281777777777776,-0.1756266666666666,-0.14906666666666668,-0.1753986666666666,-0.15034266666666668
2922,29,50,10,-0.2183822222222222,-0.21863555555555544,-0.2275822222222224,-0.2067822222222221,-0.22711622222222236,-0.20798422222222215
3003,30,10,10,-0.06465333333333333,-0.06235555555555558,-0.09435555555555547,-0.04528888888888888,-0.0907755555555555,-0.045968888888888886
3003,30,25,10,-0.09003377777777777,-0.08930666666666673,-0.10250666666666663,-0.07502222222222205,-0.10190666666666665,-0.07602222222222206
3003,30,50,10,-0.05624977777777777,-0.05543111111111115,-0.07160888888888894,-0.03655111111111109,-0.07098288888888894,-0.03960311111111107
3004,30,10,10,-0.004679999999999973,-0.0032888888888888967,-0.025555555555555498,0.01031111111111116,-0.02261555555555551,0.009181111111111166
3004,30,25,10,-0.006264888888888908,-0.0055111111111112165,-0.021653333333333247,0.0019911111111110547,-0.02013333333333328,0.0016671111111110685
3004,30,50,10,-0.00443377777777777,-0.003782222222222187,-0.021484444444444417,0.007946666666666546,-0.020112444444444422,0.007432666666666577
3005,30,10,10,-0.0005511111111111189,-0.00022222222222217924,-0.01880000000000004,0.019022222222222163,-0.017650000000000013,0.01683222222222217
3005,30,25,10,0.013116444444444469,0.012026666666666658,-0.004711111111111055,0.02618666666666669,-0.002007111111111026,0.025942666666666704
3005,30,50,10,0.035072000000000006,0.03735111111111111,0.015484444444444412,0.0474311111111112,0.01641244444444442,0.04679711111111114
3103,31,10,10,-0.04223111111111109,-0.04057777777777777,-0.057377777777777694,-0.02799999999999997,-0.055407777777777716,-0.03021999999999996
3103,31,25,10,-0.0625297777777778,-0.06672888888888892,-0.07617777777777779,-0.04320000000000013,-0.07590977777777778,-0.04427200000000009
3103,31,50,10,-0.07048266666666667,-0.07183555555555554,-0.08479111111111115,-0.04974222222222224,-0.08433711111111113,-0.051874222222222266
3104,31,10,10,-0.027337777777777766,-0.0262,-0.048799999999999955,-0.0024888888888888183,-0.04595999999999996,-0.006068888888888848
3104,31,25,10,-0.018303999999999997,-0.016444444444444373,-0.03717333333333339,-0.002328888888888825,-0.036173333333333384,-0.0035608888888888
3104,31,50,10,0.005495111111111106,0.00473777777777773,-0.004666666666666708,0.016604444444444533,-0.004506666666666684,0.01643844444444452
3106,31,10,10,-0.029684444444444485,-0.0310222222222222,-0.058666666666666645,-0.004533333333333389,-0.055636666666666654,-0.005823333333333408
3106,31,25,10,-0.03757688888888894,-0.03523555555555552,-0.05994666666666676,-0.02353777777777788,-0.059590666666666764,-0.02404177777777787
3106,31,50,10,-0.015471111111111113,-0.013257777777777813,-0.02696888888888882,-0.007084444444444449,-0.02671488888888883,-0.007322444444444459
3107,31,10,10,0.0021600000000000117,-0.0007555555555555371,-0.01040000000000002,0.016488888888888997,-0.009679999999999987,0.01583888888888896
3107,31,25,10,-0.005825777777777774,-0.005199999999999955,-0.020800000000000096,0.009280000000000066,-0.01983600000000005,0.008584000000000041
3107,31,50,10,0.0016968888888889144,0.0016755555555555968,-0.016888888888888953,0.01303999999999983,-0.013890888888888921,0.012545999999999866
3108,31,10,10,-0.08330222222222224,-0.08564444444444447,-0.0975555555555555,-0.06848888888888888,-0.09609555555555553,-0.06919888888888888
3108,31,25,10,-0.05478755555555559,-0.05783111111111114,-0.07740444444444439,-0.03544888888888886,-0.07430444444444445,-0.03603288888888888
3108,31,50,10,0.0018266666666667208,0.004737777777777841,-0.01696888888888881,0.017608888888888896,-0.01533288888888881,0.016362888888888902
3109,31,10,10,-0.02848,-0.029177777777777802,-0.0527111111111111,0.006088888888888866,-0.05131111111111112,0.002098888888888887
3109,31,25,10,-0.009496888888888898,-0.011680000000000024,-0.027413333333333345,0.010631111111111091,-0.027125333333333355,0.010071111111111083
3109,31,50,10,0.011358222222222148,0.009537777777777756,-0.002080000000000082,0.028026666666666422,-0.0011700000000000902,0.02641066666666648
3202,32,10,10,-0.0025111111111110972,-0.00171111111111108,-0.01137777777777782,0.00782222222222223,-0.011097777777777821,0.006462222222222241
3202,32,25,10,0.019978666666666617,0.018328888888888784,0.006506666666666661,0.03320888888888879,0.007494666666666651,0.03257688888888882
3202,32,50,10,0.01681866666666665,0.01971555555555554,0.0061777777777777265,0.02322666666666673,0.006949777777777738,0.022956666666666684
3203,32,10,10,-0.0022755555555555697,-0.0010666666666666325,-0.016044444444444528,0.0065333333333333354,-0.014394444444444534,0.0061033333333333295
3203,32,25,10,-0.00899200000000001,-0.008320000000000022,-0.029102222222222196,0.0028444444444443717,-0.0270782222222222,0.0021004444444443575
3203,32,50,10,-0.01131288888888891,-0.010688888888888914,-0.023173333333333324,-0.0015022222222222936,-0.02262133333333334,-0.0018882222222222737
3204,32,10,10,-0.017857777777777785,-0.01751111111111117,-0.03022222222222226,-0.000933333333333286,-0.029922222222222246,-0.0026833333333332572
3204,32,25,10,-0.01405688888888888,-0.015057777777777837,-0.02143999999999996,-0.003626666666666556,-0.02115599999999996,-0.004506666666666574
3204,32,50,10,0.0002364444444444169,-0.0006533333333334501,-0.007191111111111148,0.010248888888888863,-0.006937111111111158,0.009652888888888857
3205,32,10,10,0.009528888888888897,0.012377777777777738,-0.004044444444444462,0.02497777777777782,-0.002894444444444434,0.022877777777777806
3205,32,25,10,0.0284462222222222,0.02757333333333331,0.015875555555555476,0.05168000000000006,0.016867555555555493,0.047612000000000015
3205,32,50,10,0.03236533333333332,0.032448888888888805,0.01973333333333338,0.042915555555555596,0.02107333333333334,0.0420395555555556
3207,32,10,10,0.028377777777777762,0.02304444444444445,0.00955555555555554,0.05893333333333328,0.010215555555555542,0.05540333333333329
3207,32,25,10,0.026309333333333303,0.025262222222222158,0.009955555555555495,0.04609777777777779,0.011683555555555487,0.044401777777777804
3207,32,50,10,0.02031644444444445,0.020537777777777738,0.009653333333333403,0.02981333333333336,0.010213333333333399,0.029579333333333364
3303,33,10,10,-0.032466666666666685,-0.03195555555555554,-0.05346666666666672,-0.01933333333333337,-0.051276666666666734,-0.02022333333333334
3303,33,25,10,-0.02306311111111114,-0.022595555555555674,-0.028871111111111014,-0.018471111111111105,-0.028819111111111035,-0.018867111111111112
3303,33,50,10,0.004648000000000052,0.002191111111111199,-0.004542222222222225,0.023697777777777818,-0.003828222222222219,0.022021777777777807
3304,33,10,10,-0.011408888888888875,-0.014555555555555516,-0.024444444444444435,0.013022222222222213,-0.02441444444444444,0.010872222222222207
3304,33,25,10,-0.03357511111111113,-0.03229333333333337,-0.045262222222222204,-0.024444444444444546,-0.04487822222222222,-0.025216444444444507
3304,33,50,10,-0.03953600000000004,-0.03757777777777788,-0.0520977777777778,-0.028000000000000025,-0.051677777777777795,-0.029408000000000004
3305,33,10,10,-0.016026666666666668,-0.015199999999999991,-0.031955555555555515,-0.001822222222222225,-0.03087555555555552,-0.002752222222222246
3305,33,25,10,0.043240888888888857,0.04436444444444432,0.030648888888888837,0.05315555555555568,0.032384888888888845,0.05199155555555567
3305,33,50,10,0.060588444444444424,0.06129777777777773,0.04995555555555564,0.06785777777777768,0.05087155555555562,0.06766377777777771
3306,33,10,10,-0.038351111111111134,-0.038911111111111146,-0.04777777777777786,-0.02271111111111107,-0.047687777777777864,-0.02335111111111104
3306,33,25,10,-0.009473777777777786,-0.008666666666666628,-0.02307555555555557,-0.00031999999999993145,-0.02126755555555558,-0.0007239999999999546
3306,33,50,10,0.008839999999999992,0.008937777777777767,-0.005333333333333412,0.02207999999999999,-0.003759333333333367,0.02050200000000002
3307,33,10,10,-0.13095111111111107,-0.13124444444444436,-0.13862222222222226,-0.12177777777777771,-0.13826222222222226,-0.12226777777777773
3307,33,25,10,-0.18704177777777775,-0.18798222222222222,-0.1994844444444444,-0.17226666666666662,-0.19909644444444438,-0.17368266666666662
3307,33,50,10,-0.1949093333333333,-0.1939333333333332,-0.20958222222222228,-0.1765955555555555,-0.20931022222222226,-0.17828355555555547
3308,33,10,10,-0.041853333333333353,-0.03966666666666671,-0.06102222222222231,-0.02648888888888895,-0.0607422222222223,-0.02658888888888892
3308,33,25,10,-0.05183111111111109,-0.05412444444444445,-0.06609777777777781,-0.029119999999999813,-0.06597377777777778,-0.03049999999999987
3308,33,50,10,-0.054717333333333354,-0.05501333333333333,-0.06541333333333338,-0.04015111111111125,-0.06532733333333338,-0.041719111111111214
3310,33,10,10,-0.04747555555555556,-0.04800000000000004,-0.06226666666666669,-0.03475555555555554,-0.0618466666666667,-0.03501555555555554
3310,33,25,10,-0.051178666666666636,-0.051742222222222134,-0.0601066666666667,-0.03967999999999999,-0.0595546666666667,-0.04095599999999996
3310,33,50,10,-0.02249244444444448,-0.02444444444444449,-0.029075555555555632,-0.004577777777777792,-0.029027555555555643,-0.007633777777777798
3311,33,10,10,0.018671111111111166,0.01813333333333339,0.005155555555555524,0.032799999999999996,0.006035555555555532,0.03173000000000001
3311,33,25,10,0.04148977777777777,0.041208888888888934,0.01962666666666657,0.05827555555555558,0.022830666666666565,0.0575915555555556
3311,33,50,10,0.034994666666666674,0.03586222222222224,0.019377777777777827,0.05020444444444461,0.020425777777777824,0.04883844444444458
3312,33,10,10,0.004497777777777762,0.008799999999999919,-0.021599999999999953,0.023999999999999855,-0.021079999999999967,0.023199999999999887
3312,33,25,10,0.002560000000000018,0.004800000000000054,-0.012284444444444542,0.017280000000000018,-0.011064444444444519,0.01563200000000004
3312,33,50,10,0.0012088888888888594,0.0013688888888888084,-0.01244444444444448,0.012364444444444511,-0.011296444444444453,0.012204444444444488
3313,33,10,10,-0.0661155555555556,-0.0679111111111112,-0.07791111111111099,-0.0446666666666668,-0.07704111111111103,-0.0476566666666668
3313,33,25,10,-0.07199822222222223,-0.07109333333333334,-0.08444444444444449,-0.061191111111111085,-0.08385244444444448,-0.06219911111111111
3313,33,50,10,-0.06320355555555554,-0.061946666666666705,-0.07256000000000007,-0.054942222222222115,-0.07210400000000006,-0.055780222222222155
3314,33,10,10,-0.020439999999999986,-0.022177777777777796,-0.02915555555555549,-0.006488888888888877,-0.02868555555555551,-0.007558888888888879
3314,33,25,10,-0.027240888888888905,-0.027626666666666633,-0.04200888888888882,-0.01288888888888895,-0.04003288888888885,-0.014232888888888934
3314,33,50,10,-0.03554400000000005,-0.03656000000000001,-0.05092444444444455,-0.018560000000000076,-0.05054644444444453,-0.01973400000000006
3315,33,10,10,-0.0032799999999999774,-0.0037111111111111095,-0.01991111111111099,0.01079999999999992,-0.017581111111111002,0.009399999999999957
3315,33,25,10,-0.0028568888888888754,-0.006560000000000066,-0.015128888888888914,0.018080000000000096,-0.014064888888888913,0.01552800000000008
3315,33,50,10,-0.0006853333333333156,1.7777777777838732e-05,-0.010497777777777717,0.010942222222222187,-0.01044777777777774,0.009638222222222189
3316,33,10,10,-0.011319999999999986,-0.008288888888888901,-0.038399999999999934,0.00377777777777788,-0.034809999999999945,0.003677777777777849
3316,33,25,10,-0.009248000000000001,-0.010222222222222244,-0.01605333333333331,-0.0011022222222221711,-0.0160293333333333,-0.0017942222222221821
3316,33,50,10,-0.015118222222222205,-0.015724444444444374,-0.021582222222222225,-0.00720000000000004,-0.020674222222222233,-0.00833400000000001
3317,33,10,10,0.025413333333333333,0.024066666666666653,0.01417777777777779,0.04822222222222222,0.014817777777777798,0.044002222222222234
3317,33,25,10,0.036947555555555595,0.036879999999999996,0.02248888888888889,0.051217777777777806,0.02391688888888889,0.05059377777777779
3317,33,50,10,0.03705155555555553,0.036231111111111075,0.03328888888888881,0.04304000000000008,0.033326888888888836,0.04264600000000007
3318,33,10,10,0.004657777777777805,0.004133333333333267,-0.004977777777777748,0.01640000000000008,-0.004717777777777743,0.016300000000000075
3318,33,25,10,-0.007850666666666662,-0.006106666666666649,-0.025244444444444403,0.004871111111111048,-0.02379644444444441,0.004627111111111037
3318,33,50,10,-0.004928888888888883,-0.004542222222222336,-0.01983111111111102,0.008595555555555467,-0.01947511111111106,0.0073075555555554995
3320,33,10,10,-0.016835555555555576,-0.018177777777777848,-0.028622222222222216,-0.0014222222222222691,-0.028252222222222213,-0.0028422222222222646
3320,33,25,10,-0.012780444444444478,-0.012986666666666674,-0.023928888888888944,0.0014399999999999413,-0.022892888888888963,0.00029599999999995515
3320,33,50,10,-0.011405333333333318,-0.012577777777777771,-0.01796444444444434,0.0014666666666667272,-0.017816444444444343,0.0002306666666667004
3321,33,10,10,-0.021484444444444424,-0.020333333333333287,-0.0348888888888888,-0.015022222222222215,-0.034258888888888825,-0.015022222222222215
3321,33,25,10,-0.016508444444444464,-0.01543111111111109,-0.03100444444444439,-0.007537777777777754,-0.030112444444444428,-0.00770177777777778
3321,33,50,10,-0.01417333333333336,-0.015404444444444498,-0.023315555555555534,-0.005840000000000067,-0.02238755555555555,-0.006258000000000057
3322,33,10,10,-0.00477777777777777,-0.005422222222222273,-0.01653333333333329,0.004488888888888987,-0.015483333333333304,0.004378888888888978
3322,33,25,10,-0.00014577777777777245,-0.0015999999999999903,-0.009120000000000017,0.00938666666666671,-0.00798800000000002,0.008662666666666714
3322,33,50,10,0.007456000000000002,0.008973333333333278,-0.004648888888888925,0.017031111111111163,-0.003544888888888911,0.016355111111111147
3402,34,10,10,-0.014168888888888887,-0.017622222222222317,-0.03395555555555546,0.01017777777777773,-0.033435555555555475,0.008647777777777726
3402,34,25,10,-0.023706666666666626,-0.02204444444444445,-0.044266666666666676,-0.009955555555555495,-0.042114666666666654,-0.010347555555555502
3402,34,50,10,-0.024927111111111056,-0.025626666666666575,-0.037075555555555306,-0.009351111111110977,-0.03667155555555538,-0.011687111111111015
3404,34,10,10,0.011728888888888895,0.01197777777777781,-0.009066666666666556,0.043155555555555614,-0.007546666666666603,0.038395555555555586
3404,34,25,10,0.0075022222222222434,0.007644444444444537,-0.0071822222222221455,0.0209955555555556,-0.0067382222222221845,0.0204555555555556
3404,34,50,10,0.003994666666666669,0.0024711111111112016,-0.004151111111111105,0.014524444444444451,-0.004057111111111114,0.01403844444444444
3500,35,10,10,-0.01014666666666667,-0.008733333333333287,-0.021066666666666678,-0.001333333333333353,-0.02046666666666668,-0.001543333333333342
3500,35,25,10,0.0011697777777777696,0.0011733333333333873,-0.008142222222222273,0.009671111111111186,-0.007434222222222268,0.009091111111111171
3500,35,50,10,0.004296888888888861,0.004066666666666552,-0.007164444444444418,0.014488888888888884,-0.00605444444444444,0.013636888888888875
3504,35,10,10,-0.003613333333333341,0.00042222222222226824,-0.018711111111111123,0.006488888888888988,-0.018161111111111117,0.006018888888888957
3504,35,25,10,0.00026311111111109174,0.0010933333333332795,-0.016319999999999946,0.015128888888888803,-0.014955999999999966,0.014996888888888801
3504,35,50,10,-0.00286488888888885,-0.0023999999999999577,-0.014284444444444433,0.0087733333333333,-0.013502444444444432,0.007627333333333312
3505,35,10,10,-0.023013333333333323,-0.02168888888888887,-0.0447111111111112,-0.006355555555555448,-0.04460111111111117,-0.006525555555555487
3505,35,25,10,-0.02494399999999996,-0.024435555555555488,-0.054435555555555626,-0.007644444444444454,-0.0499395555555556,-0.00830844444444443
3505,35,50,10,-0.01993155555555557,-0.0166622222222223,-0.04651555555555553,-0.0040800000000000836,-0.043659555555555535,-0.004516000000000091
3506,35,10,10,-0.01637777777777774,-0.01753333333333329,-0.03706666666666664,0.0016888888888891285,-0.034266666666666654,0.0012188888888890726
3506,35,25,10,-0.015157333333333306,-0.014222222222222275,-0.03409777777777784,0.0062933333333333175,-0.03321377777777781,0.005933333333333357
3506,35,50,10,-0.009860444444444427,-0.009848888888888963,-0.02650666666666668,0.003635555555555614,-0.02545066666666668,0.0034415555555556174
3600,36,10,10,0.0038311111111111185,0.004311111111111154,-0.00919999999999993,0.01897777777777776,-0.00870999999999993,0.01709777777777776
3600,36,25,10,-0.0033937777777777955,-0.003742222222222258,-0.014168888888888898,0.012124444444444438,-0.013024888888888923,0.009536444444444436
3600,36,50,10,-0.008775111111111112,-0.008524444444444501,-0.014915555555555793,-0.0012533333333333285,-0.014707555555555729,-0.0018793333333333069
3604,36,10,10,0.013213333333333344,0.01744444444444443,-0.013955555555555443,0.022711111111111126,-0.010335555555555459,0.022461111111111126
3604,36,25,10,0.042435555555555574,0.04050666666666666,0.02778666666666668,0.05735111111111124,0.029182666666666673,0.05679511111111122
3604,36,50,10,0.05276888888888891,0.050737777777777826,0.03625777777777772,0.06885333333333327,0.03756577777777775,0.06784733333333329
3605,36,10,10,-0.024782222222222223,-0.0246888888888889,-0.03933333333333333,-0.008133333333333326,-0.038933333333333334,-0.009103333333333309
3605,36,25,10,-0.006663111111111081,-0.0069244444444444,-0.021813333333333296,0.005031111111111097,-0.020329333333333303,0.004511111111111101
3605,36,50,10,0.016600000000000004,0.015702222222222173,0.0076266666666666705,0.02819555555555553,0.007812666666666666,0.027727555555555537
3609,36,10,10,0.014528888888888874,0.018222222222222306,0.001777777777777767,0.025199999999999945,0.0023277777777777732,0.024629999999999933
3609,36,25,10,0.040496000000000025,0.04029333333333332,0.029635555555555526,0.05680000000000002,0.030787555555555568,0.054044000000000016
3609,36,50,10,0.040215999999999995,0.0407822222222223,0.031893333333333274,0.050986666666666736,0.032075333333333254,0.04943066666666675
3611,36,10,10,0.0456311111111111,0.044888888888888895,0.02266666666666667,0.060933333333333284,0.024656666666666667,0.06085333333333327
3611,36,25,10,0.058563555555555535,0.056586666666666646,0.04359111111111097,0.07893333333333336,0.044591111111111,0.07713733333333336
3611,36,50,10,0.05633066666666664,0.050777777777777755,0.04487999999999992,0.0730933333333334,0.04544999999999991,0.07205133333333343
3612,36,10,10,-0.06186222222222223,-0.05886666666666665,-0.07955555555555549,-0.04493333333333338,-0.07764555555555551,-0.047103333333333365
3612,36,25,10,-0.04640177777777778,-0.04438222222222213,-0.058951111111111176,-0.03637333333333331,-0.05848711111111115,-0.03678533333333335
3612,36,50,10,-0.011366222222222245,-0.010742222222222264,-0.018702222222222176,-0.005982222222222333,-0.0186602222222222,-0.006120222222222312
3614,36,10,10,-0.054102222222222204,-0.05326666666666657,-0.06888888888888878,-0.04444444444444451,-0.06671888888888881,-0.044884444444444505
3614,36,25,10,0.006528000000000001,0.006888888888888917,-0.0029333333333333433,0.019128888888888862,-0.002233333333333329,0.017436888888888846
3614,36,50,10,0.05077866666666664,0.050324444444444394,0.04446222222222207,0.05948444444444445,0.04485022222222211,0.05874044444444445
3616,36,10,10,0.027955555555555532,0.02359999999999987,0.013777777777777778,0.057022222222222196,0.014277777777777743,0.05301222222222221
3616,36,25,10,0.059562666666666673,0.057128888888888923,0.04698666666666673,0.08943999999999996,0.047782666666666716,0.08476799999999995
3616,36,50,10,0.0759288888888889,0.07412444444444444,0.07089777777777773,0.08283555555555566,0.07144977777777776,0.08261155555555565
