field_id,period_start,model_a,model_b,full_cka,median_1024,median_2048,median_change,p025_2048,p975_2048,central95_width,median_minus_full,passes_original_screen,width_alert,size_shift_alert,status
27,2010,specter2,biobert,0.4244357934079768,0.4297531597977743,0.4222709091179515,0.007482250679822777,0.401749523005091,0.44212212694923,0.040372603944138996,-0.002164884290025315,False,True,False,original_alert_retained
33,2015,specter,biobert,0.4441262584498673,0.44874867237982663,0.4393418065969589,0.009406865782867757,0.4162606157557449,0.4656372348066413,0.04937661905089641,-0.0047844518529084334,False,True,False,original_alert_retained
33,2015,specter2,biobert,0.47928595700741994,0.4853511498671752,0.4774854718243897,0.007865678042785484,0.4545587553139437,0.5034295356417244,0.04887078032778075,-0.0018004851830302204,False,True,False,original_alert_retained
33,2015,scincl,biobert,0.47903635310417,0.48328377648893867,0.4734982666987066,0.009785509790232072,0.45148681092033677,0.5030119621518523,0.05152515123151552,-0.005538086405463383,False,True,False,original_alert_retained
33,2015,mpnet,biobert,0.4903695244286633,0.4965902572377199,0.4881896906629722,0.008400566574747692,0.4654109819817489,0.5132595217908672,0.047848539809118296,-0.002179833765691086,False,True,False,original_alert_retained
33,2015,minilm,biobert,0.4802457306519909,0.48569675751699326,0.47852575501554256,0.007171002501450696,0.45788666800069083,0.5003250806002632,0.04243841259957232,-0.0017199756364483232,False,True,False,original_alert_retained
33,2015,biobert,simcse,0.6173818224299192,0.6212465756547585,0.6159436454512051,0.005302930203553435,0.5924915039648961,0.6363772655486554,0.04388576158375923,-0.0014381769787141785,False,True,False,original_alert_retained
33,2020,specter,biobert,0.45933534970233314,0.45264835542257675,0.45728433190024675,0.004635976477670001,0.44046668879885,0.485189078017213,0.04472238921836302,-0.0020510178020863856,False,True,False,original_alert_retained
33,2020,specter2,biobert,0.4907238327101003,0.4896903464727694,0.48928180299067514,0.00040854348209423685,0.4723845132997447,0.514721202802915,0.04233668950317032,-0.001442029719425142,False,True,False,original_alert_retained
33,2020,scincl,biobert,0.4913685992010749,0.4880597945687519,0.4906662367297512,0.002606442160999256,0.4731386894449468,0.5166347976094497,0.043496108164502945,-0.0007023624713237142,False,True,False,original_alert_retained
33,2020,mpnet,biobert,0.5271319315261043,0.5202375080464493,0.5259755540051241,0.005738045958674776,0.5075804926197287,0.5507604923156975,0.04317999969596875,-0.0011563775209801896,False,True,False,original_alert_retained
33,2020,minilm,biobert,0.5180974565042453,0.5091155863546304,0.5151094528799768,0.005993866525346392,0.49945354473917253,0.5424028442322498,0.0429492994930773,-0.0029880036242685426,False,True,False,original_alert_retained
