field_id,condition,metric,model_group,n,mean,median,min,max,p025,p975
31,observed_eligible_composition,neighbors_k10,all,10,-0.01949446614583334,-0.01956380208333336,-0.022699652777777857,-0.015346137152777772,-0.022623725043402855,-0.015525824652777763
31,observed_eligible_composition,neighbors_k10,without_biomedical,10,-0.018774588448660708,-0.019181605747767866,-0.02354387555803561,-0.013357979910714302,-0.02309579031808028,-0.013912789481026797
31,observed_eligible_composition,neighbors_k10,one_biomedical,10,-0.022944030761718755,-0.023014831542968753,-0.02749938964843751,-0.018859863281250028,-0.027294769287109385,-0.01899238586425783
31,observed_eligible_composition,neighbors_k10,both_biomedical,10,0.015541992187500003,0.015966796875000022,0.007226562499999978,0.027050781249999933,0.007622070312499993,0.02590820312499995
31,observed_eligible_composition,neighbors_k25,all,10,-0.039528385416666686,-0.039904947916666655,-0.04320312499999995,-0.03474392361111117,-0.042794433593749986,-0.03503259548611117
31,observed_eligible_composition,neighbors_k25,without_biomedical,10,-0.0380415736607143,-0.03842250279017864,-0.04228934151785718,-0.03363211495535723,-0.041939976283482165,-0.0336463971819197
31,observed_eligible_composition,neighbors_k25,one_biomedical,10,-0.0442451171875,-0.04452392578125003,-0.04974609375,-0.03880859375000001,-0.0493077392578125,-0.039484252929687505
31,observed_eligible_composition,neighbors_k25,both_biomedical,10,-0.005691406250000008,-0.004287109374999987,-0.01667968750000004,0.0015820312500000044,-0.01569091796875004,0.0014370117187500117
31,observed_eligible_composition,neighbors_k50,all,10,-0.05372944878472223,-0.053637803819444385,-0.058986545138888846,-0.04760807291666669,-0.058794162326388864,-0.04762306315104168
31,observed_eligible_composition,neighbors_k50,without_biomedical,10,-0.051221819196428556,-0.05104945591517862,-0.055507114955357095,-0.044359305245535774,-0.055456577845982104,-0.04463529750279019
31,observed_eligible_composition,neighbors_k50,one_biomedical,10,-0.06012750244140623,-0.05999969482421874,-0.06715576171875004,-0.05314331054687493,-0.06669461059570315,-0.053615173339843704
31,observed_eligible_composition,neighbors_k50,both_biomedical,10,-0.02157421875000003,-0.022036132812500053,-0.02840820312500003,-0.014345703125000053,-0.028096191406250016,-0.014481933593750053
31,observed_eligible_composition,rsa_spearman,all,10,-0.08987132591121158,-0.0928315699339787,-0.10395496070852084,-0.06924545761488032,-0.1028734372615895,-0.07031330625330741
31,observed_eligible_composition,rsa_spearman,without_biomedical,10,-0.08330361011064114,-0.08557457958902567,-0.09982384138577377,-0.05956435253917908,-0.09890760769805014,-0.061597267833018415
31,observed_eligible_composition,rsa_spearman,one_biomedical,10,-0.10501701969022081,-0.10659250579302815,-0.11576741042148131,-0.08618338927023983,-0.11571148869397903,-0.08672687537172591
31,observed_eligible_composition,rsa_spearman,both_biomedical,10,-0.031436267863038825,-0.030644349518354985,-0.04243447014558488,-0.025736617325837985,-0.0405258636395887,-0.0261192733957939
