field_id,metric,model,input_condition,effect26k,effect52k,difference,sign_changed
11,rsa,bert,abstract,0.41313557019417557,0.4054217779048968,-0.007713792289278765,False
11,rsa,mpnet,title,0.2548139966086977,0.24972760799231464,-0.005086388616383053,False
11,rsa,mpnet,abstract,0.40220619539368446,0.4002730469426823,-0.0019331484510021757,False
11,rsa,minilm,title,0.20193155684065972,0.20156613445725102,-0.0003654223834086978,False
11,rsa,minilm,abstract,0.39656524488174777,0.3911769215392785,-0.005388323342469248,False
11,rsa,pubmedbert,title,-0.14030569946760008,-0.14086908448617175,-0.0005633850185716716,False
11,rsa,pubmedbert,abstract,0.43690107823291746,0.4318111587355298,-0.005089919497387685,False
11,rsa,biobert,title,-0.17468927074672297,-0.18155415849672052,-0.00686488774999755,False
11,rsa,biobert,abstract,0.4253174815887984,0.41879559802965816,-0.00652188355914024,False
11,rsa,simcse,title,0.0225027867772557,0.035080239658700774,0.012577452881445073,False
11,rsa,simcse,abstract,0.48684397119661016,0.4854342706780823,-0.0014097005185278455,False
11,neighbors25,specter,title,0.10352444444444431,0.090308888888889,-0.013215555555555314,False
11,neighbors25,specter,abstract,0.3481644444444444,0.34546888888888894,-0.002695555555555451,False
11,neighbors25,specter2,title,0.12254666666666669,0.11968222222222213,-0.0028644444444445583,False
11,neighbors25,specter2,abstract,0.3798666666666667,0.3880422222222222,0.008175555555555492,False
11,neighbors25,scincl,title,0.11937333333333322,0.11234444444444447,-0.007028888888888751,False
11,neighbors25,scincl,abstract,0.40593333333333326,0.41374444444444436,0.007811111111111102,False
11,neighbors25,scibert,title,-0.18097333333333332,-0.17624444444444454,0.0047288888888887826,False
11,neighbors25,scibert,abstract,0.4796666666666666,0.5014755555555556,0.02180888888888899,False
11,neighbors25,bert,title,-0.12578222222222224,-0.13611777777777778,-0.010335555555555542,False
11,neighbors25,bert,abstract,0.49221777777777775,0.5076222222222222,0.015404444444444443,False
11,neighbors25,mpnet,title,0.1510488888888888,0.15173777777777764,0.00068888888888885,False
11,neighbors25,mpnet,abstract,0.44616888888888884,0.4638177777777778,0.017648888888888936,False
11,neighbors25,minilm,title,0.09346222222222222,0.10175333333333347,0.008291111111111249,False
11,neighbors25,minilm,abstract,0.4237022222222222,0.43765333333333345,0.013951111111111247,False
11,neighbors25,pubmedbert,title,-0.12723555555555555,-0.1341622222222223,-0.006926666666666748,False
11,neighbors25,pubmedbert,abstract,0.4854844444444445,0.5105977777777777,0.02511333333333321,False
11,neighbors25,biobert,title,-0.16776444444444438,-0.15922888888888875,0.00853555555555563,False
11,neighbors25,biobert,abstract,0.45903555555555553,0.4730711111111112,0.01403555555555569,False
11,neighbors25,simcse,title,-0.09477777777777796,-0.09792666666666672,-0.0031488888888887567,False
11,neighbors25,simcse,abstract,0.4702222222222221,0.4808333333333332,0.010611111111111127,False
12,cka,specter,title,0.10226814942308948,0.08567569121630225,-0.01659245820678723,False
12,cka,specter,abstract,0.38882411984479204,0.3892141839859755,0.0003900641411834771,False
12,cka,specter2,title,0.13501493286039484,0.1318740102156093,-0.0031409226447855487,False
