subfield_id,corpus_rows,small_n,large_n,model_a,model_b,repeats,median_small,median_large,median_size_change,central95_width,passes_operational_screen,large_sample_equals_whole_group
1103,1099,256,512,specter2,bert,20,0.5272097297086799,0.522742021928503,0.0044677077801767995,0.04441005942825249,False,False
1103,1099,256,512,specter2,pubmedbert,20,0.4605120239454054,0.4537703457490346,0.006741678196370837,0.06213930272664503,False,False
1103,1099,256,512,specter2,biobert,20,0.5457078368572927,0.5357051644710136,0.010002672386279166,0.0661996541739856,False,False
1103,1099,256,512,scincl,scibert,20,0.5635675888957599,0.5615339806186292,0.0020336082771306163,0.0490216687252476,False,False
1103,1099,256,512,scincl,bert,20,0.58713815029577,0.5851357157852269,0.0020024345105430497,0.05076624119859685,False,False
1103,1099,256,512,scincl,pubmedbert,20,0.47700696632301076,0.46430125929916966,0.012705707023841106,0.06756229635006966,False,False
1103,1099,256,512,scincl,biobert,20,0.574899361381183,0.5644200991805313,0.010479262200651762,0.06882983311462165,False,False
1103,1099,256,512,scincl,simcse,20,0.5342024406951434,0.5371624585853304,0.002960017890186961,0.0472806808785321,False,False
1103,1099,256,512,scibert,mpnet,20,0.5231109529766451,0.5194300992620335,0.003680853714611576,0.04641014831722079,False,False
1103,1099,256,512,scibert,minilm,20,0.5107137536635808,0.5048690310680743,0.005844722595506502,0.04616341509570915,False,False
1103,1099,256,512,scibert,pubmedbert,20,0.8400282114513711,0.8395044842266821,0.0005237272246889635,0.0407294046267882,False,False
1103,1099,256,512,bert,mpnet,20,0.5749854958277905,0.5770780082318736,0.0020925124040831466,0.04327507366939887,False,False
1103,1099,256,512,bert,minilm,20,0.5907890143881107,0.5862859469713471,0.004503067416763651,0.04353325947861697,False,False
1103,1099,256,512,mpnet,pubmedbert,20,0.454761405629301,0.4424843034209823,0.012277102208318735,0.058862057901496456,False,False
1103,1099,256,512,mpnet,biobert,20,0.5467560250340494,0.5355316855912245,0.01122433944282486,0.06400245117577552,False,False
1103,1099,256,512,mpnet,simcse,20,0.5357960139129729,0.5418173864478713,0.006021372534898317,0.042009374222201634,False,False
1103,1099,256,512,minilm,pubmedbert,20,0.435439538901771,0.4256955683745124,0.009743970527258616,0.06347306669656666,False,False
1103,1099,256,512,minilm,biobert,20,0.5318270118492141,0.5127372202249396,0.019089791624274488,0.06259697028918954,False,False
1103,1099,256,512,pubmedbert,simcse,20,0.5561171673598619,0.5532612400435106,0.0028559273163513144,0.04646431860073119,False,False
1103,1099,256,512,biobert,simcse,20,0.6015217349508177,0.5995014564151079,0.002020278535709852,0.0420208544286812,False,False
1104,750,256,512,specter,pubmedbert,20,0.497440080528807,0.4820443218945684,0.015395758634238588,0.06202277625962599,False,False
1104,750,256,512,specter,biobert,20,0.5560765611603735,0.5417631054415941,0.0143134557187794,0.058553632258577126,False,False
1104,750,256,512,specter2,pubmedbert,20,0.48992734630762935,0.4713988103415496,0.01852853596607973,0.05534427318830959,False,False
1104,750,256,512,specter2,biobert,20,0.5345225574318082,0.5182657983438671,0.01625675908794111,0.05407372644485292,False,False
1104,750,256,512,scincl,pubmedbert,20,0.4736555718785872,0.45668976313240717,0.016965808746180033,0.051686561539049936,False,False
1104,750,256,512,scincl,biobert,20,0.525742503949697,0.5128668404113311,0.012875663538365889,0.049814845851233525,False,False
1104,750,256,512,mpnet,pubmedbert,20,0.5065024600929269,0.48686639134243037,0.019636068750496505,0.061038015647221555,False,False
1104,750,256,512,mpnet,biobert,20,0.5527691767209024,0.5394391349900429,0.013330041730859499,0.06114181489698145,False,False
1104,750,256,512,minilm,pubmedbert,20,0.4855722031142241,0.47073176628651486,0.014840436827709247,0.05598383212136904,False,False
1104,750,256,512,minilm,biobert,20,0.5333545881832105,0.5206976058761641,0.012656982307046372,0.05516621852629322,False,False
1104,750,256,512,pubmedbert,simcse,20,0.5849828898043349,0.5801712690620788,0.004811620742256051,0.04709327050701606,False,False
1105,2217,256,512,specter,scibert,20,0.6673140605674404,0.6615474139674702,0.005766646599970171,0.047252742385554325,False,False
1105,2217,256,512,specter,bert,20,0.6844199630245674,0.6764175908167175,0.00800237220784994,0.06790654271614072,False,False
1105,2217,256,512,specter,pubmedbert,20,0.6269521571060326,0.618615899065541,0.00833625804049154,0.049748061898469476,False,False
1105,2217,256,512,specter,biobert,20,0.6159879589717707,0.6037793682240056,0.012208590747765147,0.07984294525806579,False,False
1105,2217,256,512,specter,simcse,20,0.6311097352855475,0.6202166608829328,0.010893074402614666,0.043207175747279725,False,False
1105,2217,256,512,specter2,bert,20,0.5880453798384822,0.5780476389933936,0.009997740845088532,0.05090216473350806,False,False
1105,2217,256,512,specter2,pubmedbert,20,0.5535034747884529,0.5475326200452311,0.005970854743221787,0.04506497243093022,False,False
1105,2217,256,512,specter2,biobert,20,0.5215547475123719,0.5301843903883918,0.008629642876019972,0.07095338779557231,False,False
