panel,metric,model_a,model_b,field_rank_spearman
global_centered,angle_p50,specter,mpnet,0.6882051282051281
global_centered,angle_p50,specter,minilm,0.6943589743589742
global_centered,angle_p50,specter,pubmedbert,0.6594871794871794
global_centered,angle_p50,specter,biobert,0.6451282051282051
global_centered,angle_p50,specter,simcse,0.5876923076923077
global_centered,angle_p50,specter2,scincl,0.859145299145299
global_centered,angle_p50,specter2,scibert,0.7558974358974359
global_centered,angle_p50,specter2,bert,0.5165811965811965
global_centered,angle_p50,specter2,mpnet,0.7935042735042734
global_centered,angle_p50,specter2,minilm,0.816068376068376
global_centered,angle_p50,specter2,pubmedbert,0.6868376068376068
global_centered,angle_p50,specter2,biobert,0.7052991452991453
global_centered,angle_p50,specter2,simcse,0.6642735042735042
global_centered,angle_p50,scincl,scibert,0.785982905982906
global_centered,angle_p50,scincl,bert,0.4639316239316239
global_centered,angle_p50,scincl,mpnet,0.8256410256410256
global_centered,angle_p50,scincl,minilm,0.8406837606837606
global_centered,angle_p50,scincl,pubmedbert,0.6458119658119658
global_centered,angle_p50,scincl,biobert,0.6499145299145299
global_centered,angle_p50,scincl,simcse,0.6006837606837606
global_centered,angle_p50,scibert,bert,0.8153846153846154
global_centered,angle_p50,scibert,mpnet,0.5685470085470085
global_centered,angle_p50,scibert,minilm,0.5794871794871794
global_centered,angle_p50,scibert,pubmedbert,0.9193162393162393
global_centered,angle_p50,scibert,biobert,0.9288888888888889
global_centered,angle_p50,scibert,simcse,0.8714529914529915
global_centered,angle_p50,bert,mpnet,0.3688888888888889
global_centered,angle_p50,bert,minilm,0.36752136752136744
global_centered,angle_p50,bert,pubmedbert,0.7805128205128204
global_centered,angle_p50,bert,biobert,0.8509401709401709
global_centered,angle_p50,bert,simcse,0.9063247863247862
global_centered,angle_p50,mpnet,minilm,0.9630769230769229
global_centered,angle_p50,mpnet,pubmedbert,0.40307692307692305
global_centered,angle_p50,mpnet,biobert,0.442051282051282
global_centered,angle_p50,mpnet,simcse,0.5370940170940172
global_centered,angle_p50,minilm,pubmedbert,0.43316239316239313
global_centered,angle_p50,minilm,biobert,0.47145299145299147
global_centered,angle_p50,minilm,simcse,0.530940170940171
global_centered,angle_p50,pubmedbert,biobert,0.9829059829059829
global_centered,angle_p50,pubmedbert,simcse,0.8516239316239315
global_centered,angle_p50,biobert,simcse,0.9172649572649573
global_centered,pr,specter,specter2,0.3921367521367521
global_centered,pr,specter,scincl,0.8413675213675212
global_centered,pr,specter,scibert,0.7155555555555554
global_centered,pr,specter,bert,0.20410256410256405
global_centered,pr,specter,mpnet,0.6519658119658119
global_centered,pr,specter,minilm,0.647179487179487
global_centered,pr,specter,pubmedbert,0.5999999999999999
global_centered,pr,specter,biobert,0.4776068376068376
global_centered,pr,specter,simcse,0.2656410256410256
global_centered,pr,specter2,scincl,0.5227350427350427
global_centered,pr,specter2,scibert,0.3668376068376068
global_centered,pr,specter2,bert,0.5815384615384616
global_centered,pr,specter2,mpnet,0.5945299145299144
global_centered,pr,specter2,minilm,0.587008547008547
global_centered,pr,specter2,pubmedbert,0.401025641025641
global_centered,pr,specter2,biobert,0.5295726495726496
global_centered,pr,specter2,simcse,0.4947008547008547
global_centered,pr,scincl,scibert,0.6485470085470085
global_centered,pr,scincl,bert,0.3928205128205128
global_centered,pr,scincl,mpnet,0.7449572649572649
global_centered,pr,scincl,minilm,0.7264957264957265
global_centered,pr,scincl,pubmedbert,0.6075213675213674
global_centered,pr,scincl,biobert,0.5384615384615384
global_centered,pr,scincl,simcse,0.44547008547008543
global_centered,pr,scibert,bert,0.37777777777777777
global_centered,pr,scibert,mpnet,0.6601709401709401
global_centered,pr,scibert,minilm,0.6205128205128205
global_centered,pr,scibert,pubmedbert,0.8201709401709402
global_centered,pr,scibert,biobert,0.5555555555555555
global_centered,pr,scibert,simcse,0.49128205128205127
global_centered,pr,bert,mpnet,0.6553846153846153
global_centered,pr,bert,minilm,0.7415384615384616
global_centered,pr,bert,pubmedbert,0.26495726495726496
global_centered,pr,bert,biobert,0.2239316239316239
global_centered,pr,bert,simcse,0.937094017094017
global_centered,pr,mpnet,minilm,0.9733333333333332
global_centered,pr,mpnet,pubmedbert,0.41811965811965807
global_centered,pr,mpnet,biobert,0.2198290598290598
global_centered,pr,mpnet,simcse,0.7176068376068375
global_centered,pr,minilm,pubmedbert,0.40854700854700854
global_centered,pr,minilm,biobert,0.1747008547008547
global_centered,pr,minilm,simcse,0.7743589743589743
global_centered,pr,pubmedbert,biobert,0.7032478632478633
global_centered,pr,pubmedbert,simcse,0.308034188034188
global_centered,pr,biobert,simcse,0.24854700854700856
global_centered,gap_25,specter,specter2,0.9035897435897435
global_centered,gap_25,specter,scincl,0.8988034188034186
global_centered,gap_25,specter,scibert,0.49333333333333323
global_centered,gap_25,specter,bert,0.5664957264957264
global_centered,gap_25,specter,mpnet,0.8687179487179486
global_centered,gap_25,specter,minilm,0.852991452991453
global_centered,gap_25,specter,pubmedbert,0.5288888888888889
global_centered,gap_25,specter,biobert,0.5418803418803418
global_centered,gap_25,specter,simcse,0.7422222222222221
global_centered,gap_25,specter2,scincl,0.9596581196581195
global_centered,gap_25,specter2,scibert,0.4899145299145299
global_centered,gap_25,specter2,bert,0.7326495726495725
global_centered,gap_25,specter2,mpnet,0.9753846153846153
global_centered,gap_25,specter2,minilm,0.9487179487179486
global_centered,gap_25,specter2,pubmedbert,0.6123076923076922
global_centered,gap_25,specter2,biobert,0.6034188034188035
global_centered,gap_25,specter2,simcse,0.7613675213675213
global_centered,gap_25,scincl,scibert,0.5022222222222221
global_centered,gap_25,scincl,bert,0.7176068376068375
global_centered,gap_25,scincl,mpnet,0.9623931623931624
global_centered,gap_25,scincl,minilm,0.939145299145299
global_centered,gap_25,scincl,pubmedbert,0.545982905982906
global_centered,gap_25,scincl,biobert,0.5774358974358974
global_centered,gap_25,scincl,simcse,0.7517948717948718
global_centered,gap_25,scibert,bert,0.5227350427350427
global_centered,gap_25,scibert,mpnet,0.4953846153846153
global_centered,gap_25,scibert,minilm,0.43589743589743585
global_centered,gap_25,scibert,pubmedbert,0.7894017094017093
global_centered,gap_25,scibert,biobert,0.8488888888888889
global_centered,gap_25,scibert,simcse,0.3517948717948718
global_centered,gap_25,bert,mpnet,0.7429059829059829
global_centered,gap_25,bert,minilm,0.7668376068376067
global_centered,gap_25,bert,pubmedbert,0.6478632478632478
global_centered,gap_25,bert,biobert,0.6088888888888888
global_centered,gap_25,bert,simcse,0.6772649572649572
global_centered,gap_25,mpnet,minilm,0.9617094017094016
global_centered,gap_25,mpnet,pubmedbert,0.6095726495726496
global_centered,gap_25,mpnet,biobert,0.6095726495726496
global_centered,gap_25,mpnet,simcse,0.7914529914529914
global_centered,gap_25,minilm,pubmedbert,0.5767521367521368
global_centered,gap_25,minilm,biobert,0.5569230769230769
global_centered,gap_25,minilm,simcse,0.8413675213675212
global_centered,gap_25,pubmedbert,biobert,0.8454700854700854
global_centered,gap_25,pubmedbert,simcse,0.49196581196581196
global_centered,gap_25,biobert,simcse,0.5056410256410256
quality,angle_p50,specter,specter2,0.31965811965811963
quality,angle_p50,specter,scincl,0.40717948717948715
quality,angle_p50,specter,scibert,0.5958974358974359
quality,angle_p50,specter,bert,-0.20957264957264954
quality,angle_p50,specter,mpnet,0.18974358974358974
quality,angle_p50,specter,minilm,0.11247863247863246
quality,angle_p50,specter,pubmedbert,0.35999999999999993
quality,angle_p50,specter,biobert,-0.2553846153846154
quality,angle_p50,specter,simcse,-0.16717948717948716
quality,angle_p50,specter2,scincl,0.5049572649572649
quality,angle_p50,specter2,scibert,0.3121367521367521
quality,angle_p50,specter2,bert,0.11316239316239315
quality,angle_p50,specter2,mpnet,0.7155555555555554
quality,angle_p50,specter2,minilm,0.6123076923076922
quality,angle_p50,specter2,pubmedbert,0.2553846153846154
quality,angle_p50,specter2,biobert,-0.07897435897435896
quality,angle_p50,specter2,simcse,0.022905982905982905
quality,angle_p50,scincl,scibert,0.3634188034188034
quality,angle_p50,scincl,bert,0.24991452991452992
quality,angle_p50,scincl,mpnet,0.7641025641025642
quality,angle_p50,scincl,minilm,0.751111111111111
quality,angle_p50,scincl,pubmedbert,0.2984615384615385
quality,angle_p50,scincl,biobert,0.19931623931623932
quality,angle_p50,scincl,simcse,0.377094017094017
quality,angle_p50,scibert,bert,0.16444444444444445
quality,angle_p50,scibert,mpnet,0.27589743589743587
quality,angle_p50,scibert,minilm,0.18564102564102564
quality,angle_p50,scibert,pubmedbert,0.8769230769230769
quality,angle_p50,scibert,biobert,0.32991452991452985
quality,angle_p50,scibert,simcse,0.09743589743589742
quality,angle_p50,bert,mpnet,0.47965811965811966
quality,angle_p50,bert,minilm,0.4755555555555555
quality,angle_p50,bert,pubmedbert,0.2964102564102564
quality,angle_p50,bert,biobert,0.7777777777777777
quality,angle_p50,bert,simcse,0.9234188034188033
quality,angle_p50,mpnet,minilm,0.9712820512820511
quality,angle_p50,mpnet,pubmedbert,0.30188034188034185
quality,angle_p50,mpnet,biobert,0.26974358974358975
quality,angle_p50,mpnet,simcse,0.46119658119658113
quality,angle_p50,minilm,pubmedbert,0.2588034188034188
quality,angle_p50,minilm,biobert,0.31487179487179484
quality,angle_p50,minilm,simcse,0.46803418803418795
quality,angle_p50,pubmedbert,biobert,0.545982905982906
quality,angle_p50,pubmedbert,simcse,0.15350427350427348
quality,angle_p50,biobert,simcse,0.7285470085470084
quality,pr,specter,specter2,0.3723076923076923
quality,pr,specter,scincl,0.8092307692307692
quality,pr,specter,scibert,0.7018803418803419
quality,pr,specter,bert,0.19247863247863245
quality,pr,specter,mpnet,0.643076923076923
quality,pr,specter,minilm,0.6355555555555555
quality,pr,specter,pubmedbert,0.5569230769230769
quality,pr,specter,biobert,0.4502564102564102
quality,pr,specter,simcse,0.25196581196581197
quality,pr,specter2,scincl,0.47965811965811966
quality,pr,specter2,scibert,0.3408547008547009
quality,pr,specter2,bert,0.5097435897435897
quality,pr,specter2,mpnet,0.5603418803418803
quality,pr,specter2,minilm,0.6198290598290598
quality,pr,specter2,pubmedbert,0.3586324786324786
quality,pr,specter2,biobert,0.507008547008547
quality,pr,specter2,simcse,0.4769230769230769
quality,pr,scincl,scibert,0.6683760683760683
quality,pr,scincl,bert,0.3107692307692307
quality,pr,scincl,mpnet,0.7141880341880341
quality,pr,scincl,minilm,0.7107692307692307
quality,pr,scincl,pubmedbert,0.5685470085470085
quality,pr,scincl,biobert,0.5473504273504273
quality,pr,scincl,simcse,0.3572649572649573
quality,pr,scibert,bert,0.44068376068376064
quality,pr,scibert,mpnet,0.6328205128205128
quality,pr,scibert,minilm,0.6116239316239316
quality,pr,scibert,pubmedbert,0.8037606837606838
quality,pr,scibert,biobert,0.641025641025641
quality,pr,scibert,simcse,0.5425641025641026
quality,pr,bert,mpnet,0.6143589743589742
quality,pr,bert,minilm,0.7011965811965812
quality,pr,bert,pubmedbert,0.1904273504273504
quality,pr,bert,biobert,0.27247863247863247
quality,pr,bert,simcse,0.9466666666666665
quality,pr,mpnet,minilm,0.9685470085470086
quality,pr,mpnet,pubmedbert,0.3005128205128205
quality,pr,mpnet,biobert,0.20136752136752134
quality,pr,mpnet,simcse,0.6676923076923077
quality,pr,minilm,pubmedbert,0.29914529914529914
quality,pr,minilm,biobert,0.2027350427350427
quality,pr,minilm,simcse,0.7360683760683759
quality,pr,pubmedbert,biobert,0.7668376068376067
quality,pr,pubmedbert,simcse,0.22119658119658114
quality,pr,biobert,simcse,0.30188034188034185
quality,gap_25,specter,specter2,0.7935042735042734
quality,gap_25,specter,scincl,0.8153846153846154
quality,gap_25,specter,scibert,0.6875213675213674
quality,gap_25,specter,bert,0.6533333333333332
quality,gap_25,specter,mpnet,0.8188034188034188
quality,gap_25,specter,minilm,0.8112820512820512
quality,gap_25,specter,pubmedbert,0.6895726495726495
quality,gap_25,specter,biobert,0.6786324786324787
quality,gap_25,specter,simcse,0.6683760683760683
quality,gap_25,specter2,scincl,0.8372649572649572
quality,gap_25,specter2,scibert,0.6013675213675214
quality,gap_25,specter2,bert,0.6998290598290597
quality,gap_25,specter2,mpnet,0.9405128205128205
quality,gap_25,specter2,minilm,0.922051282051282
quality,gap_25,specter2,pubmedbert,0.6581196581196581
quality,gap_25,specter2,biobert,0.6724786324786325
quality,gap_25,specter2,simcse,0.625982905982906
quality,gap_25,scincl,scibert,0.5658119658119657
quality,gap_25,scincl,bert,0.5685470085470085
quality,gap_25,scincl,mpnet,0.8837606837606837
quality,gap_25,scincl,minilm,0.8769230769230769
quality,gap_25,scincl,pubmedbert,0.5747008547008546
quality,gap_25,scincl,biobert,0.6348717948717948
quality,gap_25,scincl,simcse,0.5261538461538461
quality,gap_25,scibert,bert,0.5364102564102563
quality,gap_25,scibert,mpnet,0.604102564102564
quality,gap_25,scibert,minilm,0.6013675213675214
quality,gap_25,scibert,pubmedbert,0.7846153846153845
quality,gap_25,scibert,biobert,0.844102564102564
quality,gap_25,scibert,simcse,0.4748717948717948
quality,gap_25,bert,mpnet,0.682051282051282
quality,gap_25,bert,minilm,0.7258119658119657
quality,gap_25,bert,pubmedbert,0.7107692307692307
quality,gap_25,bert,biobert,0.6574358974358974
quality,gap_25,bert,simcse,0.8229059829059829
quality,gap_25,mpnet,minilm,0.9658119658119657
quality,gap_25,mpnet,pubmedbert,0.6806837606837607
quality,gap_25,mpnet,biobert,0.6957264957264957
quality,gap_25,mpnet,simcse,0.6423931623931624
quality,gap_25,minilm,pubmedbert,0.6964102564102563
quality,gap_25,minilm,biobert,0.7422222222222221
quality,gap_25,minilm,simcse,0.7148717948717949
quality,gap_25,pubmedbert,biobert,0.9199999999999999
quality,gap_25,pubmedbert,simcse,0.6916239316239315
quality,gap_25,biobert,simcse,0.6458119658119658
