metric,model,field_id,condition,model_difference_mean9,input_difference,model_minus_input
angle_p50,scincl,19,abstract,19.212610531471665,0.32099877532535714,18.891611756146307
angle_p50,scincl,20,title,19.939087431435762,0.7855366351227318,19.15355079631303
angle_p50,scincl,20,abstract,19.939087431435762,0.6269582192308292,19.312129212204933
angle_p50,scincl,21,title,20.029620302432967,0.8185957241180404,19.211024578314927
angle_p50,scincl,21,abstract,20.029620302432967,0.1759300933125516,19.853690209120415
angle_p50,scincl,22,title,21.687601543789853,2.1167660617213855,19.570835482068468
angle_p50,scincl,22,abstract,21.687601543789853,0.282586293497026,21.405015250292827
angle_p50,scincl,23,title,20.462735028827964,0.8616856007823159,19.60104942804565
angle_p50,scincl,23,abstract,20.462735028827964,0.16284570123797693,20.299889327589987
angle_p50,scincl,24,title,19.841068358568766,1.0967542387467475,18.74431411982202
angle_p50,scincl,24,abstract,19.841068358568766,0.11782529338998415,19.72324306517878
angle_p50,scincl,25,title,19.363998488212914,0.712213841987186,18.651784646225728
angle_p50,scincl,25,abstract,19.363998488212914,0.32429066767200254,19.03970782054091
angle_p50,scincl,26,title,19.830504556230544,1.2901353135323674,18.540369242698176
angle_p50,scincl,26,abstract,19.830504556230544,0.350520900953768,19.479983655276776
angle_p50,scincl,27,title,21.22074113941745,1.6954631667800157,19.525277972637433
angle_p50,scincl,27,abstract,21.22074113941745,0.1946527076222324,21.026088431795216
angle_p50,scincl,28,title,20.413271638144554,1.3953566356515665,19.017915002492987
angle_p50,scincl,28,abstract,20.413271638144554,0.23452973321310822,20.178741904931446
angle_p50,scincl,29,title,20.06241365096419,0.42364842597041275,19.638765224993776
angle_p50,scincl,29,abstract,20.06241365096419,0.17868878569389324,19.883724865270295
angle_p50,scincl,30,title,19.153346522088196,0.402829962681885,18.75051655940631
angle_p50,scincl,30,abstract,19.153346522088196,0.10914084059423601,19.04420568149396
angle_p50,scincl,31,title,19.721048760521835,1.1043831209484694,18.616665639573366
angle_p50,scincl,31,abstract,19.721048760521835,0.29391139624945595,19.42713736427238
angle_p50,scincl,32,title,20.212881242958385,0.6387762851853864,19.574104957773
angle_p50,scincl,32,abstract,20.212881242958385,0.3459945271742839,19.8668867157841
angle_p50,scincl,33,title,20.301148961542488,0.5737050870944174,19.72744387444807
angle_p50,scincl,33,abstract,20.301148961542488,0.5413526026004121,19.759796358942076
angle_p50,scincl,34,title,19.205565300435286,0.021193134163198124,19.184372166272087
angle_p50,scincl,34,abstract,19.205565300435286,0.10161294273532917,19.103952357699956
angle_p50,scincl,35,title,16.467354083883578,0.7607129870512139,15.706641096832364
angle_p50,scincl,35,abstract,16.467354083883578,0.06349923382995826,16.40385485005362
angle_p50,scincl,36,title,20.170875337845192,0.7234793289081054,19.447396008937087
angle_p50,scincl,36,abstract,20.170875337845192,0.343474480178692,19.8274008576665
angle_p50,scibert,11,title,19.486844450386524,9.466249599116466,10.020594851270058
angle_p50,scibert,11,abstract,19.486844450386524,0.08466621388137696,19.402178236505147
angle_p50,scibert,12,title,20.10068982980617,10.577648279287452,9.52304155051872
angle_p50,scibert,12,abstract,20.10068982980617,0.20551645514806438,19.895173374658107
angle_p50,scibert,13,title,20.70171858122188,11.628919965746704,9.072798615475175
angle_p50,scibert,13,abstract,20.70171858122188,0.26446432493838756,20.43725425628349
angle_p50,scibert,14,title,20.029765763882356,10.929523513838234,9.100242250044122
angle_p50,scibert,14,abstract,20.029765763882356,0.31765449253563816,19.712111271346718
angle_p50,scibert,15,title,20.1147127839462,11.756062186379452,8.358650597566747
angle_p50,scibert,15,abstract,20.1147127839462,0.2720010987530941,19.842711685193105
angle_p50,scibert,16,title,18.306390961068985,10.927219844386414,7.379171116682571
angle_p50,scibert,16,abstract,18.306390961068985,0.1486340843517837,18.1577568767172
angle_p50,scibert,17,title,22.453132182412467,13.130536401012662,9.322595781399805
angle_p50,scibert,17,abstract,22.453132182412467,0.3845883289683698,22.068543853444098
angle_p50,scibert,18,title,20.847127193710904,12.452657543233414,8.39446965047749
angle_p50,scibert,18,abstract,20.847127193710904,0.2870237145261285,20.560103479184775
angle_p50,scibert,19,title,19.437431676242092,8.506099874170381,10.93133180207171
angle_p50,scibert,19,abstract,19.437431676242092,0.16236750462751814,19.275064171614574
angle_p50,scibert,20,title,19.939087431435762,10.72383251251307,9.215254918922692
angle_p50,scibert,20,abstract,19.939087431435762,0.2512686053364277,19.687818826099335
angle_p50,scibert,21,title,20.173891891242906,11.634959112978777,8.53893277826413
angle_p50,scibert,21,abstract,20.173891891242906,0.2917178419293762,19.88217404931353
angle_p50,scibert,22,title,22.14674395302343,11.9458815132393,10.200862439784132
angle_p50,scibert,22,abstract,22.14674395302343,0.33150973858386834,21.815234214439563
angle_p50,scibert,23,title,20.552559439393807,10.560325586014258,9.992233853379549
angle_p50,scibert,23,abstract,20.552559439393807,0.24446430838703037,20.308095131006777
angle_p50,scibert,24,title,19.841068358568766,11.812034512445656,8.02903384612311
